Temp (Ohm) (X58257),Temp (Ohm) (X53853),Temp (Ohm) (X53851),Temp (Ohm) (X53871)
3091.02,409.233,438.13,467.028
3090.97,409.206,438.13,467.028
3090.97,409.167,438.218,467.073
3090.64,409.167,438.195,467.073
3090.7,409.17,438.195,467.096
3090.7,409.17,438.313,467.163
3090.7,409.216,438.168,467.163
3090.7,409.287,438.314,467.167
3090.4,409.287,438.251,466.881
3090.2,409.259,438.251,467.197
3090.2,409.259,438.24,467.218
3091.22,409.31,438.343,467.218
3091.22,409.355,438.343,467.256
3092.84,409.355,438.291,467.17
3092.66,409.329,438.291,467.17
3092.66,409.099,438.323,467.149
3092.62,409.286,438.34,467.149
3092.62,409.256,438.34,467.183
3091.3,409.256,438.37,467.279
3091.53,409.297,438.37,467.279
3091.53,409.317,438.392,467.31
3091.38,409.317,438.387,467.31
3091.74,409.318,438.387,467.328
3091.74,409.318,438.374,467.326
3092.81,409.422,438.348,467.326
3092.81,409.423,438.378,467.337
3093.5,409.423,438.342,466.975
3094.02,409.39,438.342,467.282
3094.02,409.39,438.372,467.258
3095.73,409.416,438.445,467.258
3095.73,409.405,438.445,467.28
3094.9,409.405,438.454,467.318
3093.9,409.375,438.454,467.318
3093.9,409.185,438.524,467.369
3093.59,409.398,438.517,467.369
3093.59,409.425,438.517,467.438
3093.7,409.425,438.5,467.482
3093.93,409.474,438.5,467.482
3093.93,409.514,438.492,467.455
3095.03,409.514,438.481,467.455
3094.46,409.534,438.481,467.445
3095.62,409.534,438.475,467.409
3096.47,409.522,438.448,467.409
3096.47,409.506,438.571,467.388
3096.28,409.506,438.584,467.388
3095.41,409.477,438.584,467.476
3095.41,409.477,438.599,467.489
3095.1,409.496,438.618,467.489
3095.1,409.52,438.618,467.536
3095.31,409.52,438.645,467.59
3096.5,409.566,438.645,467.59
3096.5,409.311,438.642,467.627
3097.68,409.675,438.62,467.627
3097.68,409.684,438.62,467.564
3098.72,409.684,438.665,467.563
3098.94,409.652,438.665,467.563
3098.94,409.653,438.712,467.583
3099.05,409.653,438.718,467.583
3097.26,409.579,438.718,467.58
3097.7,409.579,438.727,467.595
3097.27,409.584,438.404,467.595
3097.27,409.622,438.774,467.688
3097.01,409.622,438.762,467.688
3097.59,409.676,438.762,467.718
3097.59,409.676,438.71,467.732
3098.49,409.741,438.706,467.732
3098.49,409.747,438.706,467.663
3099.65,409.747,438.722,467.675
3100.16,409.712,438.722,467.646
3100.16,409.121,438.768,467.648
3100.33,409.717,438.817,467.648
3100.33,409.697,438.817,467.72
3099.42,409.697,438.863,467.743
3099.47,409.683,438.863,467.743
3099.47,409.699,438.872,467.78
3098.87,409.702,438.881,467.78
3100.11,409.737,438.881,467.832
3099.22,409.737,438.888,467.849
3099.6,409.806,438.453,467.849
3099.6,409.849,438.844,467.86
3099.91,409.849,438.841,467.86
3100.66,409.866,438.841,467.845
3100.66,409.866,438.858,467.861
3101.7,409.884,438.887,467.861
3101.7,409.895,438.887,467.833
3102.71,409.895,438.911,467.863
3102.62,409.844,438.911,467.819
3102.62,409.257,438.981,467.841
3102.07,409.835,439.005,467.841
3102.07,409.845,439.005,467.93
3101.6,409.845,439.035,467.992
3101.84,409.846,439.035,467.992
3101.84,409.878,439.044,467.984
3101.73,409.878,439.05,467.984
3103.16,409.927,439.05,468.027
3102.29,409.927,438.989,468.041
3103.34,410.006,438.339,468.041
3103.34,410.017,439.006,467.996
3104.17,410.017,439.011,467.996
3104.89,410.007,439.011,467.979
3104.89,410.007,439.033,467.978
3105.51,409.997,439.093,467.978
3105.51,409.989,439.093,468.013
3104.94,409.989,439.113,468.013
3105.0,409.972,439.113,468.064
3105.0,409.972,439.2,468.137
3103.73,410.022,439.201,468.137
3103.73,410.066,439.201,468.208
3104.16,410.066,439.205,468.212
3104.37,410.066,439.205,468.212
3104.37,410.053,439.152,468.206
3105.3,410.107,439.184,468.206
3104.14,410.151,439.184,468.209
3106.45,410.151,439.15,468.152
3106.55,410.151,438.551,468.152
3106.55,410.131,439.196,468.138
3106.88,410.131,439.216,468.138
3106.68,410.071,439.216,468.141
3106.68,410.071,439.291,468.212
3105.81,410.082,439.28,468.212
3105.81,410.127,439.296,468.29
3106.07,410.127,439.281,468.09
3107.21,410.23,439.281,468.338
3107.21,410.23,439.27,468.324
3107.85,410.255,439.222,468.324
3107.85,410.275,439.222,468.274
3109.12,410.275,439.315,468.299
3109.38,410.26,439.315,468.299
3109.38,410.164,439.328,468.275
3107.85,410.19,439.363,468.275
3105.23,410.153,439.363,468.313
3107.09,410.153,439.378,468.358
3107.03,410.204,439.378,468.358
3107.03,410.226,439.384,468.401
3107.36,410.226,439.375,468.401
3108.51,410.298,439.375,468.425
3108.51,410.298,439.421,468.433
3108.89,410.348,439.399,468.433
3108.89,410.328,439.397,468.361
3110.05,410.328,439.402,467.834
3110.05,410.265,439.402,468.358
3110.05,410.265,439.458,468.359
3109.79,410.291,439.448,468.359
3109.79,410.262,439.448,468.411
3109.58,410.262,439.502,468.428
3108.96,410.28,439.502,468.428
3108.96,410.224,439.525,468.537
3108.92,410.348,439.483,468.537
3104.53,410.379,439.483,468.548
3110.33,410.379,439.441,468.497
3110.87,410.425,439.441,468.497
3110.87,410.437,439.479,468.48
3112.11,410.437,439.497,468.48
3112.13,410.465,439.497,468.498
3112.13,410.465,439.511,468.503
3112.75,410.482,439.537,468.503
3112.75,410.454,439.611,468.549
3112.07,410.454,439.643,468.233
3111.75,410.398,439.643,468.588
3111.75,410.398,439.659,468.633
3111.55,410.41,439.672,468.633
3111.55,410.449,439.672,468.687
3111.4,410.449,439.652,468.703
3111.68,410.485,439.652,468.703
3111.68,410.404,439.664,468.725
3112.75,410.577,439.61,468.725
3108.26,410.567,439.61,468.664
3114.39,410.567,439.636,468.66
3114.45,410.578,439.636,468.66
3114.45,410.592,439.622,468.646
3114.66,410.592,439.71,468.646
3114.86,410.551,439.71,468.652
3114.88,410.551,439.745,468.691
3114.18,410.529,439.544,468.691
3114.18,410.526,439.755,468.755
3113.09,410.526,439.774,468.198
3113.38,410.594,439.774,468.821
3113.38,410.594,439.773,468.828
3113.79,410.612,439.74,468.828
3113.79,410.658,439.74,468.84
3114.42,410.658,439.753,468.809
3115.8,410.724,439.753,468.809
3115.8,410.466,439.751,468.805
3115.48,410.68,439.753,468.805
3115.48,410.671,439.753,468.751
3116.35,410.671,439.783,468.771
3116.33,410.646,439.783,468.771
3116.33,410.647,439.863,468.798
3116.21,410.647,439.892,468.798
3115.8,410.663,439.892,468.835
3115.8,410.663,439.919,468.889
3115.98,410.649,439.761,468.889
3115.98,410.725,439.94,468.993
3116.09,410.725,439.965,468.452
3116.25,410.788,439.965,469.046
3116.25,410.788,439.921,469.033
3116.38,410.772,439.934,469.033
3116.38,410.834,439.934,469.036
3117.0,410.834,439.933,469.029
3117.64,410.844,439.933,469.029
3117.64,410.625,439.917,468.985
3119.21,410.82,439.95,468.985
3119.21,410.816,439.95,468.95
3118.85,410.816,440.03,468.995
3118.02,410.769,440.03,468.995
3118.02,410.766,440.05,469.037
3117.32,410.766,440.087,469.037
3119.33,410.814,440.087,469.111
3117.93,410.814,440.025,469.133
3118.29,410.893,439.661,469.133
3118.29,410.898,440.003,469.065
3119.89,410.898,439.997,469.065
3119.9,410.905,439.997,469.049
3119.9,410.905,440.049,469.049
3120.21,410.862,440.093,469.049
3120.21,410.874,440.093,469.053
3119.83,410.874,440.13,469.027
3119.45,410.861,440.13,469.159
3119.45,410.249,440.176,469.235
3119.12,410.959,440.126,469.235
3119.12,410.96,440.126,469.248
3119.72,410.96,440.115,469.251
3120.33,410.995,440.115,469.251
3120.33,411.015,440.119,469.214
3121.58,411.015,440.128,469.214
3119.46,411.01,440.128,469.187
3122.24,411.01,440.174,469.179
3121.73,410.956,439.791,469.179
3121.73,410.951,440.265,469.232
3121.21,410.951,440.274,469.232
3121.59,410.966,440.274,469.282
3121.59,410.966,440.324,469.364
3121.21,411.008,440.3,469.364
3121.21,411.027,440.3,469.357
3121.34,411.027,440.297,469.187
3122.11,411.085,440.297,469.385
3122.11,410.353,440.277,469.401
3122.36,411.113,440.262,469.401
3122.36,411.158,440.262,469.367
3124.14,411.158,440.316,469.372
3124.27,411.125,440.316,469.372
3124.27,411.143,440.286,469.315
3124.44,411.128,440.346,469.315
3123.08,411.086,440.346,469.347
3123.34,411.086,440.375,469.384
3124.15,411.072,439.857,469.384
3124.15,411.124,440.438,469.476
3123.4,411.124,440.427,469.476
3123.28,411.174,440.427,469.527
3123.28,411.174,440.399,469.533
3123.99,411.221,440.39,469.533
3123.99,411.261,440.39,469.535
3125.33,411.261,440.39,469.388
3126.32,411.246,440.39,469.47
3126.32,411.246,440.434,469.507
3126.24,411.236,440.434,469.507
3126.24,411.182,440.434,469.485
3124.85,411.182,440.506,469.525
3124.88,411.184,440.506,469.525
3124.88,411.167,440.513,469.618
3124.84,411.216,440.49,469.618
3121.36,411.275,440.49,469.612
3126.21,411.275,440.438,469.576
3127.54,411.351,440.438,469.576
3127.54,411.331,440.511,469.577
3127.69,411.331,440.509,469.577
3128.31,411.319,440.509,469.553
3128.31,411.319,440.55,469.565
3127.67,411.316,440.464,469.565
3127.67,411.283,440.612,469.628
3126.9,411.283,440.63,469.364
3126.45,411.288,440.63,469.703
3126.45,411.288,440.61,469.738
3126.45,411.339,440.622,469.738
3126.45,411.427,440.622,469.755
3128.47,411.427,440.616,469.764
3128.96,411.471,440.616,469.764
3128.96,411.254,440.617,469.744
3129.7,411.474,440.67,469.744
3129.7,411.457,440.67,469.721
3129.88,411.457,440.701,469.712
3129.05,411.411,440.701,469.712
3129.05,411.398,440.726,469.755
3128.59,411.398,440.778,469.755
3128.46,411.41,440.778,469.861
3128.46,411.41,440.751,469.892
3128.11,411.44,440.57,469.892
3128.11,411.441,440.701,469.849
3128.58,411.441,440.688,469.158
3129.6,411.518,440.688,469.825
3129.6,411.518,440.689,469.814
3130.92,411.529,440.708,469.814
3130.92,411.533,440.708,469.821
3131.27,411.533,440.755,469.808
3131.6,411.518,440.755,469.808
3131.6,411.175,440.85,469.873
3129.65,411.512,440.849,469.873
3129.65,411.53,440.849,469.968
3130.21,411.53,440.85,469.983
3130.63,411.561,440.85,469.983
3130.63,411.607,440.843,470.014
3131.17,411.607,440.809,470.014
3131.21,411.67,440.809,470.011
3132.61,411.67,440.844,470.0
3133.69,411.695,440.499,470.0
3133.69,411.638,440.926,469.995
3133.16,411.638,440.947,469.995
3132.51,411.579,440.947,469.986
3132.51,411.579,440.942,469.99
3132.14,411.608,440.971,469.99
3132.14,411.613,440.971,470.093
3131.56,411.613,440.97,469.977
3132.22,411.702,440.97,470.14
3132.22,411.702,440.928,470.081
3134.29,411.737,440.946,470.081
3134.29,411.755,440.946,470.05
3134.85,411.755,440.974,470.086
3135.26,411.751,440.974,470.086
3135.26,411.775,440.99,470.078
3134.92,411.759,441.038,470.078
3132.57,411.715,441.038,470.13
3134.07,411.715,441.079,470.171
3134.11,411.696,440.648,470.171
3134.11,411.78,441.109,470.221
3134.28,411.78,441.118,470.221
3133.59,411.729,441.118,470.211
3133.59,411.729,441.078,470.265
3134.39,411.829,441.096,470.265
3134.39,411.849,441.096,470.3
3135.43,411.849,441.102,470.211
3136.33,411.859,441.102,470.25
3136.33,411.859,441.039,470.19
3137.11,411.86,441.143,470.19
3137.11,411.859,441.143,470.246
3137.36,411.859,441.158,470.25
3136.85,411.835,441.158,470.25
3136.85,411.86,441.233,470.285
3136.2,411.835,441.25,470.285
3134.69,411.838,441.25,470.305
3135.88,411.838,441.227,470.353
3135.64,411.876,440.567,470.353
3135.64,411.896,441.169,470.351
3136.19,411.896,441.21,470.351
3137.54,411.976,441.21,470.377
3137.54,411.976,441.177,470.381
3137.97,411.979,441.194,470.381
3137.97,411.986,441.194,470.373
3138.44,411.986,441.174,470.383
3138.79,411.941,441.174,470.364
3138.79,411.941,441.274,470.349
3137.82,411.898,441.309,470.349
3137.82,411.895,441.309,470.405
3137.16,411.895,441.381,470.51
3137.76,411.968,441.381,470.51
3137.76,411.929,441.34,470.495
3138.79,412.074,441.294,470.495
3136.38,412.075,441.294,470.484
3140.2,412.075,441.29,470.429
3140.55,412.068,441.29,470.429
3140.55,412.045,441.359,470.423
3140.46,412.045,441.373,470.423
3139.65,412.007,441.373,470.49
3139.65,412.007,441.434,470.538
3138.87,412.025,441.31,470.538
3138.87,412.03,441.425,470.598
3139.17,412.03,441.463,470.2
3140.06,412.136,441.463,470.694
3140.06,412.136,441.415,470.634
3140.71,412.158,441.403,470.634
3140.71,412.162,441.403,470.588
3141.38,412.162,441.385,470.601
3141.97,412.185,441.385,470.601
3141.97,411.956,441.454,470.566
3142.52,412.158,441.473,470.566
3142.52,412.149,441.473,470.576
3141.94,412.149,441.571,470.664
3141.31,412.142,441.571,470.664
3141.31,412.145,441.552,470.722
3140.54,412.145,441.535,470.722
3141.67,412.164,441.535,470.75
3141.39,412.164,441.532,470.758
3142.12,412.239,441.465,470.758
3142.12,412.273,441.535,470.743
3143.22,412.273,441.517,470.333
3143.81,412.274,441.517,470.715
3143.81,412.274,441.547,470.673
3144.17,412.273,441.552,470.673
3144.17,412.261,441.552,470.698
3144.52,412.261,441.56,470.709
3143.53,412.204,441.56,470.709
3143.53,412.006,441.66,470.761
3143.38,412.229,441.682,470.761
3143.38,412.271,441.682,470.877
3143.4,412.271,441.657,470.897
3143.54,412.351,441.657,470.897
3143.54,412.37,441.639,470.885
3144.85,412.37,441.641,470.885
3143.49,412.397,441.641,470.876
3146.07,412.397,441.689,470.811
3146.26,412.352,441.419,470.811
3146.26,412.338,441.783,470.87
3145.31,412.338,441.766,470.87
3144.8,412.34,441.766,470.928
3144.8,412.34,441.794,470.974
3144.54,412.369,441.783,470.974
3144.54,412.368,441.783,470.994
3144.57,412.368,441.768,470.962
3145.47,412.431,441.768,470.993
3145.47,411.711,441.727,470.96
3146.73,412.471,441.717,470.96
3146.73,412.463,441.717,470.921
3147.4,412.463,441.763,470.908
3147.8,412.443,441.763,470.908
3147.8,412.424,441.824,470.958
3147.03,412.424,441.853,470.958
3145.02,412.425,441.853,471.027
3146.52,412.425,441.873,471.081
3146.08,412.491,441.36,471.081
3146.08,412.521,441.819,471.073
3147.39,412.521,441.83,471.073
3147.85,412.55,441.83,471.086
3147.85,412.55,441.849,471.091
3149.61,412.588,441.852,471.091
3149.61,412.514,441.91,471.019
3148.63,412.514,441.941,470.977
3147.77,412.491,441.941,471.129
3147.77,412.491,441.961,471.175
3147.6,412.548,441.956,471.175
3147.6,412.611,441.956,471.173
3148.36,412.611,441.907,471.189
3149.46,412.629,441.907,471.189
3149.46,412.391,441.94,471.123
3150.31,412.61,441.951,471.123
3150.31,412.585,441.951,471.101
3149.62,412.585,442.03,471.169
3149.42,412.541,442.03,471.169
3149.42,412.611,442.043,471.206
3149.81,412.611,442.088,471.206
3149.51,412.625,442.088,471.277
3149.51,412.625,442.098,471.37
3149.46,412.651,441.958,471.37
3149.46,412.72,442.078,471.327
3150.38,412.72,442.049,470.884
3151.31,412.734,442.049,471.282
3151.31,412.734,442.031,471.246
3152.17,412.716,442.053,471.246
3152.17,412.691,442.053,471.238
3152.21,412.691,442.106,471.259
3151.74,412.671,442.106,471.259
3151.74,412.359,442.185,471.305
3150.89,412.712,442.179,471.305
3150.89,412.729,442.179,471.406
3151.36,412.729,442.165,471.444
3151.34,412.777,442.165,471.444
3151.34,412.817,442.151,471.444
3152.2,412.817,442.167,471.444
3152.43,412.843,442.167,471.44
3153.41,412.843,442.151,471.393
3154.53,412.877,442.033,471.393
3154.53,412.826,442.225,471.385
3154.07,412.826,442.237,471.385
3154.1,412.791,442.237,471.422
3154.1,412.791,442.317,471.435
3153.17,412.788,442.326,471.435
3153.17,412.839,442.326,471.504
3153.65,412.839,442.364,471.564
3153.41,412.846,442.364,471.564
3153.41,412.416,442.269,471.564
3153.91,412.941,442.278,471.564
3153.91,412.923,442.278,471.535
3154.8,412.923,442.246,471.498
3155.51,412.921,442.246,471.498
3155.51,412.911,442.287,471.462
3155.47,412.911,442.27,471.462
3153.99,412.863,442.27,471.485
3154.9,412.863,442.351,471.513
3154.85,412.877,442.138,471.513
3154.85,412.951,442.44,471.661
3154.89,412.951,442.446,471.661
3154.43,412.925,442.446,471.7
3154.43,412.925,442.392,471.656
3154.73,412.985,442.403,471.656
3154.73,413.035,442.403,471.711
3156.21,413.035,442.358,471.683
3157.02,413.044,442.358,471.644
3157.02,413.044,442.42,471.608
3157.39,413.025,442.426,471.608
3157.39,412.971,442.426,471.632
3157.15,412.971,442.467,471.649
3157.05,412.991,442.467,471.649
3157.05,413.055,442.538,471.745
3157.6,413.048,442.549,471.745
3157.42,413.041,442.549,471.783
3156.86,413.041,442.515,471.84
3157.03,413.116,441.956,471.84
3157.03,413.162,442.504,471.802
3158.2,413.162,442.506,471.802
3158.75,413.153,442.506,471.765
3158.75,413.153,442.504,471.767
3159.41,413.145,442.482,471.767
3159.41,413.097,442.545,471.748
3159.02,413.097,442.608,471.762
3158.38,413.091,442.608,471.811
3158.38,413.091,442.618,471.806
3158.15,413.132,442.653,471.806
3158.15,413.13,442.653,471.908
3158.34,413.13,442.631,471.932
3158.3,413.182,442.631,471.932
3158.3,413.079,442.605,471.914
3160.02,413.243,442.58,471.914
3155.6,413.234,442.58,471.862
3160.83,413.234,442.64,471.841
3161.24,413.211,442.64,471.841
3161.24,413.186,442.695,471.862
3160.24,413.186,442.713,471.862
3160.35,413.234,442.713,472.011
3160.35,413.234,442.773,471.996
3159.78,413.218,442.558,471.996
3159.78,413.267,442.73,472.032
3160.4,413.267,442.704,471.666
3160.64,413.299,442.704,472.033
3160.64,413.299,442.696,472.022
3162.54,413.35,442.719,472.022
3162.54,413.361,442.719,471.983
3163.13,413.361,442.737,471.99
3162.8,413.291,442.737,471.99
3162.8,413.052,442.857,472.038
3161.79,413.289,442.856,472.038
3161.79,413.326,442.856,472.109
3161.49,413.326,442.83,472.141
3161.65,413.356,442.83,472.141
3161.65,413.388,442.818,472.155
3162.08,413.388,442.834,472.155
3161.85,413.411,442.834,472.166
3162.56,413.411,442.809,472.139
3164.14,413.458,442.588,472.139
3164.14,413.434,442.866,472.097
3164.81,413.434,442.874,471.521
3164.66,413.411,442.874,472.107
3164.66,413.411,442.916,472.113
3164.11,413.396,442.962,472.113
3164.11,413.377,442.962,472.166
3163.69,413.377,442.966,472.126
3163.05,413.44,442.966,472.243
3163.05,413.01,442.933,472.288
3163.92,413.514,442.911,472.288
3163.92,413.516,442.911,472.262
3165.25,413.516,442.905,472.245
3165.7,413.552,442.905,472.245
3165.7,413.567,442.953,472.234
3166.41,413.567,442.948,472.234
3163.94,413.521,442.948,472.222
3166.32,413.521,443.003,472.224
3165.88,413.485,442.798,472.224
3165.88,413.483,443.074,472.284
3165.01,413.483,443.066,472.284
3164.97,413.512,443.066,472.341
3164.97,413.512,443.057,472.394
3165.32,413.596,443.029,472.394
3165.32,413.607,443.029,472.331
3167.13,413.607,443.031,472.378
3167.86,413.609,443.031,472.324
3167.86,413.609,443.075,472.316
3167.93,413.59,443.114,472.316
3167.93,413.582,443.114,472.324
3167.8,413.582,443.131,472.326
3167.7,413.571,443.131,472.326
3167.7,413.607,443.187,472.406
3166.86,413.597,443.197,472.406
3166.6,413.643,443.197,472.513
3167.44,413.643,443.149,472.518
3168.13,413.727,443.149,472.518
3168.13,413.723,443.187,472.456
3169.28,413.723,443.131,472.456
3169.75,413.708,443.131,472.452
3169.75,413.708,443.169,472.423
3169.48,413.697,443.134,472.423
3169.48,413.662,443.224,472.452
3168.72,413.662,443.272,472.287
3168.5,413.719,443.272,472.6
3168.5,413.719,443.297,472.644
3169.31,413.793,443.265,472.644
3169.31,413.794,443.265,472.628
3170.23,413.794,443.268,472.647
3170.57,413.854,443.268,472.647
3170.57,413.679,443.268,472.624
3171.57,413.849,443.278,472.624
3167.51,413.827,443.278,472.595
3171.47,413.827,443.337,472.557
3170.44,413.769,443.337,472.557
3170.44,413.755,443.37,472.604
3170.07,413.755,443.395,472.604
3169.93,413.782,443.395,472.697
3169.93,413.782,443.369,472.751
3170.13,413.849,443.349,472.751
3170.13,413.872,443.355,472.729
3171.75,413.872,443.331,472.273
3172.77,413.896,443.331,472.669
3172.77,413.896,443.348,472.654
3172.88,413.918,443.364,472.654
3172.88,413.868,443.364,472.654
3173.09,413.868,443.425,472.687
3172.89,413.864,443.425,472.687
3172.89,413.751,443.473,472.717
3171.88,413.881,443.518,472.717
3170.05,413.908,443.518,472.777
3172.14,413.908,443.523,472.884
3171.99,413.957,443.523,472.884
3171.99,413.963,443.482,472.861
3172.14,413.963,443.496,472.861
3172.87,414.02,443.496,472.879
3172.87,414.02,443.499,472.921
3173.57,414.051,443.515,472.921
3173.57,414.071,443.509,472.829
3175.08,414.071,443.499,472.417
3174.74,414.026,443.499,472.821
3174.74,414.026,443.498,472.783
3174.79,413.998,443.504,472.783
3174.79,413.966,443.504,472.83
3174.29,413.966,443.581,472.894
3173.4,413.962,443.581,472.894
3173.4,413.805,443.61,472.967
3173.65,414.068,443.586,472.967
3169.79,414.074,443.586,472.988
3174.35,414.074,443.555,472.965
3175.04,414.104,443.555,472.965
3175.04,414.157,443.559,472.932
3176.39,414.157,443.584,472.932
3174.94,414.167,443.584,472.952
3176.93,414.167,443.648,472.956
3177.29,414.128,443.467,472.956
3177.29,414.116,443.759,473.014
3175.83,414.116,443.741,473.014
3175.46,414.088,443.741,473.018
3175.46,414.088,443.711,473.054
3176.02,414.178,443.727,473.054
3176.02,414.177,443.727,473.121
3176.36,414.177,443.712,473.105
3176.64,414.217,443.712,473.118
3176.64,413.708,443.694,473.105
3178.06,414.248,443.688,473.105
3178.06,414.224,443.688,473.033
3178.57,414.224,443.735,473.04
3178.54,414.174,443.735,473.04
3178.54,414.184,443.767,473.034
3178.54,414.184,443.793,473.034
3178.31,414.207,443.793,473.072
3178.42,414.207,443.818,473.12
3177.11,414.17,443.552,473.12
3177.11,414.211,443.82,473.186
3177.39,414.211,443.802,473.186
3177.61,414.267,443.802,473.214
3177.61,414.267,443.763,473.177
3179.28,414.316,443.801,473.177
3179.28,414.302,443.801,473.132
3180.11,414.302,443.847,473.166
3180.05,414.28,443.847,473.181
3180.05,414.28,443.954,473.208
3178.96,414.257,443.93,473.208
3178.96,414.286,443.93,473.286
3179.1,414.286,443.954,473.315
3178.82,414.306,443.954,473.315
3178.82,414.323,443.963,473.33
3179.47,414.323,443.973,473.33
3181.24,414.396,443.973,473.386
3180.53,414.396,443.924,473.384
3181.38,414.466,443.397,473.384
3181.38,414.467,443.977,473.321
3182.41,414.467,443.983,473.321
3182.22,414.409,443.983,473.315
3182.22,414.409,443.971,473.289
3182.3,414.403,444.025,473.289
3182.3,414.414,444.025,473.365
3181.99,414.414,444.068,473.343
3181.1,414.4,444.068,473.489
3181.1,414.4,444.106,473.458
3181.64,414.5,444.099,473.458
3181.64,414.492,444.099,473.524
3182.11,414.492,444.065,473.524
3181.96,414.503,444.065,473.524
3181.96,414.453,444.057,473.498
3183.36,414.561,444.043,473.498
3183.03,414.583,444.043,473.476
3184.84,414.583,444.11,473.467
3184.94,414.571,443.587,473.467
3184.94,414.511,444.182,473.432
3184.46,414.511,444.127,473.432
3183.12,414.471,444.127,473.47
3183.12,414.471,444.172,473.523
3182.75,414.5,444.165,473.523
3182.75,414.541,444.179,473.594
3182.39,414.541,444.141,473.309
3184.06,414.613,444.141,473.576
3184.06,414.613,444.142,473.569
3184.99,414.647,444.13,473.569
3184.99,414.645,444.13,473.506
3186.42,414.645,444.24,473.549
3185.96,414.639,444.24,473.549
3185.96,414.495,444.312,473.627
3184.91,414.644,444.32,473.627
3181.29,414.618,444.32,473.756
3184.91,414.618,444.273,473.719
3184.48,414.666,444.273,473.719
3184.48,414.702,444.264,473.728
3185.22,414.702,444.272,473.728
3185.66,414.73,444.272,473.732
3185.66,414.73,444.211,473.637
3187.14,414.723,444.15,473.637
3187.14,414.679,444.328,473.633
3187.47,414.679,444.296,473.031
3186.38,414.679,444.296,473.725
3186.38,414.679,444.383,473.74
3185.73,414.69,444.406,473.74
3185.73,414.726,444.406,473.807
3185.84,414.726,444.374,473.799
3187.1,414.807,444.374,473.828
3187.1,414.503,444.35,473.795
3188.66,414.814,444.339,473.795
3188.66,414.789,444.339,473.748
3188.6,414.789,444.368,473.72
3188.43,414.756,444.368,473.72
3188.43,414.793,444.406,473.753
3188.97,414.793,444.426,473.753
3188.95,414.776,444.426,473.78
3188.34,414.776,444.471,473.83
3187.79,414.779,444.245,473.83
3187.79,414.82,444.492,473.931
3187.77,414.82,444.458,473.931
3187.85,414.86,444.458,473.952
3187.85,414.86,444.434,473.923
3189.29,414.895,444.468,473.923
3189.29,414.929,444.468,473.922
3190.26,414.929,444.469,473.944
3190.62,414.914,444.469,473.906
3190.62,414.488,444.507,473.872
3190.42,414.889,444.559,473.872
3190.42,414.863,444.559,473.923
3189.28,414.863,444.577,473.939
3189.39,414.864,444.577,473.939
3189.39,414.928,444.62,474.049
3189.37,414.928,444.597,474.049
3191.21,414.948,444.597,474.089
3190.72,414.948,444.545,474.057
3190.52,415.004,443.879,474.057
3190.52,415.036,444.563,473.98
3192.09,415.036,444.579,473.98
3192.39,415.025,444.579,473.993
3192.39,415.025,444.598,474.003
3192.66,414.988,444.653,474.003
3192.66,414.946,444.653,474.021
3192.01,414.946,444.701,473.973
3191.03,414.946,444.701,474.058
3191.03,414.946,444.711,474.126
3190.97,415.003,444.713,474.126
3190.97,415.051,444.713,474.197
3191.18,415.051,444.681,474.187
3192.19,415.091,444.681,474.187
3192.19,415.035,444.675,474.169
3192.77,415.11,444.67,474.169
3192.76,415.121,444.67,474.15
3194.24,415.121,444.677,474.105
3194.13,415.105,444.677,474.105
3194.13,415.092,444.775,474.139
3194.21,415.092,444.784,474.139
3193.76,415.06,444.784,474.188
3193.76,415.06,444.847,474.217
3193.37,415.077,444.89,474.217
3193.37,415.08,444.89,474.293
3193.06,415.08,444.861,474.131
3193.02,415.123,444.861,474.323
3193.02,415.123,444.813,474.333
3193.8,415.219,444.821,474.333
3193.8,415.205,444.821,474.318
3194.29,415.205,444.795,474.32
3194.92,415.239,444.795,474.32
3194.92,415.136,444.801,474.277
3195.99,415.235,444.82,474.277
3193.94,415.247,444.82,474.265
3196.61,415.247,444.865,474.253
3196.6,415.246,444.229,474.253
3196.6,415.169,444.925,474.276
3195.75,415.169,444.941,474.276
3195.38,415.183,444.941,474.384
3195.38,415.183,444.987,474.41
3195.18,415.233,444.959,474.41
3195.18,415.258,444.959,474.459
3195.18,415.258,444.956,474.324
3195.7,415.297,444.956,474.457
3195.7,415.297,444.927,474.45
3197.21,415.345,444.908,474.45
3197.21,415.333,444.908,474.417
3197.69,415.333,444.918,474.385
3197.94,415.329,444.918,474.385
3197.94,415.322,444.963,474.375
3198.23,415.311,445.026,474.375
3195.34,415.272,445.026,474.412
3197.2,415.272,445.066,474.45
3196.73,415.303,445.066,474.45
3196.73,415.332,445.075,474.544
3196.8,415.332,445.041,474.544
3197.59,415.396,445.041,474.55
3197.59,415.396,445.026,474.571
3198.06,415.447,445.042,474.571
3198.06,415.441,445.02,474.521
3199.41,415.441,445.058,474.318
3200.28,415.434,445.058,474.524
3200.28,415.434,445.125,474.511
3199.54,415.399,445.148,474.511
3199.54,415.374,445.148,474.536
3199.69,415.374,445.219,474.585
3199.6,415.414,445.219,474.585
3199.6,415.415,445.227,474.668
3198.41,415.422,445.192,474.668
3195.05,415.502,445.192,474.699
3199.74,415.502,445.121,474.65
3200.64,415.534,445.121,474.65
3200.64,415.556,445.14,474.647
3201.09,415.556,445.146,474.647
3201.6,415.539,445.146,474.615
3201.6,415.539,445.189,474.615
