Temp (Ohm) (X58257),Temp (Ohm) (X53853),Temp (Ohm) (X53851),Temp (Ohm) (X53871)
2641.11,381.81,407.984,434.453
2642.56,381.973,407.964,434.453
2637.18,381.997,407.964,434.442
2643.34,381.997,407.982,434.407
2643.57,382.008,407.982,434.407
2643.57,382.01,408.02,434.417
2643.76,382.01,408.058,434.417
2643.99,381.984,408.058,434.446
2643.92,381.984,408.1,434.485
2643.37,382.011,408.067,434.485
2643.37,382.012,408.177,434.549
2643.45,382.012,408.17,434.036
2643.34,382.056,408.17,434.597
2643.34,382.056,408.193,434.642
2643.88,382.094,408.201,434.642
2643.88,382.135,408.201,434.67
2644.59,382.135,408.194,434.686
2645.36,382.188,408.194,434.686
2645.36,382.018,408.186,434.656
2646.42,382.215,408.206,434.656
2641.98,382.201,408.206,434.649
2646.86,382.201,408.265,434.658
2646.79,382.183,408.265,434.658
2646.79,382.186,408.325,434.687
2646.52,382.186,408.345,434.687
2647.38,382.197,408.345,434.772
2646.79,382.197,408.37,434.818
2646.59,382.229,408.235,434.818
2646.59,382.289,408.401,434.88
2647.25,382.289,408.366,434.216
2647.86,382.35,408.366,434.851
2647.86,382.35,408.363,434.864
2648.88,382.358,408.393,434.864
2648.88,382.378,408.393,434.836
2649.42,382.378,408.44,434.862
2649.13,382.317,408.44,434.872
2649.13,381.886,408.503,434.916
2648.49,382.349,408.546,434.916
2648.49,382.381,408.546,434.988
2648.75,382.381,408.532,435.041
2649.45,382.444,408.532,435.041
2649.45,382.496,408.51,435.034
2650.55,382.496,408.531,435.034
2649.21,382.501,408.531,435.0
2651.22,382.501,408.553,434.998
2651.45,382.497,407.889,434.998
2651.45,382.478,408.657,435.052
2651.28,382.478,408.653,435.052
2651.41,382.498,408.653,435.077
2651.41,382.498,408.698,435.126
2651.44,382.505,408.712,435.126
2651.44,382.539,408.712,435.185
2651.31,382.539,408.736,435.143
2651.46,382.555,408.736,435.202
2651.46,381.95,408.73,435.248
2652.29,382.648,408.737,435.248
2652.29,382.643,408.737,435.263
2652.73,382.643,408.736,435.284
2653.77,382.679,408.736,435.284
2653.77,382.726,408.754,435.247
2654.46,382.726,408.77,435.247
2653.28,382.703,408.77,435.26
2654.55,382.703,408.845,435.282
2654.33,382.681,408.354,435.282
2654.33,382.678,408.906,435.353
2653.58,382.678,408.902,435.353
2654.27,382.751,408.902,435.435
2654.27,382.751,408.888,435.456
2654.94,382.808,408.923,435.456
2654.94,382.837,408.912,435.407
2656.3,382.837,408.896,435.23
2656.92,382.813,408.896,435.411
2656.92,382.813,408.976,435.405
2656.15,382.82,409.031,435.405
2656.15,382.801,409.031,435.484
2655.88,382.801,409.056,435.538
2656.23,382.82,409.056,435.538
2656.23,382.838,409.085,435.582
2656.54,382.939,409.044,435.582
2653.4,382.955,409.044,435.607
2657.76,382.955,409.038,435.587
2658.44,382.981,409.038,435.587
2658.44,382.988,409.066,435.573
2658.97,382.988,409.112,435.573
2659.25,382.99,409.112,435.594
2659.25,382.99,409.152,435.62
2659.24,382.995,409.085,435.62
2659.24,382.979,409.242,435.695
2658.38,382.979,409.234,435.507
2658.37,383.02,409.234,435.771
2658.37,383.02,409.253,435.8
2658.69,383.039,409.253,435.8
2658.69,383.072,409.253,435.789
2659.31,383.072,409.248,435.835
2659.8,383.119,409.248,435.835
2659.8,382.961,409.249,435.838
2660.8,383.159,409.254,435.838
2655.56,383.18,409.254,435.822
2661.9,383.18,409.289,435.811
2662.06,383.178,409.289,435.811
2662.06,383.168,409.347,435.828
2662.07,383.168,409.386,435.828
2662.11,383.179,409.386,435.875
2662.11,383.179,409.416,435.909
2661.85,383.173,409.332,435.909
2661.85,383.207,409.46,436.002
2661.64,383.207,409.455,435.476
2662.4,383.273,409.455,436.03
2662.4,383.273,409.444,436.027
2663.71,383.327,409.449,436.027
2663.71,383.322,409.449,435.986
2664.43,383.322,409.483,436.001
2664.54,383.315,409.483,436.001
2664.54,383.068,409.53,436.02
2664.11,383.307,409.597,436.02
2664.11,383.325,409.597,436.089
2663.99,383.325,409.613,436.126
2664.28,383.345,409.613,436.126
2664.28,383.405,409.669,436.219
2664.42,383.405,409.665,436.219
2664.98,383.423,409.665,436.244
2664.87,383.423,409.642,436.259
2665.89,383.51,409.475,436.259
2665.89,383.521,409.651,436.227
2666.6,383.521,409.656,436.227
2667.54,383.527,409.656,436.227
2667.54,383.527,409.69,436.231
2667.57,383.517,409.729,436.231
2667.57,383.496,409.729,436.244
2667.34,383.496,409.808,436.255
2666.94,383.504,409.808,436.32
2666.94,383.128,409.842,436.392
2666.81,383.574,409.832,436.392
2666.81,383.578,409.832,436.433
2667.8,383.578,409.8,436.44
2668.23,383.64,409.8,436.44
2668.23,383.696,409.831,436.443
2669.05,383.696,409.836,436.443
2668.06,383.69,409.836,436.446
2669.76,383.69,409.852,436.43
2670.17,383.705,409.714,436.43
2670.17,383.677,409.924,436.433
2669.71,383.677,409.966,436.433
2669.67,383.682,409.966,436.515
2669.67,383.682,409.999,436.538
2669.44,383.689,410.017,436.538
2669.44,383.723,410.017,436.62
2669.77,383.723,410.028,436.553
2670.41,383.81,410.028,436.655
2670.41,383.136,410.01,436.648
2671.61,383.847,410.018,436.648
2671.61,383.86,410.018,436.615
2672.31,383.86,410.035,436.645
2672.75,383.865,410.035,436.645
2672.75,383.886,410.086,436.638
2673.01,383.886,410.115,436.638
2671.19,383.866,410.115,436.678
2672.72,383.866,410.174,436.714
2672.16,383.868,409.481,436.714
2672.16,383.916,410.219,436.813
2672.39,383.916,410.208,436.813
2672.89,383.941,410.208,436.845
2672.89,383.941,410.197,436.851
2673.35,383.984,410.216,436.851
2673.35,384.039,410.216,436.876
2674.11,384.039,410.232,436.834
2675.23,384.056,410.232,436.863
2675.23,384.056,410.248,436.871
2675.76,384.06,410.285,436.871
2675.76,384.054,410.285,436.876
2676.03,384.054,410.314,436.897
2676.11,384.055,410.314,436.897
2676.11,384.073,410.36,436.937
2676.07,384.073,410.408,436.937
2676.1,384.074,410.408,436.977
2675.84,384.074,410.452,437.024
2676.12,384.104,409.937,437.024
2676.12,384.147,410.476,437.09
2676.01,384.147,410.474,437.09
2676.2,384.168,410.474,437.125
2676.2,384.168,410.479,437.155
2677.03,384.24,410.479,437.155
2677.03,384.237,410.479,437.167
2677.53,384.237,410.493,437.195
2678.34,384.273,410.493,437.187
2678.34,383.587,410.51,437.132
2679.21,384.268,410.536,437.132
2679.21,384.251,410.536,437.144
2679.44,384.251,410.577,437.154
2679.22,384.269,410.577,437.154
2679.22,384.272,410.64,437.199
2679.44,384.272,410.65,437.199
2680.32,384.29,410.65,437.255
2679.3,384.29,410.676,437.276
2679.04,384.315,410.176,437.276
2679.04,384.335,410.7,437.343
2679.26,384.335,410.71,437.343
2679.61,384.361,410.71,437.377
2679.61,384.361,410.71,437.409
2680.38,384.436,410.717,437.409
2680.38,384.454,410.717,437.418
2680.93,384.454,410.734,437.435
2681.98,384.477,410.734,437.418
2681.98,384.076,410.735,437.417
2682.59,384.488,410.796,437.417
2682.59,384.471,410.796,437.409
2682.31,384.471,410.85,437.432
2682.34,384.473,410.85,437.432
2682.34,384.497,410.899,437.5
2682.09,384.497,410.904,437.5
2682.97,384.529,410.904,437.551
2682.28,384.529,410.902,437.616
2682.81,384.607,410.503,437.616
2682.81,384.633,410.896,437.6
2683.47,384.633,410.905,437.6
2683.85,384.641,410.905,437.618
2683.85,384.641,410.902,437.576
2685.2,384.654,410.93,437.576
2685.2,384.64,410.93,437.591
2685.25,384.64,410.969,437.63
2685.2,384.612,410.969,437.628
2685.2,384.04,411.059,437.66
2684.47,384.647,411.068,437.66
2684.47,384.655,411.068,437.694
2684.69,384.655,411.093,437.75
2684.9,384.682,411.093,437.75
2684.9,384.711,411.091,437.779
2685.23,384.711,411.097,437.779
2686.07,384.779,411.097,437.83
2686.37,384.779,411.078,437.814
2686.79,384.827,410.436,437.814
2686.79,384.824,411.129,437.783
2687.8,384.824,411.12,437.783
2688.18,384.819,411.12,437.786
2688.18,384.819,411.189,437.815
2688.37,384.842,411.214,437.815
2688.37,384.849,411.214,437.822
2688.21,384.849,411.25,437.841
2688.07,384.842,411.25,437.913
2688.07,384.842,411.318,437.954
2687.79,384.894,411.299,437.954
2687.79,384.919,411.299,438.037
2688.26,384.919,411.291,438.043
2688.58,384.967,411.291,438.043
2688.58,384.945,411.293,438.062
2689.74,385.002,411.31,438.062
2688.71,385.006,411.31,438.061
2690.67,385.006,411.322,438.05
2691.05,385.049,410.676,438.05
2691.05,385.039,411.397,438.035
2691.37,385.039,411.382,438.035
2691.73,385.046,411.382,438.055
2691.73,385.046,411.427,438.065
2691.83,385.037,411.462,438.065
2691.83,385.052,411.462,438.106
2691.72,385.052,411.501,438.109
2691.56,385.057,411.501,438.177
2691.56,384.49,411.54,438.208
2691.15,385.116,411.539,438.208
2691.15,385.122,411.539,438.274
2691.34,385.122,411.554,438.293
2691.85,385.167,411.554,438.293
2691.85,385.207,411.536,438.317
2692.59,385.207,411.546,438.317
2693.07,385.248,411.546,438.309
2693.92,385.248,411.571,438.31
2694.08,385.265,411.232,438.31
2694.08,385.26,411.614,438.295
2694.82,385.26,411.656,438.295
2695.03,385.247,411.656,438.318
2695.03,385.247,411.688,438.346
2694.49,385.249,411.73,438.346
2694.49,385.257,411.73,438.406
2694.34,385.257,411.764,438.368
2694.39,385.289,411.764,438.511
2694.39,384.648,411.773,438.522
2694.79,385.366,411.744,438.522
2694.79,385.404,411.744,438.508
2695.79,385.404,411.751,438.538
2696.7,385.416,411.751,438.538
2696.7,385.423,411.779,438.525
2697.24,385.444,411.814,438.525
2695.14,385.425,411.814,438.524
2697.08,385.425,411.865,438.547
2697.39,385.399,411.362,438.547
2697.39,385.41,411.934,438.599
2696.74,385.41,411.928,438.599
2696.85,385.43,411.928,438.68
2696.85,385.43,411.942,438.697
2697.05,385.497,411.932,438.697
2697.05,385.525,411.932,438.729
2697.57,385.525,411.935,438.584
2699.09,385.583,411.935,438.704
2699.09,385.583,411.932,438.696
2699.78,385.573,411.996,438.696
2699.78,385.577,411.996,438.676
2699.53,385.577,412.047,438.713
2699.55,385.542,412.047,438.713
2699.55,385.585,412.091,438.764
2699.04,385.582,412.094,438.764
2696.31,385.629,412.094,438.887
2700.08,385.629,412.059,438.88
2700.28,385.696,412.059,438.88
2700.28,385.716,412.074,438.877
2701.44,385.716,412.094,438.877
2701.96,385.708,412.094,438.859
2701.96,385.708,412.13,438.861
2702.3,385.704,412.101,438.861
2702.3,385.7,412.211,438.909
2701.75,385.7,412.243,438.779
2701.59,385.703,412.243,438.977
2701.59,385.703,412.246,439.031
2701.6,385.749,412.279,439.031
2701.6,385.776,412.279,439.063
2701.94,385.776,412.268,439.093
2702.39,385.844,412.268,439.093
2702.39,385.691,412.271,439.085
2703.39,385.874,412.259,439.085
2698.35,385.899,412.259,439.061
2704.53,385.899,412.322,439.055
2704.85,385.853,412.322,439.055
2704.85,385.88,412.344,439.071
2704.27,385.88,412.405,439.071
2704.49,385.861,412.405,439.13
2704.49,385.861,412.446,439.176
2704.49,385.889,412.292,439.176
2704.49,385.926,412.472,439.236
2704.44,385.926,412.448,438.91
2705.1,386.0,412.448,439.288
2705.1,386.0,412.438,439.265
2705.96,386.032,412.451,439.265
2705.96,386.044,412.451,439.267
2706.63,386.044,412.474,439.29
2707.26,386.043,412.474,439.29
2707.26,385.853,412.508,439.269
2707.38,386.051,412.543,439.269
2703.77,386.038,412.543,439.286
2707.11,386.038,412.605,439.33
2707.29,386.048,412.605,439.33
2707.29,386.042,412.625,439.373
2706.83,386.042,412.638,439.373
2707.43,386.104,412.638,439.427
2706.99,386.104,412.649,439.481
2707.29,386.135,412.591,439.481
2707.29,386.192,412.623,439.478
2708.18,386.192,412.621,439.084
2709.3,386.218,412.621,439.47
2709.3,386.218,412.64,439.453
2709.99,386.211,412.675,439.453
2709.99,386.214,412.675,439.466
2710.08,386.214,412.739,439.492
2710.01,386.2,412.739,439.492
2710.01,385.882,412.791,439.547
2709.36,386.212,412.824,439.547
2709.36,386.242,412.824,439.625
2709.63,386.242,412.825,439.664
2709.66,386.295,412.825,439.664
2709.66,386.329,412.826,439.69
2710.17,386.329,412.835,439.69
2710.47,386.358,412.835,439.701
2711.45,386.358,412.815,439.673
2712.37,386.374,412.771,439.673
2712.37,386.359,412.897,439.651
2712.63,386.359,412.919,439.651
2712.31,386.348,412.919,439.688
2712.31,386.348,412.975,439.768
2711.66,386.376,412.974,439.768
2711.66,386.402,412.974,439.808
2712.11,386.402,412.978,439.693
2712.82,386.471,412.978,439.854
2712.82,385.776,412.961,439.843
2713.97,386.519,412.974,439.843
2713.97,386.538,412.974,439.83
2714.28,386.538,412.977,439.851
2714.91,386.527,412.977,439.851
2714.91,386.544,413.071,439.833
2714.69,386.52,413.093,439.833
2714.35,386.519,413.093,439.88
2714.44,386.519,413.138,439.91
2714.26,386.528,412.615,439.91
2714.26,386.551,413.15,439.977
2714.37,386.551,413.158,439.977
2714.84,386.601,413.158,440.041
2714.84,386.601,413.137,440.048
2715.33,386.634,413.191,440.048
2715.33,386.677,413.168,440.022
2716.51,386.677,413.164,439.946
2717.43,386.667,413.164,440.014
2717.43,386.667,413.21,440.013
2717.2,386.667,413.256,440.013
2717.2,386.665,413.256,440.054
2717.2,386.665,413.294,440.078
2717.04,386.658,413.294,440.078
2717.04,386.677,413.343,440.173
2716.82,386.7,413.335,440.173
2715.98,386.732,413.335,440.221
2717.49,386.732,413.319,440.233
2718.08,386.827,412.681,440.233
2718.08,386.84,413.315,440.228
2718.91,386.84,413.347,440.228
2719.84,386.832,413.347,440.215
2719.84,386.832,413.35,440.208
2720.15,386.849,413.332,440.208
2720.15,386.825,413.448,440.22
2719.39,386.825,413.48,440.191
2719.07,386.839,413.48,440.348
2719.07,386.839,413.503,440.366
2719.2,386.87,413.498,440.366
2719.2,386.939,413.498,440.416
2720.22,386.939,413.478,440.415
2720.2,386.951,413.478,440.415
2720.2,386.807,413.496,440.392
2721.74,386.993,413.512,440.392
2719.96,386.993,413.512,440.362
2722.18,386.993,413.551,440.376
2722.27,386.975,413.551,440.376
2722.27,386.984,413.599,440.394
2721.87,386.984,413.649,440.394
2722.23,386.977,413.649,440.455
2722.23,386.977,413.667,440.51
2721.86,387.007,413.557,440.51
2721.86,387.042,413.681,440.584
2722.02,387.042,413.686,440.343
2722.61,387.108,413.686,440.621
2722.61,387.108,413.661,440.608
2723.33,387.139,413.669,440.608
2723.33,387.179,413.669,440.595
2724.05,387.179,413.683,440.618
2724.86,387.199,413.683,440.618
2724.86,387.026,413.733,440.601
2725.2,387.167,413.765,440.601
2720.71,387.161,413.765,440.626
2724.89,387.161,413.825,440.647
2724.73,387.149,413.825,440.647
2724.73,387.165,413.858,440.691
2724.7,387.165,413.886,440.691
2724.74,387.189,413.886,440.76
2724.74,387.189,413.878,440.812
2724.95,387.257,413.83,440.812
2724.95,387.295,413.882,440.831
2726.04,387.295,413.871,440.417
2726.65,387.328,413.871,440.825
2726.65,387.328,413.879,440.813
2727.82,387.344,413.921,440.813
2727.82,387.359,413.921,440.807
2728.09,387.359,413.951,440.832
2728.35,387.356,413.951,440.832
2728.35,387.185,414.025,440.852
2727.87,387.348,414.042,440.852
2724.16,387.341,414.042,440.905
2727.77,387.341,414.068,440.952
2727.49,387.373,414.068,440.952
2727.49,387.388,414.085,441.006
2727.76,387.388,414.106,441.006
2728.13,387.447,414.106,441.052
2728.13,387.447,414.103,441.053
2728.73,387.494,414.094,441.053
2728.73,387.523,414.083,441.04
2730.38,387.523,414.108,440.636
2730.85,387.527,414.108,441.012
2730.85,387.527,414.171,441.03
2730.83,387.503,414.192,441.03
2730.83,387.511,414.192,441.046
2730.8,387.511,414.22,441.084
2730.85,387.511,414.22,441.084
2730.85,387.402,414.268,441.144
2730.41,387.546,414.278,441.144
2727.71,387.553,414.278,441.214
2730.77,387.553,414.286,441.258
2730.73,387.612,414.286,441.258
2730.73,387.636,414.303,441.276
2731.34,387.636,414.294,441.276
2731.58,387.671,414.294,441.301
2731.58,387.671,414.291,441.29
2732.82,387.74,414.333,441.29
2732.82,387.73,414.35,441.247
2733.84,387.73,414.346,440.935
2734.04,387.679,414.346,441.266
2734.04,387.679,414.405,441.281
2734.06,387.715,414.431,441.281
2734.06,387.724,414.431,441.314
2734.01,387.724,414.459,441.343
2733.35,387.725,414.459,441.343
2733.35,387.595,414.487,441.469
2733.8,387.823,414.461,441.469
2733.8,387.846,414.461,441.456
2735.32,387.846,414.448,441.438
2735.82,387.876,414.448,441.438
2735.82,387.856,414.523,441.411
2736.26,387.856,414.538,441.411
2735.66,387.842,414.538,441.484
2735.15,387.842,414.62,441.544
2735.26,387.861,414.413,441.544
2735.26,387.888,414.625,441.604
2735.48,387.888,414.624,441.604
2735.81,387.94,414.624,441.636
2735.81,387.94,414.626,441.634
2736.46,387.987,414.62,441.634
2736.46,387.999,414.62,441.663
2737.36,387.999,414.647,441.673
2737.86,388.028,414.647,441.655
2737.86,387.757,414.663,441.63
2738.67,388.04,414.689,441.63
2738.67,388.007,414.689,441.641
2738.56,388.007,414.748,441.646
2737.88,387.995,414.748,441.646
2737.88,388.019,414.806,441.74
2737.76,388.019,414.81,441.74
2739.47,388.071,414.81,441.818
2738.95,388.071,414.784,441.823
2738.95,388.118,414.108,441.823
2738.95,388.169,414.783,441.784
2740.14,388.169,414.782,441.784
2740.73,388.174,414.782,441.796
2740.73,388.174,414.815,441.808
2741.11,388.17,414.852,441.808
2741.11,388.181,414.852,441.793
2741.21,388.181,414.908,441.848
2740.81,388.146,414.908,441.879
2740.81,388.146,414.962,441.887
2740.66,388.176,414.974,441.887
2740.66,388.203,414.974,441.96
2740.61,388.203,415.001,441.97
2740.9,388.234,415.001,441.97
2740.9,388.236,414.985,442.028
2741.73,388.284,414.985,442.028
2742.19,388.338,414.985,442.022
2743.36,388.338,415.008,441.98
2743.55,388.347,414.41,441.98
2743.55,388.297,415.056,441.991
2743.39,388.297,415.101,441.991
2743.68,388.307,415.101,442.002
2743.68,388.307,415.133,442.07
2743.51,388.317,415.13,442.07
2743.51,388.343,415.13,442.109
2743.35,388.343,415.181,442.023
2743.19,388.36,415.181,442.179
2743.19,388.36,415.16,442.217
2744.2,388.459,415.16,442.217
2744.2,388.492,415.16,442.2
2744.97,388.492,415.163,442.218
2745.44,388.495,415.163,442.218
2745.44,388.453,415.174,442.201
2746.34,388.512,415.202,442.201
2744.97,388.499,415.202,442.197
2746.19,388.499,415.275,442.225
2746.05,388.477,415.275,442.225
2746.05,388.474,415.343,442.288
2745.54,388.474,415.334,442.288
2745.72,388.519,415.334,442.371
2745.72,388.519,415.351,442.39
2746.18,388.591,415.353,442.39
2746.18,388.609,415.338,442.423
2746.71,388.609,415.331,442.153
2748.16,388.665,415.331,442.392
2748.16,388.665,415.366,442.396
2748.98,388.661,415.413,442.396
2748.98,388.625,415.413,442.386
2748.6,388.625,415.472,442.444
2748.64,388.632,415.472,442.444
2748.64,388.646,415.497,442.473
2748.22,388.663,415.525,442.473
2746.43,388.679,415.525,442.567
2748.28,388.679,415.521,442.578
2748.77,388.753,415.521,442.578
2748.77,388.77,415.516,442.604
2749.86,388.77,415.52,442.604
2749.95,388.806,415.52,442.615
2749.95,388.806,415.531,442.598
2751.07,388.843,415.558,442.598
2751.07,388.853,415.552,442.593
2751.81,388.853,415.599,442.277
2751.78,388.818,415.599,442.614
2751.78,388.818,415.685,442.634
2751.37,388.818,415.697,442.634
2751.37,388.819,415.697,442.708
2751.31,388.819,415.708,442.719
2750.98,388.847,415.708,442.719
2750.98,388.777,415.739,442.787
2751.3,388.891,415.735,442.787
2747.62,388.933,415.735,442.82
2752.55,388.933,415.704,442.802
2752.85,388.989,415.704,442.802
2752.85,389.007,415.724,442.814
2753.83,389.007,415.741,442.814
2754.31,389.0,415.741,442.808
2754.31,389.0,415.766,442.801
2754.65,389.009,415.738,442.801
2754.65,388.995,415.835,442.815
2754.23,388.995,415.861,442.388
2753.83,388.988,415.861,442.924
2753.83,388.988,415.898,442.934
2753.84,389.012,415.92,442.934
2753.84,389.045,415.92,442.975
2754.03,389.045,415.903,443.01
2754.23,389.08,415.903,443.01
2754.23,388.988,415.912,443.03
2755.33,389.139,415.907,443.03
2753.0,389.18,415.907,442.987
2756.64,389.18,415.908,443.005
2757.12,389.173,415.908,443.005
2757.12,389.193,415.948,443.01
2757.4,389.193,415.971,443.01
2757.44,389.182,415.971,443.002
2757.44,389.182,416.04,443.043
2756.98,389.153,415.936,443.043
2756.98,389.166,416.107,443.076
2756.81,389.166,416.098,442.663
2756.87,389.184,416.098,443.184
2756.87,389.184,416.106,443.202
2756.97,389.232,416.124,443.202
2756.97,389.27,416.124,443.227
2757.21,389.27,416.122,443.246
2757.69,389.318,416.122,443.246
2757.69,389.23,416.13,443.276
2758.38,389.331,416.123,443.276
2757.22,389.361,416.123,443.253
2760.0,389.361,416.14,443.24
2760.05,389.381,416.14,443.24
2760.05,389.365,416.158,443.221
2760.37,389.365,416.214,443.221
2760.8,389.374,416.214,443.251
2760.8,389.374,416.262,443.274
2760.34,389.364,416.157,443.274
2760.34,389.374,416.319,443.347
2759.96,389.374,416.315,443.186
2759.95,389.405,416.315,443.444
2759.95,389.405,416.322,443.446
2760.15,389.454,416.328,443.446
2760.15,389.48,416.328,443.465
2760.88,389.48,416.31,443.492
2761.59,389.536,416.31,443.492
2761.59,389.359,416.328,443.456
2762.71,389.562,416.333,443.456
2759.18,389.551,416.333,443.452
2763.24,389.551,416.391,443.459
2762.84,389.54,416.391,443.459
2762.84,389.521,416.451,443.486
2763.23,389.521,416.452,443.486
2763.16,389.535,416.452,443.529
2763.16,389.535,416.498,443.565
2762.83,389.579,416.385,443.565
2762.83,389.6,416.521,443.65
2762.96,389.6,416.518,443.202
2763.41,389.649,416.518,443.684
2763.41,389.649,416.506,443.668
2764.07,389.69,416.51,443.668
2764.07,389.725,416.51,443.661
2765.07,389.725,416.524,443.688
2765.67,389.726,416.524,443.688
2765.67,389.544,416.57,443.667
2766.11,389.73,416.59,443.667
2760.91,389.715,416.59,443.684
2765.52,389.715,416.664,443.729
2765.43,389.715,416.664,443.729
2765.43,389.73,416.695,443.803
2765.41,389.73,416.698,443.803
2765.64,389.797,416.698,443.853
2765.53,389.797,416.697,443.881
2766.05,389.833,416.491,443.881
2766.05,389.881,416.685,443.846
2767.59,389.881,416.688,443.34
2768.39,389.853,416.688,443.808
2768.39,389.853,416.715,443.81
2768.18,389.85,416.775,443.81
2768.18,389.846,416.775,443.843
2768.37,389.846,416.801,443.876
2768.25,389.86,416.801,443.876
2768.25,389.659,416.839,443.907
2768.16,389.874,416.884,443.907
2768.16,389.888,416.884,444.006
2768.11,389.888,416.861,444.047
2768.35,389.968,416.861,444.047
2768.35,389.978,416.885,444.064
2768.96,389.978,416.866,444.064
2768.62,390.024,416.866,444.062
2770.27,390.024,416.856,444.036
2770.85,390.04,416.671,444.036
2770.85,390.014,416.949,444.031
2770.89,390.014,416.973,444.031
2770.6,390.007,416.973,444.089
2770.6,390.007,417.025,444.108
2770.13,390.035,417.028,444.108
2770.13,390.052,417.028,444.184
2770.63,390.052,417.009,444.165
2771.34,390.143,417.009,444.212
2771.34,389.415,417.011,444.191
2772.35,390.166,417.019,444.191
2772.35,390.172,417.019,444.167
2773.15,390.172,417.065,444.199
2773.23,390.177,417.065,444.199
2773.23,390.18,417.097,444.204
2773.58,390.18,417.143,444.204
2771.78,390.175,417.143,444.251
2773.1,390.175,417.167,444.272
2773.08,390.176,416.86,444.272
2773.08,390.2,417.234,444.349
2772.82,390.2,417.208,444.349
2772.94,390.262,417.208,444.404
2772.94,390.262,417.201,444.425
2773.78,390.288,417.214,444.425
2773.78,390.308,417.214,444.438
2774.29,390.308,417.219,444.35
2775.1,390.34,417.219,444.425
2775.1,389.706,417.243,444.406
2776.04,390.345,417.262,444.406
2776.04,390.333,417.262,444.42
2776.24,390.333,417.306,444.42
2776.03,390.337,417.306,444.42
2776.03,390.345,417.352,444.473
2776.17,390.345,417.361,444.473
2774.37,390.347,417.361,444.521
2775.44,390.347,417.393,444.602
2775.8,390.421,416.991,444.602
2775.8,390.455,417.378,444.61
2777.15,390.455,417.378,444.61
2777.78,390.503,417.378,444.574
2777.78,390.503,417.384,444.57
2778.46,390.485,417.397,444.57
2778.46,390.47,417.455,444.587
2778.26,390.47,417.494,444.609
2777.72,390.468,417.494,444.67
2777.72,390.468,417.538,444.669
2777.48,390.488,417.559,444.669
2777.48,390.515,417.559,444.74
2777.99,390.515,417.525,444.775
2778.47,390.587,417.525,444.775
2778.47,390.477,417.513,444.746
2779.98,390.625,417.526,444.746
2778.35,390.633,417.526,444.736
2780.58,390.633,417.569,444.73
2780.42,390.615,417.569,444.73
2780.42,390.611,417.643,444.782
2779.83,390.611,417.653,444.782
2779.59,390.636,417.653,444.88
2779.59,390.636,417.669,444.933
2779.73,390.662,417.626,444.933
2779.73,390.729,417.67,444.921
2780.97,390.729,417.653,444.509
2781.78,390.751,417.653,444.901
2781.78,390.751,417.68,444.867
2782.49,390.727,417.725,444.867
2782.49,390.724,417.725,444.876
2782.43,390.724,417.773,444.953
2781.8,390.714,417.773,444.953
2781.8,390.54,417.812,444.988
2781.6,390.764,417.824,444.988
2781.6,390.793,417.824,445.061
2782.13,390.793,417.795,445.08
2782.88,390.857,417.795,445.08
2782.88,390.888,417.787,445.056
2783.75,390.888,417.816,445.056
2783.77,390.891,417.816,445.046
2784.58,390.891,417.859,445.041
2784.68,390.86,417.515,445.041
2784.68,390.866,417.95,445.087
2783.73,390.866,417.965,445.087
2784.05,390.875,417.965,445.168
2784.05,390.875,417.965,445.216
2784.09,390.936,417.956,445.216
2784.09,390.968,417.956,445.234
2784.76,390.968,417.965,445.183
2785.41,390.999,417.965,445.219
2785.41,390.377,417.947,445.207
2786.42,391.012,417.974,445.207
2786.42,390.99,417.974,445.197
2786.77,390.99,418.011,445.198
2786.43,390.954,418.011,445.198
2786.43,391.004,418.091,445.258
2786.13,390.992,418.12,445.258
2785.99,391.013,418.12,445.321
2786.26,391.013,418.145,445.356
2786.51,391.044,417.735,445.356
2786.51,391.084,418.153,445.433
2786.9,391.084,418.145,445.433
2787.21,391.134,418.145,445.439
2787.21,391.134,418.112,445.412
2788.42,391.193,418.133,445.412
2788.42,391.19,418.133,445.415
2789.29,391.19,418.153,445.388
2789.27,391.152,418.153,445.415
2789.27,391.152,418.218,445.411
2788.15,391.144,418.28,445.411
2788.15,391.185,418.28,445.512
2788.27,391.185,418.273,445.56
2788.45,391.193,418.273,445.56
2788.45,391.152,418.281,445.586
2789.31,391.243,418.277,445.586
2789.15,391.287,418.277,445.593
2790.89,391.287,418.29,445.574
2791.15,391.33,418.29,445.574
2791.15,391.331,418.317,445.577
2791.58,391.331,418.321,445.577
2791.8,391.302,418.321,445.592
2791.8,391.302,418.397,445.588
2791.15,391.302,418.33,445.588
2791.15,391.319,418.45,445.697
2790.67,391.319,418.452,445.436
2791.11,391.382,418.452,445.76
2791.11,391.382,418.438,445.749
2791.73,391.418,418.434,445.749
2791.73,391.447,418.434,445.718
2792.96,391.447,418.426,445.732
2793.09,391.447,418.426,445.732
2793.09,391.316,418.477,445.712
2793.81,391.455,418.513,445.712
2790.76,391.441,418.513,445.754
2793.6,391.441,418.578,445.789
2793.27,391.435,418.578,445.789
2793.27,391.43,418.595,445.817
2793.39,391.43,418.61,445.817
2793.18,391.486,418.61,445.898
2793.18,391.486,418.624,445.953
2793.92,391.554,418.597,445.953
2793.92,391.595,418.596,445.943
2795.2,391.595,418.602,445.533
2796.08,391.6,418.602,445.889
2796.08,391.6,418.637,445.902
2796.1,391.575,418.687,445.902
2796.1,391.555,418.687,445.926
