Time (s),Temp (Ohm) (X93305),Temp (Ohm) (X58257),Temp (Ohm) (X53851),Pressure (Torr),Temp (Ohm) (X53871)
28829.5,5443.0,552.075,85.33,0.000103956,87.468
28839.5,5402.8,552.145,85.33,0.000103853,87.468
28849.5,5402.7,552.145,85.354,0.0001039,87.489
28859.5,5402.7,552.54,85.374,0.000104108,87.489
28869.5,5448.5,552.742,85.374,0.00010398,87.514
28879.5,5448.5,552.742,85.391,0.000104108,87.538
28889.5,5512.47,552.847,85.401,0.000104092,87.538
28899.5,5544.48,552.847,85.418,0.000104036,87.557
28909.5,5544.48,552.788,85.437,0.00010418,87.487
28919.5,5545.74,552.75,85.437,0.000104028,87.581
28929.5,5545.74,552.75,85.461,0.000104172,87.602
28939.5,5522.81,552.745,85.479,0.000103853,87.602
28949.5,5522.59,552.745,85.479,0.000104084,87.62
28959.5,5522.59,552.805,85.5,0.000104052,87.647
28969.5,5469.17,552.76,85.5,0.000104004,87.647
28979.5,5432.16,552.76,85.524,0.000104116,87.669
28989.5,5417.34,553.107,85.541,0.000104004,87.669
28999.5,5415.77,551.991,85.541,0.000103829,87.693
29009.5,5415.77,553.55,85.563,0.000104284,87.712
29019.5,5442.28,553.655,85.563,0.000103972,87.712
29029.5,5452.37,553.655,85.586,0.000103948,87.731
29039.5,5452.37,553.837,85.605,0.000104076,87.731
29049.5,5471.47,553.972,85.605,0.000104012,87.76
29059.5,5471.47,553.972,85.624,0.000103885,87.781
29069.5,5545.19,553.99,85.633,0.00010394,87.781
29079.5,5559.51,553.99,85.652,0.000104132,87.802
29089.5,5559.51,553.807,85.667,0.000104156,87.72
29099.5,5538.53,553.67,85.667,0.000104188,87.826
29109.5,5538.53,553.67,85.692,0.000104012,87.85
29119.5,5505.57,553.853,85.711,0.000103893,87.85
29129.5,5482.96,553.853,85.711,0.000103908,87.873
29139.5,5482.96,553.816,85.732,0.000103948,87.896
29149.5,5438.06,554.145,85.732,0.000104044,87.896
29159.5,5473.5,554.145,85.756,0.000103932,87.916
29169.5,5431.17,554.378,85.776,0.000103893,87.916
29179.5,5435.01,553.464,85.776,0.000103837,87.941
29189.5,5435.01,554.774,85.801,0.000104004,87.964
29199.5,5506.55,554.839,85.801,0.000104108,87.964
29209.5,5508.77,554.839,85.821,0.000103988,87.991
29219.5,5508.77,554.745,85.836,0.000104348,87.991
29229.5,5530.15,554.815,85.836,0.000104052,88.013
29239.5,5530.15,554.815,85.859,0.000103741,88.032
29249.5,5577.37,554.761,85.871,0.000103916,88.032
29259.5,5580.31,554.761,85.883,0.000103932,88.057
29269.5,5580.31,554.547,85.904,0.000103972,87.991
29279.5,5521.55,554.5,85.904,0.000104052,88.08
29289.5,5521.55,554.5,85.928,0.000103924,88.096
29299.5,5487.88,554.48,85.948,0.000103996,88.096
29309.5,5458.46,554.48,85.948,0.000103964,88.121
29319.5,5458.46,554.643,85.967,0.000104132,88.145
29329.5,5445.27,554.879,85.967,0.000103932,88.145
29339.5,5501.93,554.879,85.99,0.000104036,88.168
29349.5,5476.83,555.124,86.011,0.00010394,88.168
29359.5,5498.41,553.631,86.011,0.00010414,88.191
29369.5,5498.41,555.381,86.03,0.000104004,88.211
29379.5,5550.75,555.417,86.03,0.000104004,88.211
29389.5,5571.58,555.417,86.054,0.000104164,88.234
29399.5,5571.58,555.333,86.069,0.000103964,88.234
29409.5,5595.2,555.277,86.069,0.000104132,88.256
29419.5,5595.2,555.277,86.096,0.000104076,88.28
29429.5,5548.82,554.935,86.099,0.000103861,88.28
29439.5,5513.16,554.935,86.115,0.00010406,88.302
29449.5,5513.16,554.896,86.14,0.000104044,88.25
29459.5,5461.21,555.286,86.14,0.000103924,88.327
29469.5,5461.21,555.286,86.16,0.00010394,88.347
29479.5,5458.5,555.573,86.181,0.000104132,88.347
29489.5,5458.72,555.573,86.181,0.0001041,88.364
29499.5,5458.72,555.895,86.205,0.000104052,88.391
29509.5,5488.05,556.171,86.205,0.000103932,88.391
29519.5,5594.76,556.171,86.223,0.000104052,88.417
29529.5,5580.95,556.44,86.247,0.00010406,88.417
29539.5,5574.48,555.362,86.247,0.000103908,88.434
29549.5,5574.48,556.245,86.266,0.00010406,88.46
29559.5,5599.7,556.033,86.266,0.000104052,88.46
29569.5,5576.41,556.033,86.289,0.00010418,88.48
29579.5,5576.41,555.836,86.308,0.00010394,88.48
29589.5,5495.0,556.126,86.308,0.000103956,88.509
29599.5,5495.0,555.97,86.331,0.000104084,88.528
29609.5,5465.58,556.347,86.325,0.000104484,88.528
29619.5,5497.89,556.347,86.355,0.000104052,88.549
29629.5,5497.89,556.946,86.374,0.000103932,88.549
29639.5,5567.94,557.089,86.374,0.000104052,88.577
29649.5,5567.94,557.089,86.394,0.0001039,88.596
29659.5,5595.69,557.125,86.415,0.000103861,88.596
29669.5,5598.55,557.125,86.415,0.00010406,88.617
29679.5,5598.55,557.078,86.436,0.000103877,88.645
29689.5,5596.72,556.854,86.436,0.000104052,88.645
29699.5,5584.78,556.854,86.46,0.000103853,88.662
29709.5,5531.4,556.676,86.481,0.000103669,88.662
29719.5,5506.41,556.676,86.481,0.000104156,88.687
29729.5,5506.41,557.023,86.499,0.000103972,88.711
29739.5,5482.78,557.138,86.499,0.000104116,88.711
29749.5,5490.2,557.138,86.529,0.00010402,88.732
29759.5,5490.2,557.545,86.545,0.000104148,88.732
29769.5,5516.21,557.021,86.545,0.000104076,88.759
29779.5,5516.21,557.732,86.564,0.000104132,88.777
29789.5,5559.8,557.764,86.527,0.000104116,88.777
29799.5,5622.27,557.764,86.592,0.000104052,88.803
29809.5,5622.27,557.723,86.607,0.000103948,88.803
29819.5,5629.17,557.589,86.607,0.00010406,88.823
29829.5,5629.17,557.589,86.629,0.000103924,88.85
29839.5,5589.54,557.354,86.651,0.000104044,88.85
29849.5,5566.77,557.354,86.651,0.00010402,88.868
29859.5,5566.77,557.45,86.674,0.000103964,88.89
29869.5,5505.15,557.57,86.674,0.000103924,88.894
29879.5,5611.08,557.57,86.695,0.000103956,88.913
29889.5,5502.73,558.081,86.716,0.000103956,88.913
29899.5,5507.27,558.081,86.716,0.00010402,88.938
29909.5,5507.27,558.439,86.739,0.000103877,88.96
29919.5,5542.95,558.609,86.739,0.000103996,88.96
29929.5,5567.33,558.609,86.759,0.000103964,88.984
29939.5,5567.33,558.809,86.777,0.000103972,88.984
29949.5,5590.63,558.206,86.777,0.00010398,89.006
29959.5,5590.63,558.856,86.803,0.000103932,89.027
29969.5,5635.6,558.694,86.725,0.000103996,89.027
29979.5,5640.66,558.694,86.824,0.000103789,89.05
29989.5,5640.66,558.378,86.846,0.000104116,89.05
29999.5,5594.66,558.345,86.846,0.000104068,89.078
30009.5,5594.66,558.345,86.864,0.000103932,89.099
30019.5,5527.2,558.507,86.886,0.000103893,89.099
30029.5,5507.21,558.507,86.886,0.000104044,89.12
30039.5,5507.21,558.887,86.91,0.000104116,89.128
30049.5,5532.15,559.273,86.91,0.000103908,89.145
30059.5,5532.15,559.273,86.929,0.000103861,89.164
30069.5,5588.61,559.337,86.953,0.00010406,89.164
30079.5,5618.08,559.337,86.953,0.000103829,89.188
30089.5,5618.08,559.418,86.975,0.000103948,89.211
30099.5,5630.04,559.402,86.975,0.000103757,89.211
30109.5,5650.69,559.402,86.999,0.000104108,89.234
30119.5,5650.69,559.266,87.012,0.00010394,89.234
30129.5,5628.84,558.593,87.012,0.000104004,89.26
30139.5,5628.84,558.82,87.042,0.000104028,89.281
30149.5,5573.87,558.753,86.976,0.000103821,89.281
30159.5,5524.78,558.753,87.064,0.000104116,89.303
30169.5,5524.78,558.951,87.083,0.000104068,89.303
30179.5,5512.42,559.14,87.083,0.000103956,89.324
30189.5,5512.42,559.14,87.106,0.000103908,89.346
30199.5,5523.94,559.419,87.124,0.000104052,89.346
30209.5,5567.26,559.419,87.124,0.000103924,89.373
30219.5,5567.26,559.856,87.148,0.000104068,89.381
30229.5,5640.53,559.899,87.148,0.000104044,89.396
30239.5,5640.53,559.899,87.167,0.000104116,89.418
30249.5,5650.96,559.475,87.191,0.000104084,89.418
30259.5,5632.13,559.475,87.191,0.00010418,89.442
30269.5,5632.13,559.475,87.214,0.0001039,89.462
30279.5,5576.39,559.517,87.214,0.000104004,89.462
30289.5,5659.03,559.517,87.235,0.000103733,89.485
30299.5,5544.4,559.88,87.257,0.0001039,89.485
30309.5,5524.33,560.133,87.257,0.000103916,89.509
30319.5,5524.33,560.496,87.274,0.000104068,89.531
30329.5,5546.28,560.508,87.274,0.000103845,89.531
30339.5,5606.0,560.508,87.303,0.000104156,89.552
30349.5,5606.0,560.776,87.32,0.000104132,89.552
30359.5,5628.41,560.869,87.32,0.000103893,89.577
30369.5,5628.41,560.869,87.342,0.00010398,89.597
30379.5,5672.67,560.593,87.36,0.000104116,89.597
30389.5,5654.94,560.593,87.367,0.000104012,89.623
30399.5,5654.94,560.406,87.385,0.000103932,89.612
30409.5,5600.85,560.274,87.385,0.000104052,89.648
30419.5,5600.85,560.274,87.407,0.000104212,89.673
30429.5,5536.96,560.569,87.427,0.000104068,89.673
30439.5,5551.61,560.569,87.427,0.000104252,89.691
30449.5,5551.61,561.181,87.452,0.000104068,89.717
30459.5,5590.66,561.33,87.452,0.000103861,89.717
30469.5,5678.36,561.33,87.472,0.00010402,89.739
30479.5,5646.48,561.395,87.493,0.000103996,89.739
30489.5,5673.84,560.405,87.493,0.000103813,89.762
30499.5,5673.84,561.033,87.514,0.000104172,89.783
30509.5,5677.82,560.918,87.514,0.00010406,89.783
30519.5,5671.31,560.918,87.536,0.000104036,89.805
30529.5,5671.31,560.894,87.559,0.000104108,89.805
30539.5,5604.28,560.9,87.559,0.000104004,89.833
30549.5,5604.28,560.9,87.581,0.000104028,89.853
30559.5,5548.73,561.111,87.585,0.000103996,89.853
30569.5,5576.94,561.111,87.603,0.00010414,89.877
30579.5,5576.94,561.697,87.626,0.00010398,89.807
30589.5,5641.29,561.795,87.626,0.000103972,89.903
30599.5,5641.29,561.795,87.647,0.000103988,89.922
30609.5,5695.6,561.539,87.668,0.00010398,89.922
30619.5,5696.87,561.539,87.668,0.000104156,89.942
30629.5,5696.87,561.423,87.691,0.000103916,89.969
30639.5,5673.35,561.325,87.691,0.000104044,89.969
30649.5,5592.04,561.325,87.706,0.000104204,89.99
30659.5,5628.39,561.272,87.732,0.000104076,89.99
30669.5,5592.7,561.272,87.732,0.000104012,90.017
30679.5,5592.7,561.77,87.756,0.000103988,90.037
30689.5,5559.24,561.761,87.756,0.000103996,90.037
30699.5,5564.75,561.761,87.778,0.000104148,90.057
30709.5,5564.75,562.162,87.797,0.000103988,90.057
30719.5,5605.46,561.638,87.797,0.000103972,90.086
30729.5,5605.46,562.386,87.822,0.000104164,90.105
30739.5,5671.89,562.458,87.772,0.000104052,90.105
30749.5,5703.72,562.458,87.843,0.000103996,90.128
30759.5,5703.72,561.909,87.866,0.00010402,90.128
30769.5,5652.51,561.826,87.866,0.000104092,90.155
30779.5,5652.51,561.826,87.88,0.000103988,90.173
30789.5,5584.06,561.996,87.905,0.000104052,90.173
30799.5,5565.86,561.996,87.905,0.000104012,90.199
30809.5,5565.86,562.396,87.926,0.000103869,90.215
30819.5,5589.52,562.671,87.926,0.000104092,90.223
30829.5,5562.18,562.671,87.952,0.000103972,90.245
30839.5,5643.72,562.906,87.974,0.000103924,90.245
30849.5,5676.37,562.906,87.974,0.000103893,90.269
30859.5,5676.37,562.92,87.995,0.000104004,90.293
30869.5,5713.59,562.748,87.995,0.000103972,90.293
30879.5,5711.49,562.748,88.02,0.00010398,90.312
30889.5,5708.89,562.54,88.034,0.000103797,90.312
30899.5,5680.01,562.311,88.034,0.0001039,90.341
30909.5,5680.01,562.296,88.059,0.000103964,90.361
30919.5,5582.02,562.417,87.971,0.000103948,90.361
30929.5,5573.89,562.417,88.085,0.000104092,90.382
30939.5,5573.89,562.886,88.101,0.000104268,90.382
30949.5,5582.99,563.091,88.101,0.000103861,90.408
30959.5,5582.99,563.091,88.123,0.000104068,90.431
30969.5,5663.97,563.371,88.146,0.000104028,90.431
30979.5,5703.68,563.371,88.146,0.000103877,90.453
30989.5,5703.68,563.448,88.165,0.000104268,90.453
30999.5,5727.79,563.217,88.165,0.000104148,90.477
31009.5,5727.79,563.217,88.195,0.000104084,90.501
31019.5,5708.26,563.151,88.212,0.000103972,90.501
31029.5,5698.53,563.151,88.212,0.0001039,90.522
31039.5,5698.53,563.224,88.234,0.000103924,90.543
31049.5,5632.11,563.29,88.234,0.000104036,90.543
31059.5,5726.76,563.29,88.257,0.000103996,90.569
31069.5,5612.47,563.366,88.274,0.000104132,90.569
31079.5,5592.74,563.732,88.274,0.000103996,90.595
31089.5,5592.74,563.927,88.299,0.00010394,90.617
31099.5,5638.08,564.048,88.299,0.00010394,90.617
31109.5,5703.29,564.048,88.325,0.000104116,90.641
31119.5,5703.29,563.964,88.345,0.0001039,90.641
31129.5,5738.24,563.799,88.345,0.000103813,90.664
31139.5,5738.24,563.799,88.363,0.0001041,90.682
31149.5,5729.93,563.745,88.38,0.000103924,90.682
31159.5,5691.94,563.745,88.387,0.000104148,90.705
31169.5,5691.94,563.663,88.408,0.00010402,90.71
31179.5,5633.13,563.887,88.408,0.000104076,90.733
31189.5,5633.13,563.887,88.428,0.000103996,90.751
31199.5,5593.81,564.262,88.452,0.000104036,90.751
31209.5,5597.64,564.262,88.452,0.000104036,90.774
31219.5,5597.64,564.588,88.476,0.000103964,90.801
31229.5,5619.97,564.552,88.476,0.000104156,90.801
31239.5,5718.47,564.552,88.496,0.000104076,90.822
31249.5,5682.28,564.549,88.517,0.000103845,90.822
31259.5,5744.03,563.536,88.517,0.0001041,90.846
31269.5,5744.03,564.172,88.541,0.00010398,90.868
31279.5,5715.39,564.018,88.541,0.0001041,90.868
31289.5,5718.63,564.018,88.56,0.000104148,90.893
31299.5,5718.63,564.065,88.587,0.000104084,90.893
31309.5,5670.5,564.349,88.587,0.000104116,90.917
31319.5,5670.5,564.349,88.604,0.000104004,90.94
31329.5,5647.55,564.402,88.605,0.00010394,90.94
31339.5,5607.75,564.402,88.628,0.000104204,90.957
31349.5,5607.75,564.947,88.648,0.00010398,90.921
31359.5,5632.52,565.356,88.648,0.000104108,90.987
31369.5,5632.52,565.356,88.671,0.000104052,91.011
31379.5,5668.1,565.504,88.691,0.00010414,91.011
31389.5,5710.87,565.504,88.691,0.000103916,91.033
31399.5,5710.87,565.638,88.715,0.000104012,91.049
31409.5,5734.07,565.75,88.715,0.000104236,91.049
31419.5,5729.33,565.75,88.737,0.00010398,91.078
31429.5,5762.2,565.59,88.754,0.00010398,91.078
31439.5,5757.21,564.918,88.754,0.000103853,91.101
31449.5,5757.21,565.222,88.775,0.000103932,91.126
31459.5,5676.76,565.306,88.775,0.000104028,91.126
31469.5,5665.5,565.306,88.802,0.000104116,91.145
31479.5,5665.5,565.515,88.827,0.000103908,91.145
31489.5,5625.3,565.338,88.827,0.000104068,91.174
31499.5,5625.3,565.636,88.846,0.000104164,91.196
31509.5,5632.78,566.08,88.851,0.000104172,91.196
31519.5,5686.42,566.08,88.869,0.00010402,91.215
31529.5,5686.42,566.494,88.89,0.000104028,91.148
31539.5,5762.08,566.382,88.89,0.000103908,91.24
31549.5,5762.08,566.382,88.909,0.000103996,91.261
31559.5,5772.63,566.341,88.934,0.000103813,91.261
31569.5,5755.95,566.341,88.934,0.000104028,91.288
31579.5,5755.95,565.83,88.956,0.00010402,91.314
31589.5,5687.38,565.737,88.956,0.000104052,91.314
31599.5,5649.97,565.737,88.979,0.000103757,91.332
31609.5,5629.78,566.221,89.003,0.000103972,91.332
31619.5,5634.25,566.221,89.003,0.000103829,91.359
31629.5,5634.25,566.609,89.022,0.000104084,91.381
31639.5,5680.43,566.684,89.022,0.000103813,91.381
31649.5,5714.66,566.684,89.044,0.000104036,91.406
31659.5,5714.66,566.772,89.066,0.000103972,91.406
31669.5,5769.57,566.386,89.066,0.000104036,91.428
31679.5,5769.57,566.389,89.09,0.000104116,91.452
31689.5,5774.67,566.458,89.064,0.000103948,91.452
31699.5,5723.04,566.458,89.113,0.000103972,91.472
31709.5,5723.04,566.126,89.131,0.000104196,91.472
31719.5,5663.76,566.307,89.131,0.000104252,91.499
31729.5,5663.76,566.307,89.151,0.000103964,91.521
31739.5,5637.76,566.704,89.178,0.000104212,91.521
31749.5,5642.11,566.704,89.178,0.000104028,91.544
31759.5,5642.11,567.132,89.199,0.000103964,91.56
31769.5,5707.85,567.338,89.199,0.000103964,91.57
31779.5,5626.37,567.338,89.221,0.000104036,91.589
31789.5,5778.82,567.259,89.241,0.00010426,91.589
31799.5,5784.38,567.259,89.241,0.00010398,91.617
31809.5,5784.38,566.959,89.265,0.000103885,91.639
31819.5,5784.71,566.918,89.265,0.0001041,91.639
31829.5,5758.9,566.918,89.287,0.000104004,91.661
31839.5,5758.9,566.841,89.309,0.000103924,91.661
31849.5,5724.87,567.555,89.309,0.000104052,91.683
31859.5,5724.87,566.867,89.327,0.000103996,91.707
31869.5,5668.21,566.882,89.255,0.000104028,91.707
31879.5,5645.71,566.882,89.356,0.000103964,91.732
31889.5,5645.71,567.202,89.371,0.000104124,91.732
31899.5,5657.41,567.648,89.371,0.000103773,91.756
31909.5,5657.41,567.648,89.396,0.000104084,91.773
31919.5,5686.24,568.008,89.414,0.000104084,91.773
31929.5,5720.54,568.008,89.414,0.000103797,91.799
31939.5,5720.54,568.228,89.438,0.000104116,91.813
31949.5,5790.66,568.021,89.438,0.000103877,91.828
31959.5,5678.78,568.021,89.464,0.000103948,91.845
31969.5,5795.14,567.705,89.485,0.000104052,91.845
31979.5,5788.37,567.705,89.485,0.000103996,91.875
31989.5,5788.37,567.664,89.504,0.000103893,91.892
31999.5,5760.85,567.664,89.504,0.000103813,91.892
32009.5,5763.43,567.664,89.527,0.000103813,91.915
32019.5,5763.43,567.697,89.553,0.000103924,91.915
32029.5,5701.19,568.31,89.553,0.000103996,91.943
32039.5,5701.19,567.873,89.572,0.000103861,91.966
32049.5,5659.4,568.102,89.526,0.000104172,91.966
32059.5,5670.03,568.102,89.597,0.000104012,91.985
32069.5,5670.03,568.6,89.618,0.0001041,91.985
32079.5,5707.56,568.769,89.618,0.000104196,92.01
32089.5,5707.56,568.769,89.637,0.00010394,92.036
32099.5,5796.65,568.711,89.662,0.000103948,92.036
32109.5,5800.77,568.711,89.662,0.000104044,92.06
32119.5,5800.77,568.599,89.683,0.000103964,92.062
32129.5,5764.36,568.25,89.683,0.000103845,92.086
32139.5,5764.36,568.25,89.705,0.000104052,92.109
32149.5,5704.09,568.167,89.727,0.000103932,92.109
32159.5,5686.38,568.167,89.727,0.000103877,92.133
32169.5,5686.38,568.686,89.75,0.000104212,92.159
32179.5,5679.58,568.963,89.75,0.000103845,92.159
32189.5,5692.13,568.963,89.772,0.000104012,92.178
32199.5,5711.54,569.333,89.794,0.000103908,92.178
32209.5,5797.62,568.877,89.794,0.000103869,92.208
32219.5,5797.62,569.02,89.819,0.000104036,92.228
32229.5,5802.87,568.699,89.819,0.000104196,92.228
32239.5,5763.7,568.699,89.841,0.000104268,92.252
32249.5,5763.7,568.643,89.86,0.0001041,92.252
32259.5,5725.32,568.849,89.86,0.000103956,92.275
32269.5,5725.32,568.849,89.883,0.000104108,92.297
32279.5,5695.69,568.907,89.9,0.000103877,92.297
32289.5,5683.16,568.907,89.908,0.000104076,92.319
32299.5,5683.16,569.508,89.931,0.00010394,92.322
32309.5,5718.32,569.818,89.931,0.00010398,92.346
32319.5,5718.32,569.818,89.953,0.000103789,92.366
32329.5,5753.87,569.923,89.975,0.000103869,92.366
32339.5,5755.62,569.923,89.975,0.000103885,92.388
32349.5,5755.62,569.863,89.997,0.000104068,92.415
32359.5,5825.6,569.786,89.997,0.000103996,92.415
32369.5,5685.34,569.786,90.02,0.000103948,92.441
32379.5,5801.74,569.365,90.041,0.000103932,92.441
32389.5,5753.28,568.934,90.041,0.000104076,92.466
32399.5,5753.28,569.518,90.061,0.0001039,92.487
32409.5,5707.36,569.481,90.061,0.000103893,92.487
32419.5,5688.69,569.481,90.086,0.000103797,92.511
32429.5,5688.69,569.885,90.105,0.00010414,92.511
32439.5,5700.32,570.413,90.105,0.000104068,92.533
32449.5,5700.32,570.413,90.127,0.000103885,92.557
32459.5,5759.9,570.697,90.135,0.000104372,92.557
32469.5,5824.74,570.697,90.153,0.000103829,92.581
32479.5,5824.74,570.522,90.175,0.000103805,92.51
32489.5,5843.19,570.357,90.175,0.000103837,92.607
32499.5,5843.19,570.357,90.193,0.000103996,92.621
32509.5,5801.2,570.129,90.218,0.000104076,92.621
32519.5,5730.52,570.129,90.218,0.000103908,92.652
32529.5,5730.52,570.332,90.239,0.00010394,92.671
32539.5,5719.58,570.367,90.239,0.00010398,92.671
32549.5,5726.6,570.367,90.26,0.000103932,92.695
32559.5,5708.71,570.969,90.287,0.000103996,92.695
32569.5,5706.94,570.969,90.287,0.00010402,92.724
32579.5,5706.94,571.306,90.307,0.000103781,92.746
32589.5,5789.36,571.336,90.307,0.00010418,92.746
32599.5,5846.49,571.336,90.329,0.00010418,92.765
32609.5,5846.49,570.879,90.351,0.000103885,92.765
32619.5,5835.79,571.113,90.351,0.000104004,92.797
32629.5,5835.79,570.334,90.372,0.000103908,92.816
32639.5,5751.69,570.512,90.328,0.000103956,92.816
32649.5,5708.69,570.512,90.399,0.00010394,92.838
32659.6,5708.69,571.215,90.417,0.000103908,92.838
32669.6,5712.82,571.346,90.417,0.00010406,92.861
32679.6,5712.82,571.346,90.439,0.000104188,92.886
32689.5,5759.26,571.53,90.459,0.000103725,92.886
32699.6,5793.9,571.53,90.459,0.000104044,92.908
32709.6,5793.9,571.721,90.487,0.0001041,92.924
32719.6,5845.14,571.673,90.487,0.000104036,92.933
32729.6,5749.6,571.673,90.506,0.000103877,92.958
32739.6,5843.81,571.128,90.53,0.000104044,92.958
32749.6,5825.92,571.128,90.53,0.000104036,92.981
32759.6,5825.92,571.094,90.551,0.000103988,93.005
32769.6,5791.46,571.114,90.551,0.0001039,93.005
32779.6,5778.42,571.114,90.575,0.000103869,93.025
32789.6,5778.42,571.341,90.598,0.000103964,93.025
32799.6,5726.71,571.95,90.598,0.000103956,93.053
32809.6,5726.71,571.715,90.618,0.000104076,93.074
32819.6,5744.82,572.215,90.505,0.000103948,93.074
32829.6,5802.0,572.215,90.643,0.000103869,93.095
32839.6,5802.0,572.286,90.665,0.00010402,93.095
32849.6,5843.93,572.238,90.665,0.000103885,93.123
32859.6,5843.93,572.238,90.688,0.000104012,93.147
32869.6,5864.68,572.107,90.706,0.00010394,93.147
32879.6,5859.77,572.107,90.71,0.000104036,93.169
32889.6,5859.77,571.677,90.73,0.000104004,93.18
32899.6,5779.72,571.633,90.73,0.000104108,93.194
32909.6,5779.72,571.633,90.749,0.000103781,93.218
32919.6,5723.95,571.943,90.772,0.000103837,93.218
32929.6,5729.59,571.943,90.772,0.000104132,93.243
32939.6,5729.59,572.665,90.8,0.000103869,93.265
32949.6,5752.81,572.672,90.8,0.000104188,93.265
32959.6,5738.44,572.672,90.82,0.000104036,93.289
32969.6,5775.74,572.756,90.842,0.000104052,93.289
32979.6,5822.94,572.384,90.842,0.00010414,93.311
32989.6,5822.94,572.686,90.868,0.000104116,93.337
32999.6,5873.47,572.565,90.769,0.000103988,93.337
33009.6,5882.98,572.565,90.889,0.00010402,93.359
33019.6,5882.98,572.229,90.906,0.000103972,93.359
33029.6,5841.94,572.098,90.906,0.000103932,93.386
33039.6,5841.94,572.098,90.932,0.00010414,93.405
33049.6,5804.62,572.233,90.946,0.000103916,93.405
33059.6,5736.23,572.233,90.956,0.0001041,93.428
33069.6,5736.23,573.017,90.98,0.000104012,93.419
33079.6,5768.16,573.337,90.98,0.000103916,93.456
33089.6,5768.16,573.337,90.999,0.000104124,93.476
33099.6,5837.51,573.504,91.023,0.000104108,93.476
33109.6,5869.58,573.504,91.023,0.00010402,93.5
33119.6,5869.58,573.135,91.044,0.0001039,93.528
33129.6,5892.01,572.884,91.044,0.000103869,93.528
33139.6,5738.53,572.884,91.07,0.000104124,93.55
33149.6,5851.84,572.618,91.09,0.00010406,93.55
33159.6,5815.75,572.184,91.09,0.000104052,93.574
33169.6,5815.75,572.771,91.113,0.000103996,93.597
33179.6,5742.56,573.032,91.113,0.000103924,93.597
33189.6,5746.46,573.032,91.133,0.00010402,93.621
33199.6,5746.46,573.706,91.153,0.000104044,93.621
33209.6,5776.44,573.894,91.153,0.00010402,93.645
33219.6,5776.44,573.894,91.178,0.000103956,93.664
33229.6,5844.52,574.018,91.184,0.00010394,93.664
33239.6,5896.94,574.018,91.204,0.000103948,93.694
33249.6,5896.94,573.717,91.223,0.000103749,93.625
33259.6,5873.39,573.454,91.223,0.000103988,93.716
33269.6,5873.39,573.454,91.244,0.000103948,93.74
33279.6,5805.21,573.284,91.268,0.000104012,93.74
33289.6,5769.94,573.284,91.268,0.000104044,93.762
33299.6,5769.94,573.659,91.29,0.000103972,93.787
33309.6,5750.88,573.815,91.29,0.000104076,93.787
33319.6,5784.3,573.815,91.314,0.000103924,93.808
33329.6,5782.54,574.15,91.336,0.000104036,93.808
33339.6,5804.08,572.726,91.336,0.000104116,93.836
33349.6,5804.08,574.459,91.359,0.000103869,93.86
33359.6,5827.07,574.465,91.359,0.000104148,93.86
33369.6,5864.15,574.465,91.383,0.000104092,93.883
33379.6,5864.15,574.356,91.401,0.00010402,93.883
33389.6,5904.83,574.544,91.401,0.000103956,93.906
33399.6,5904.83,574.343,91.425,0.000104204,93.928
33409.6,5893.57,574.019,91.416,0.000104124,93.928
33419.6,5854.67,574.019,91.45,0.000104036,93.952
33429.6,5854.67,573.905,91.47,0.000104076,93.865
33439.6,5816.79,574.06,91.47,0.000103932,93.975
33449.6,5816.79,574.06,91.492,0.000103964,94.001
33459.6,5782.82,574.346,91.515,0.00010398,94.001
33469.6,5767.03,574.346,91.515,0.0001041,94.022
33479.6,5767.03,575.024,91.537,0.000104108,94.049
33489.6,5810.57,575.282,91.537,0.000104036,94.049
33499.6,5817.68,575.282,91.56,0.000103988,94.073
33509.6,5880.43,575.281,91.581,0.0001041,94.073
33519.6,5882.05,575.281,91.581,0.00010414,94.097
33529.6,5882.05,575.195,91.607,0.0001041,94.116
33539.6,5919.0,575.19,91.607,0.000104148,94.116
33549.6,5907.66,575.19,91.631,0.000104012,94.144
33559.6,5907.66,574.855,91.65,0.000104116,94.144
33569.6,5828.05,575.569,91.65,0.00010406,94.172
33579.6,5828.05,574.9,91.667,0.000103932,94.19
33589.6,5777.25,575.02,91.629,0.000103988,94.19
33599.6,5774.04,575.02,91.7,0.000104044,94.211
33609.6,5774.04,575.711,91.717,0.000104148,94.211
33619.6,5819.31,575.73,91.717,0.00010402,94.24
33629.6,5819.31,575.73,91.736,0.000104116,94.259
33639.6,5913.05,575.715,91.765,0.000104092,94.259
33649.6,5929.84,575.715,91.765,0.0001041,94.29
33659.6,5929.84,575.236,91.787,0.000103924,94.304
33669.6,5911.74,575.06,91.787,0.00010398,94.313
33679.6,5867.06,575.06,91.807,0.000104028,94.336
33689.6,5878.94,575.001,91.831,0.000103908,94.336
33699.6,5839.56,575.001,91.831,0.000103988,94.357
33709.6,5839.56,575.055,91.855,0.000103932,94.382
33719.6,5804.83,575.086,91.855,0.000104004,94.382
33729.6,5797.44,575.086,91.873,0.000103996,94.408
33739.6,5797.44,575.434,91.901,0.000103885,94.408
33749.6,5787.07,575.497,91.901,0.000104012,94.434
33759.6,5787.07,576.018,91.921,0.0001041,94.455
33769.6,5881.82,576.042,91.795,0.000104172,94.455
33779.6,5919.57,576.042,91.944,0.000103996,94.477
33789.6,5919.57,575.735,91.966,0.0001041,94.477
