Time (s),Temp1 (Ohm),Temp2 (Ohm),Maybe Temp 3 (Ohm),Pressure (Torr),Temp (Ohm) (X58257)
1506.6046999999999,2.8857,4.95206,3.64236,0.000687676,79.188
1507.9847,2.8857,4.95247,3.64236,0.000667602,79.188
1509.4147,2.8857,4.9513,3.64236,0.000630208,79.188
1510.7647,2.8857,4.95001,3.64236,0.000628952,79.188
1512.0147,2.8857,4.94946,3.64236,0.000600875,79.188
1513.2947,2.8857,4.94946,3.64236,0.000577277,79.188
1514.5846999999999,2.8857,4.94946,3.60647,0.000551761,79.188
1516.0047,2.8857,4.94946,3.60827,0.000532988,79.188
1517.3147,2.8857,4.94946,3.60826,0.000520936,79.188
1518.4947,2.8857,4.94946,3.60801,0.000496803,79.188
1519.9147,2.8857,4.94946,3.60691,0.000480158,79.188
1521.2347,2.8857,4.94946,3.60583,0.000466427,79.188
1522.6046999999999,2.8857,4.94946,3.60461,0.000432166,79.188
1523.9347,2.8857,4.94946,3.6043,0.0004248,79.188
1525.2747,2.8857,4.94946,3.6043,0.000411261,79.188
1526.5946999999999,2.8857,4.94946,3.6043,0.000402733,80.509
1527.9947,2.8857,4.94946,3.6043,0.000391217,80.605
1529.2447,2.8857,4.94946,3.6043,0.000375218,80.661
1530.5247,2.8857,4.94946,3.6043,0.000367579,80.712
1531.9747,2.8857,4.94946,3.6043,0.000372292,80.761
1533.2747,2.8857,4.94946,3.6043,0.000364769,80.761
1534.5647,2.8857,4.94946,3.6043,0.000356739,80.761
1535.8847,2.829,4.94946,3.6043,0.000339795,80.761
1537.1246999999998,2.82937,4.94946,3.6043,0.000338858,80.761
1538.5747,2.82887,4.94946,3.6043,0.000328134,80.761
1540.0047,2.82751,4.94946,3.6043,0.000328184,80.761
1541.3147,2.82584,4.94946,3.6043,0.00032545,80.761
1542.5547,2.82395,4.94946,3.6043,0.000324004,80.761
1543.9847,2.82183,4.94946,3.6043,0.000319657,80.761
1545.4047,2.82183,4.94946,3.6043,0.000316556,80.761
1546.7147,2.82183,4.94946,3.6043,0.000316532,80.761
1548.0247,2.82183,4.89957,3.6043,0.000317408,80.761
1549.3346999999999,2.82183,4.90042,3.6043,0.000317627,80.761
1550.6447,2.82183,4.89918,3.6043,0.000315126,80.761
1552.2047,2.82183,4.89813,3.6043,0.000317286,80.761
1553.4247,2.82183,4.89766,3.6043,0.000310659,80.761
1554.7547,2.82183,4.89766,3.6043,0.000314812,80.761
1556.0647,2.82183,4.89766,3.56959,0.000313967,80.761
1557.4647,2.82183,4.89766,3.57147,0.000312909,80.761
1558.7947,2.82183,4.89766,3.57151,0.000315998,80.761
1560.0946999999999,2.82183,4.89766,3.57139,0.000316897,80.761
1561.4147,2.82183,4.89766,3.57047,0.000318237,80.761
1562.6747,2.82183,4.89766,3.56957,0.000317164,80.761
1564.0047,2.82183,4.89766,3.56831,0.000327656,80.761
1565.3546999999999,2.82183,4.89766,3.56773,0.000328134,80.761
1566.7147,2.82183,4.89766,3.56773,0.000327078,80.761
1568.0447,2.82183,4.89766,3.56773,0.000329345,82.069
1569.3446999999999,2.82183,4.89766,3.56773,0.000336732,82.216
1570.6547,2.82183,4.89766,3.56773,0.000336422,82.268
1571.9647,2.82183,4.89766,3.56773,0.000339092,82.332
1573.3147,2.82183,4.89766,3.56773,0.000343809,82.39
1574.8047,2.82183,4.89766,3.56773,0.000348994,82.39
1576.1847,2.82183,4.89766,3.56773,0.000350712,82.39
1577.5846999999999,2.76777,4.89766,3.56773,0.000360151,82.39
1578.8947,2.76801,4.89766,3.56773,0.00035946,82.39
1580.2247,2.76756,4.89766,3.56773,0.000365077,82.39
1581.4647,2.76638,4.89766,3.56773,0.000373695,82.39
1582.9047,2.76471,4.89766,3.56773,0.000372721,82.39
1584.2647,2.76281,4.89766,3.56773,0.000381579,82.39
1585.5846999999999,2.761,4.89766,3.56773,0.000376141,82.39
1586.9247,2.761,4.89766,3.56773,0.00038237,82.39
1588.2947,2.761,4.89766,3.56773,0.00038196,82.39
1589.4747,2.761,4.84924,3.56773,0.000380964,82.39
1590.6947,2.761,4.85061,3.56773,0.000390377,82.39
1592.1146999999999,2.761,4.8501,3.56773,0.000391517,82.39
1593.3646999999999,2.761,4.84879,3.56773,0.000392028,82.39
1594.8746999999998,2.761,4.8482,3.56773,0.000408461,82.39
1596.1447,2.761,4.8482,3.56773,0.000412336,82.39
1597.5247,2.761,4.8482,3.5329,0.00041408,82.39
1598.8247,2.761,4.8482,3.5363,0.000425126,82.39
1600.2047,2.761,4.8482,3.53664,0.000432996,82.39
1601.5647,2.761,4.8482,3.53671,0.000435463,82.39
1602.9547,2.761,4.8482,3.53597,0.000440235,82.39
1604.2447,2.761,4.8482,3.535,0.000446393,82.39
1605.5047,2.761,4.8482,3.534,0.000456125,82.39
1606.8847,2.761,4.8482,3.53357,0.000459746,82.39
1608.1146999999999,2.761,4.8482,3.53357,0.000471829,82.39
1609.3847,2.761,4.8482,3.53357,0.000476158,83.652
1610.6947,2.761,4.8482,3.53357,0.000479275,83.855
1611.9447,2.761,4.8482,3.53357,0.000487773,83.916
1613.2847,2.761,4.8482,3.53357,0.000488972,83.981
1614.6847,2.761,4.8482,3.53357,0.000498981,84.037
1616.1347,2.761,4.8482,3.53357,0.00050705,84.037
1617.4247,2.761,4.8482,3.53357,0.000513236,84.037
1618.7747,2.70981,4.8482,3.53357,0.000521496,84.037
1620.0946999999999,2.71049,4.8482,3.53357,0.000530702,84.037
1621.5347,2.71009,4.8482,3.53357,0.000531477,84.037
1622.7747,2.70919,4.8482,3.53357,0.00053945,84.037
1623.9447,2.70787,4.8482,3.53357,0.000544901,84.037
1625.1747,2.70628,4.8482,3.53357,0.000557251,84.037
1626.4947,2.70446,4.8482,3.53357,0.000563315,84.037
1627.9047,2.70371,4.8482,3.53357,0.000583558,84.037
1629.3247,2.70371,4.8482,3.53357,0.000576789,84.037
1630.5647,2.70371,4.79985,3.53357,0.000587468,84.037
1631.9847,2.70371,4.80419,3.53357,0.000596281,84.037
1633.2747,2.70371,4.80382,3.53357,0.000591268,84.037
1634.4947,2.70371,4.80295,3.53357,0.000608066,84.037
1635.7747,2.70371,4.80181,3.53357,0.000617757,84.037
1637.0846999999999,2.70371,4.80181,3.53357,0.000624718,84.037
1638.2847,2.70371,4.80181,3.53357,0.000629483,84.037
1639.5547,2.70371,4.80181,3.50315,0.000635747,84.037
1640.9447,2.70371,4.80181,3.50429,0.000642418,84.037
1642.2747,2.70371,4.80181,3.50451,0.000652205,84.037
1643.7647,2.70371,4.80181,3.50405,0.000660365,84.037
1645.1647,2.70371,4.80181,3.5032,0.000661278,84.037
1646.5447,2.70371,4.80181,3.50227,0.000673986,84.037
1647.9347,2.70371,4.80181,3.50152,0.000701268,84.037
1649.1747,2.70371,4.80181,3.50152,0.000675851,84.037
1650.4847,2.70371,4.80181,3.50152,0.000681477,84.037
1651.7447,2.70371,4.80181,3.50152,0.000655316,85.489
1652.9647,2.70371,4.80181,3.50152,0.000664892,85.571
1654.3247,2.70371,4.80181,3.50152,0.000681895,85.635
1655.6547,2.70371,4.80181,3.50152,0.000716612,85.686
1656.9447,2.70371,4.80181,3.50152,0.000735446,85.721
1658.3646999999999,2.70371,4.80181,3.50152,0.000717548,85.721
1659.6947,2.70371,4.80181,3.50152,0.000723132,85.721
1660.9947,2.65607,4.80181,3.50152,0.000728592,85.721
1662.2447,2.65599,4.80181,3.50152,0.000734769,85.721
1663.6046999999999,2.6554,4.80181,3.50152,0.000737878,85.721
1665.0747,2.65393,4.80181,3.50152,0.000748717,85.721
1666.4647,2.65239,4.80181,3.50152,0.000759657,85.721
1667.7047,2.65093,4.80181,3.50152,0.000759016,85.721
1668.9447,2.64968,4.80181,3.50152,0.000788711,85.721
1670.2647,2.64968,4.80181,3.50152,0.000795153,85.721
1671.4647,2.64968,4.80181,3.50152,0.000789013,85.721
1672.6747,2.64968,4.76024,3.50152,0.000800051,85.721
1674.1647,2.64968,4.7609,3.50152,0.000803374,85.721
1675.4247,2.64968,4.7602,3.50152,0.000816365,85.721
1676.9447,2.64968,4.75926,3.50152,0.000819504,85.721
1678.1847,2.64968,4.75881,3.50152,0.000828866,85.721
1679.4647,2.64968,4.75881,3.50152,0.000833715,85.721
1680.7847,2.64968,4.75881,3.47203,0.000848693,85.721
1682.1246999999998,2.64968,4.75881,3.47434,0.000856218,85.721
1683.4947,2.64968,4.75881,3.47451,0.000860698,85.721
1684.7947,2.64968,4.75881,3.4745,0.0008714,85.721
1686.2047,2.64968,4.75881,3.47366,0.000868862,85.721
1687.7847,2.64968,4.75881,3.47279,0.000878047,85.721
1689.0247,2.64968,4.75881,3.47187,0.000893822,85.721
1690.3446999999999,2.64968,4.75881,3.47171,0.000903547,85.721
1691.7547,2.64968,4.75881,3.47171,0.000911488,85.721
1693.1146999999999,2.64968,4.75881,3.47171,0.000920345,87.17
1694.3947,2.64968,4.75881,3.47171,0.000929218,87.255
1695.6647,2.64968,4.75881,3.47171,0.000944606,87.326
1697.1146999999999,2.64968,4.75881,3.47171,0.000950862,87.386
1698.5647,2.64968,4.75881,3.47171,0.000954079,87.413
1699.8746999999998,2.64968,4.75881,3.47171,0.000956572,87.413
1701.1246999999998,2.64968,4.75881,3.47171,0.000946857,87.413
1702.3646999999999,2.6044,4.75881,3.47171,0.000936305,87.413
1703.6947,2.60456,4.75881,3.47171,0.000932361,87.413
1704.9947,2.6042,4.75881,3.47171,0.000921335,87.413
1706.3947,2.60314,4.75881,3.47171,0.000911908,87.413
1707.6447,2.6018,4.75881,3.47171,0.000900708,87.413
1708.8746999999998,2.6004,4.75881,3.47171,0.000899672,87.413
1710.0647,2.59899,4.75881,3.47171,0.000889715,87.413
1711.4247,2.59873,4.75881,3.47171,0.000887464,87.413
1712.7347,2.59873,4.75881,3.47171,0.000876095,87.413
1714.0647,2.59873,4.71843,3.47171,0.000875893,87.413
1715.3346999999999,2.59873,4.72084,3.47171,0.000859905,87.413
1716.7147,2.59873,4.72054,3.47171,0.000855692,87.413
1717.9947,2.59873,4.71973,3.47171,0.000848303,87.413
1719.3047,2.59873,4.71908,3.47171,0.000835893,87.413
1720.6246999999998,2.59873,4.71908,3.47171,0.000835637,87.413
1721.9347,2.59873,4.71908,3.47171,0.000824614,87.413
1723.2347,2.59873,4.71908,3.44557,0.000821077,87.413
1724.5047,2.59873,4.71908,3.44635,0.000815613,87.413
1725.8646999999999,2.59873,4.71908,3.4467,0.000808632,87.413
1727.2447,2.59873,4.71908,3.44628,0.000800235,87.413
1728.6046999999999,2.59873,4.71908,3.44552,0.000783521,87.413
1730.0447,2.59873,4.71908,3.44457,0.000779562,87.413
1731.3446999999999,2.59873,4.71908,3.44401,0.000760532,87.413
1732.6547,2.59873,4.71908,3.44401,0.000758492,87.413
1733.8947,2.59873,4.71908,3.44401,0.000758201,87.413
1735.1547,2.59873,4.71908,3.44401,0.000748544,88.906
1736.3247,2.59873,4.71908,3.44401,0.000745505,88.999
1737.7247,2.59873,4.71908,3.44401,0.000737425,89.059
1739.0747,2.59873,4.71908,3.44401,0.000728871,89.121
1740.4547,2.59873,4.71908,3.44401,0.000716557,89.139
1741.7547,2.59873,4.71908,3.44401,0.000713265,89.139
1743.0247,2.59873,4.71908,3.44401,0.000705913,89.139
1744.3847,2.55607,4.71908,3.44401,0.000703533,89.139
1745.7247,2.55597,4.71908,3.44401,0.000694786,89.139
1746.9947,2.5556,4.71908,3.44401,0.000689632,89.139
1748.2347,2.55464,4.71908,3.44401,0.000682943,89.139
1749.6747,2.55306,4.71908,3.44401,0.000674193,89.139
1750.9947,2.55173,4.71908,3.44401,0.000667294,89.139
1752.3047,2.55064,4.71908,3.44401,0.00066479,89.139
1753.6447,2.55064,4.71908,3.44401,0.000660974,89.139
1754.9147,2.55064,4.71908,3.44401,0.000677461,89.139
1756.2747,2.55064,4.68322,3.44401,0.000684307,89.139
1757.5647,2.55064,4.68372,3.44401,0.000672487,89.139
1758.9847,2.55064,4.68323,3.44401,0.000646176,89.139
1760.2747,2.55064,4.68256,3.44401,0.000603139,89.139
1761.5147,2.55064,4.68219,3.44401,0.000624814,89.139
1762.7947,2.55064,4.68219,3.44401,0.000619799,89.139
1764.1146999999999,2.55064,4.68219,3.41899,0.000612375,89.139
1765.5547,2.55064,4.68219,3.42066,0.000598711,89.139
1766.8847,2.55064,4.68219,3.42077,0.000599493,89.139
1768.1046999999999,2.55064,4.68219,3.42076,0.000589455,89.139
1769.5647,2.55064,4.68219,3.42015,0.000587784,89.139
1770.8947,2.55064,4.68219,3.4194,0.000575816,89.139
1772.2747,2.55064,4.68219,3.41861,0.00057238,89.139
1773.5846999999999,2.55064,4.68219,3.41841,0.000572204,89.139
1774.9547,2.55064,4.68219,3.41841,0.000546702,89.139
1776.2247,2.55064,4.68219,3.41841,0.000553925,90.601
1777.5347,2.55064,4.68219,3.41841,0.00055435,90.712
1778.7947,2.55064,4.68219,3.41841,0.000544023,90.775
1780.1146999999999,2.55064,4.68219,3.41841,0.000542106,90.836
1781.3746999999998,2.55064,4.68219,3.41841,0.000533233,90.888
1782.7847,2.55064,4.68219,3.41841,0.000527251,90.888
1784.1947,2.55064,4.68219,3.41841,0.000521776,90.888
1785.4747,2.50955,4.68219,3.41841,0.000512725,90.888
1786.8446999999999,2.51024,4.68219,3.41841,0.000511702,90.888
1788.1847,2.51007,4.68219,3.41841,0.000508531,90.888
1789.4047,2.50947,4.68219,3.41841,0.00050017,90.888
1790.7547,2.50821,4.68219,3.41841,0.000501477,90.888
1792.1246999999998,2.50681,4.68219,3.41841,0.000488897,90.888
1793.3546999999999,2.5055,4.68219,3.41841,0.000488522,90.888
1794.5946999999999,2.50515,4.68219,3.41841,0.000478907,90.888
1795.9547,2.50515,4.68219,3.41841,0.00047909,90.888
1797.2347,2.50515,4.64583,3.41841,0.000469624,90.888
1798.5347,2.50515,4.64962,3.41841,0.000469408,90.888
1799.9047,2.50515,4.64966,3.41841,0.000447457,90.888
1801.2747,2.50515,4.64895,3.41841,0.000457809,90.888
1802.7747,2.50515,4.64856,3.41841,0.000451112,90.888
1804.1146999999999,2.50515,4.64856,3.41841,0.000447182,90.888
1805.3247,2.50515,4.64856,3.41841,0.000441758,90.888
1806.6747,2.50515,4.64856,3.39563,0.000426564,90.888
1807.9947,2.50515,4.64856,3.39626,0.000433495,90.888
1809.2247,2.50515,4.64856,3.39666,0.000429751,90.888
1810.6747,2.50515,4.64856,3.39639,0.000424246,90.888
1811.9347,2.50515,4.64856,3.39579,0.000420711,90.888
1813.3047,2.50515,4.64856,3.39511,0.000409214,90.888
1814.5747,2.50515,4.64856,3.39456,0.000403724,90.888
1815.7747,2.50515,4.64856,3.39456,0.000407741,90.888
1817.1347,2.50515,4.64856,3.39456,0.000397726,90.888
1818.3746999999998,2.50515,4.64856,3.39456,0.000392661,92.421
1819.7247,2.50515,4.64856,3.39456,0.000393294,92.511
1821.0147,2.50515,4.64856,3.39456,0.000386709,92.565
1822.2547,2.50515,4.64856,3.39456,0.000380964,92.622
1823.6847,2.50515,4.64856,3.39456,0.000381696,92.653
1825.0846999999999,2.50515,4.64856,3.39456,0.000370156,92.653
1826.4647,2.50515,4.64856,3.39456,0.000370809,92.653
1827.7847,2.46729,4.64856,3.39456,0.000363037,92.653
1829.0846999999999,2.46722,4.64856,3.39456,0.000364741,92.653
1830.3847,2.46691,4.64856,3.39456,0.000348592,92.653
1831.7347,2.46583,4.64856,3.39456,0.000352169,92.653
1833.0247,2.46457,4.64856,3.39456,0.000338208,92.653
1834.4947,2.46315,4.64856,3.39456,0.000339795,92.653
1835.8947,2.46235,4.64856,3.39456,0.000338806,92.653
1837.1547,2.46235,4.64856,3.39456,0.000331526,92.653
1838.5247,2.46235,4.61358,3.39456,0.000327228,92.653
1839.9347,2.46235,4.61813,3.39456,0.000326651,92.653
1841.2847,2.46235,4.61836,3.39456,0.00032032,92.653
1842.5347,2.46235,4.61785,3.39456,0.000316678,92.653
1843.8847,2.46235,4.61707,3.39456,0.000309445,92.653
1845.2147,2.46235,4.61707,3.39456,0.000308,92.653
1846.5547,2.46235,4.61707,3.39456,0.000304007,92.653
1847.8546999999999,2.46235,4.61707,3.37267,0.000297224,92.653
1849.1246999999998,2.46235,4.61707,3.3739,0.000295405,92.653
1850.4147,2.46235,4.61707,3.37416,0.000296199,92.653
1851.7247,2.46235,4.61707,3.37437,0.000291083,92.653
1853.0447,2.46235,4.61707,3.37387,0.000284764,92.653
1854.4247,2.46235,4.61707,3.37329,0.000284851,92.653
1855.6747,2.46235,4.61707,3.37264,0.000278175,92.653
1857.1146999999999,2.46235,4.61707,3.37254,0.000277833,92.653
1858.3847,2.46235,4.61707,3.37254,0.000266369,92.653
1859.7147,2.46235,4.61707,3.37254,0.000263866,94.179
1861.0447,2.46235,4.61707,3.37254,0.000266635,94.277
1862.3446999999999,2.46235,4.61707,3.37254,0.000255948,94.353
1863.7347,2.46235,4.61707,3.37254,0.000255476,94.411
1865.0347,2.46235,4.61707,3.37254,0.000253231,94.447
1866.3247,2.46235,4.61707,3.37254,0.000253231,94.447
1867.6347,2.46235,4.61707,3.37254,0.000245613,94.447
1869.0347,2.42613,4.61707,3.37254,0.00024176,94.447
1870.2347,2.42637,4.61707,3.37254,0.000242187,94.447
1871.5447,2.42622,4.61707,3.37254,0.000233319,94.447
1872.8847,2.42543,4.61707,3.37254,0.000234504,94.447
1874.2347,2.42438,4.61707,3.37254,0.000228236,94.447
1875.6547,2.42305,4.61707,3.37254,0.000227624,94.447
1877.0447,2.42191,4.61707,3.37254,0.000220116,94.447
1878.2747,2.42191,4.61707,3.37254,0.000220911,94.447
1879.5647,2.42191,4.61707,3.37254,0.000217229,94.447
1880.7547,2.42191,4.58766,3.37254,0.000210499,94.447
1882.0347,2.42191,4.58933,3.37254,0.000210225,94.447
1883.3446999999999,2.42191,4.58896,3.37254,0.000200948,94.447
1884.6947,2.42191,4.58849,3.37254,0.000199152,94.447
1886.1347,2.42191,4.58824,3.37254,0.000196721,94.447
1887.4547,2.42191,4.58824,3.37254,0.000189504,94.447
1888.6046999999999,2.42191,4.58824,3.37254,0.000188546,94.447
1889.9547,2.42191,4.58824,3.35328,0.000187536,94.447
1891.1947,2.42191,4.58824,3.35387,0.000178779,94.447
1892.6046999999999,2.42191,4.58824,3.35416,0.000180102,94.447
1893.9247,2.42191,4.58824,3.35386,0.000177862,94.447
1895.2947,2.42191,4.58824,3.35326,0.00017189,94.447
1896.6847,2.42191,4.58824,3.35281,0.00016781,94.447
1897.9447,2.42191,4.58824,3.35238,0.000167347,94.447
1899.2947,2.42191,4.58824,3.35238,0.000162287,94.447
1900.5647,2.42191,4.58824,3.35238,0.000161071,94.447
1901.9047,2.42191,4.58824,3.35238,0.000142326,96.05
1903.2347,2.42191,4.58824,3.35238,0.000143346,96.127
1904.6447,2.42191,4.58824,3.35238,0.000145966,96.197
1905.9547,2.42191,4.58824,3.35238,0.000142829,96.255
1907.2547,2.42191,4.58824,3.35238,0.000135254,96.266
1908.5347,2.42191,4.58824,3.35238,0.000134736,96.266
1909.7947,2.3865,4.58824,3.35238,0.000133706,96.266
1911.1747,2.38817,4.58824,3.35238,0.000128091,96.266
1921.1747,2.3839,4.58824,3.35238,0.00011237,96.266
1931.1747,2.3839,4.56228,3.33488,0.000103964,96.266
1941.1747,2.3839,4.56228,3.33427,0.000104212,97.693
1951.1747,2.35279,4.56228,3.33427,0.000103789,98.034
1961.1747,2.34923,4.5358,3.33427,0.000103821,98.034
1971.1747,2.34923,4.53931,3.3185,0.00010398,98.034
1981.1747,2.34923,4.53931,3.31782,0.000103948,99.843
1991.1747,2.34923,4.53931,3.31782,0.000103908,100.391
2001.1747,2.34923,4.53931,3.31782,0.000103964,100.526
2011.1747,2.30718,4.53931,3.31782,0.000103853,100.535
2021.1747,2.29767,4.53931,3.31782,0.000104044,100.535
2031.1747,2.29741,4.50616,3.31782,0.000104044,100.535
2041.1747,2.29741,4.50533,3.31723,0.00010402,100.535
2051.1747,2.29741,4.50533,3.29053,0.000103972,100.535
2061.1747,2.29741,4.50533,3.2904,0.000103877,103.631
2071.1747,2.29741,4.50533,3.2904,0.000103749,103.756
2081.1747,2.29741,4.50533,3.2904,0.00010394,103.789
2091.1747,2.2452,4.50533,3.2904,0.000103853,103.789
2101.1747,2.24473,4.47618,3.2904,0.000103885,103.789
2111.1747,2.24473,4.47618,3.27235,0.000104124,103.789
2121.1747,2.22169,4.47618,3.27235,0.000103861,105.92
2131.1747,2.21897,4.47618,3.27235,0.000103869,105.92
2141.1747,2.21897,4.46285,3.2627,0.000103885,105.92
2151.1747,2.21897,4.46285,3.26223,0.00010398,107.616
2159.81674,2.17618,4.43823,3.26223,0.00010398,107.715
2169.8165,2.14424,4.43823,3.24199,0.000103908,111.883
2179.8167,2.14468,4.42741,3.24199,0.000103932,111.883
2189.8168,2.13245,4.42741,3.23644,0.000103932,112.928
2199.8171,2.13268,4.42282,3.23644,0.000104068,112.928
2209.817,2.12112,4.42282,3.23257,0.000103821,113.99
2219.8187,2.12113,4.41882,3.22577,0.000104092,113.99
2229.8181,2.10972,4.41882,3.22937,0.000104004,115.105
2239.8197,2.10964,4.41533,3.22509,0.000103964,115.105
2249.8196,2.09845,4.41533,3.226,0.000103805,116.236
2259.8194,2.09832,4.4125,3.22305,0.000103956,116.236
2269.8194,2.08737,4.4125,3.22305,0.000103765,117.4
2279.8204,2.08734,4.4096,3.22032,0.000103988,117.4
2289.8204,2.07654,4.4096,3.22032,0.000103996,118.579
2299.8204,2.07654,4.40768,3.21805,0.00010394,118.579
2309.8214,2.06603,4.40768,3.21805,0.000103861,119.808
2319.8214,2.0659,4.40625,3.21598,0.000104012,119.808
2329.8214,2.05543,4.40625,3.21598,0.00010394,121.078
2339.8214,2.05539,4.40515,3.21419,0.000104228,121.078
2349.8214,2.04514,4.40515,3.21419,0.000103972,122.389
2359.8214,2.04514,4.40502,3.2128,0.000104028,122.389
2369.8214,2.0351,4.40502,3.2128,0.000104012,123.752
2379.8224,2.0351,4.40529,3.21192,0.000103789,123.752
2389.8234,2.02534,4.40529,3.21192,0.000104068,125.161
2399.8234,2.02534,4.40607,3.21094,0.000103916,126.416
2409.8234,2.01556,4.40607,3.21094,0.000103885,126.645
2419.8244,2.01556,4.40794,3.2106,0.000104108,128.127
2429.8244,2.00608,4.40794,3.2106,0.000103924,128.189
2439.8254,2.00608,4.41038,3.21071,0.000103964,129.794
2449.8254,1.99704,4.41038,3.21071,0.000103845,129.794
2459.8264,1.99704,4.41371,3.21131,0.000103948,131.484
2469.8274,1.98818,4.40944,3.21131,0.000103964,131.484
2479.8274,1.98818,4.41819,3.21241,0.000103749,133.267
2489.8274,1.97964,4.42271,3.21241,0.000103948,133.267
2499.8284,1.97964,4.42353,3.21401,0.000103948,135.147
2509.8284,1.97148,4.42996,3.21401,0.000103908,135.147
2519.8284,1.97148,4.42996,3.21632,0.000103829,137.14
2529.8284,1.96376,4.43823,3.21632,0.000104196,137.14
2539.8284,1.96376,4.43823,3.21919,0.000103893,139.249
2549.8284,1.95651,4.44777,3.21919,0.000103845,139.249
2559.8284,1.95651,4.44777,3.22321,0.000103877,141.491
2569.8284,1.94997,4.45885,3.22321,0.000104012,141.491
2579.8284,1.94223,4.45885,3.2278,0.000104036,143.885
2589.8284,1.94419,4.4723,3.2278,0.0001039,143.885
2599.8294,1.93803,4.4723,3.23342,0.000103869,146.447
2609.8294,1.93914,4.48806,3.23342,0.00010394,146.447
2619.8294,1.93442,4.48806,3.24029,0.000103996,149.202
2629.8294,1.93525,4.50622,3.24029,0.00010418,149.202
2639.8294,1.93195,4.50622,3.24831,0.000104204,152.174
2649.8304,1.9326,4.527,3.25224,0.000103813,152.174
2659.8304,1.93108,4.527,3.25807,0.000103964,155.386
2669.8304,1.93159,4.55149,3.26831,0.000103813,155.386
2679.8304,1.93155,4.55149,3.26936,0.00010394,158.866
2689.8304,1.93216,4.57989,3.28223,0.000103932,158.866
2699.8304,1.93442,4.57989,3.28223,0.000103916,162.637
2709.8314,1.93501,4.61323,3.2976,0.000104116,162.637
2719.8314,1.93967,4.61323,3.2976,0.000103821,166.754
2729.8314,1.94039,4.65159,3.3155,0.000104108,166.754
2739.8304,1.94864,4.65159,3.3155,0.000103725,171.257
2749.8324000000002,1.94898,4.69548,3.33592,0.000104044,171.257
2759.8324000000002,1.96108,4.69548,3.33592,0.000104108,176.166
2769.8324000000002,1.96117,4.74663,3.35955,0.000103837,176.166
2779.8314,1.97783,4.74663,3.35955,0.00010398,181.585
2789.8324000000002,1.97783,4.80593,3.38699,0.000104012,181.585
2799.8324000000002,1.9999,4.80593,3.38699,0.000103821,187.569
2809.8324000000002,1.9999,4.87434,3.41822,0.0001039,187.569
2819.8324000000002,2.02825,4.87434,3.41822,0.000103893,194.189
2829.8324000000002,2.02825,4.9533,3.45462,0.000103916,200.976
2839.8324000000002,2.06479,4.9533,3.45462,0.000103964,201.59
2849.8324000000002,2.06479,5.04484,3.49638,0.000104028,208.697
2859.8324000000002,2.11628,5.04484,3.49638,0.000103821,211.6
2869.8324000000002,2.11864,5.16874,3.55206,0.000103996,211.6
2879.8324000000002,2.17873,5.16874,3.55206,0.00010414,221.135
2889.8324000000002,2.17955,5.29633,3.60863,0.00010402,221.135
2899.8324000000002,2.25765,5.29633,3.60863,0.000104124,232.178
2909.8324000000002,2.25765,5.44643,3.67396,0.000103869,232.178
2919.8324000000002,2.35832,5.44643,3.67396,0.000103869,244.997
2929.8324000000002,2.35832,5.62653,3.75055,0.000103749,244.997
2939.8334,2.49026,5.62653,3.75055,0.000103893,260.223
2949.8334,2.49026,5.84419,3.84027,0.00010398,277.549
2959.8334,2.66865,5.84419,3.84027,0.000104004,278.797
2969.8334,2.66865,6.11318,3.94819,0.000103869,301.333
2979.8334,2.91885,6.11318,3.94819,0.000103845,302.307
2989.8334,2.91885,6.5231,4.10131,0.000103837,302.307
2999.8334,3.34838,6.5231,4.10131,0.000103972,339.247
3009.8334,3.362,6.9906,4.27053,0.000103805,339.247
3019.8334,4.00558,6.9906,4.27053,0.0001039,386.651
3029.8334,4.00558,7.6378,4.48834,0.000103972,386.651
3039.8334,5.1901,7.6378,4.48834,0.000104028,462.453
3049.8334,5.1901,8.734,4.76836,0.000103797,462.453
3059.8334,7.8973,8.734,4.76836,0.000103877,600.169
3069.8334,8.1885,11.8715,5.14326,0.000103893,600.169
3079.8334,8.1885,11.8715,5.14326,0.000103781,935.19
3089.8343999999997,12.4208,13.8618,5.14326,0.000103956,935.19
3099.8343999999997,12.4208,13.8618,5.41885,0.000103837,1187.65
3109.8343999999997,14.2984,14.7688,5.41885,0.000104036,1187.65
3119.8354,14.9549,14.7688,5.55416,0.000103956,1368.38
3129.8364,15.0386,15.284,5.55416,0.000103789,1368.38
3139.8364,15.2957,15.284,5.63672,0.000103725,1484.16
3149.8364,15.3325,15.5913,5.63672,0.000104124,1484.16
3159.8394,15.449,15.5913,5.69066,0.00010402,1551.55
3169.8394,15.4709,15.7989,5.71401,0.000103996,1551.55
3179.8394,15.5331,15.7989,5.72905,0.000103893,1594.3
3189.8394,15.5471,15.9543,5.75475,0.000103869,1594.3
3199.8394,15.5849,15.9543,5.75761,0.00010398,1627.84
3209.8394,15.5956,16.0733,5.77844,0.000103893,1627.84
3219.8394,15.6212,16.0733,5.78017,0.000103845,1650.92
3229.8394,15.6293,16.165,5.79816,0.000103845,1650.92
3239.8394,15.6463,16.165,5.79816,0.000103821,1666.7
3249.8394,15.6522,16.2397,5.81545,0.000103908,1666.7
3259.8394,15.665,16.2397,5.81545,0.000103988,1681.27
3269.8394,15.6689,16.3006,5.82785,0.000104012,1681.27
3279.8394,15.6804,16.3006,5.82785,0.000103964,1690.21
