Time (s),Temp (Ohm) (X58257),Temp (Ohm) (X53853),Temp (Ohm) (X53851),Temp (Ohm) (X53871)
13721.8,2313.07,359.889,383.607,408.022
13731.8,2313.07,359.777,383.688,408.071
13741.8,2312.69,359.896,383.717,408.071
13751.8,2312.69,359.931,383.717,408.193
13761.8,2312.75,359.931,383.71,408.222
13771.8,2313.25,359.995,383.71,408.222
13781.8,2313.25,360.046,383.755,408.248
13791.8,2313.61,360.046,383.773,408.248
13801.8,2314.33,360.076,383.773,408.264
13811.8,2314.33,360.076,383.772,408.298
13821.8,2315.63,360.108,383.802,408.298
13831.8,2315.63,360.11,383.83,408.256
13841.8,2315.96,360.11,383.846,407.884
13851.8,2316.23,360.105,383.846,408.289
13861.8,2316.23,360.105,383.937,408.334
13871.8,2315.92,360.109,383.966,408.334
13881.8,2315.92,360.127,383.966,408.402
13891.8,2315.7,360.127,383.993,408.473
13901.8,2316.08,360.181,383.993,408.473
13911.8,2316.08,359.913,383.992,408.515
13921.8,2317.67,360.289,383.99,408.515
13931.8,2317.67,360.288,383.99,408.467
13941.8,2318.45,360.288,384.008,408.495
13951.8,2318.69,360.277,384.008,408.495
13961.8,2318.69,360.293,384.106,408.533
13971.8,2318.44,360.293,384.133,408.533
13981.8,2319.2,360.295,384.133,408.606
13991.8,2318.15,360.295,384.157,408.658
14001.8,2318.38,360.331,383.827,408.658
14011.8,2318.38,360.403,384.178,408.7
14021.8,2319.06,360.403,384.185,408.7
14031.8,2319.51,360.434,384.185,408.738
14041.8,2319.51,360.434,384.189,408.728
14051.8,2320.49,360.488,384.216,408.728
14061.8,2320.49,360.488,384.216,408.741
14071.8,2321.07,360.488,384.246,408.777
14081.8,2322.22,360.54,384.246,408.752
14091.8,2322.22,360.006,384.345,408.794
14101.8,2322.05,360.536,384.398,408.794
14111.8,2322.05,360.532,384.398,408.893
14121.8,2321.68,360.532,384.437,408.907
14131.8,2321.83,360.549,384.437,408.907
14141.8,2321.83,360.563,384.452,408.969
14151.8,2322.06,360.594,384.477,408.969
14161.8,2322.75,360.657,384.477,409.011
14171.8,2323.28,360.657,384.447,409.011
14181.8,2323.65,360.708,384.063,409.011
14191.8,2323.65,360.742,384.471,409.027
14201.8,2324.67,360.742,384.503,409.027
14211.8,2325.07,360.738,384.503,409.026
14221.8,2325.07,360.738,384.527,409.045
14231.8,2325.46,360.752,384.562,409.045
14241.8,2325.46,360.779,384.562,409.058
14251.8,2325.58,360.779,384.625,409.099
14261.8,2325.54,360.776,384.625,409.106
14271.8,2325.54,360.776,384.69,409.148
14281.8,2325.22,360.807,384.711,409.148
14291.8,2325.22,360.811,384.711,409.253
14301.8,2325.58,360.811,384.717,409.29
14311.8,2325.93,360.86,384.717,409.29
14321.8,2325.93,360.875,384.741,409.317
14331.8,2326.46,360.929,384.748,409.317
14341.8,2327.11,360.964,384.748,409.33
14351.8,2327.88,360.964,384.738,409.333
14361.8,2328.45,360.994,384.229,409.333
14371.8,2328.45,360.992,384.813,409.322
14381.8,2328.67,360.992,384.845,409.322
14391.8,2328.88,360.978,384.845,409.338
14401.8,2328.88,360.978,384.929,409.402
14411.8,2329.02,361.017,384.932,409.402
14421.8,2329.02,361.02,384.932,409.426
14431.8,2328.94,361.02,384.966,409.412
14441.8,2329.05,361.051,384.966,409.518
14451.8,2329.05,361.051,385.011,409.564
14461.8,2329.35,361.131,385.006,409.564
14471.8,2329.35,361.156,385.006,409.597
14481.8,2330.12,361.156,384.996,409.608
14491.8,2331.01,361.198,384.996,409.608
14501.8,2331.01,361.142,385.017,409.607
14511.8,2331.78,361.212,385.051,409.607
14521.8,2330.59,361.262,385.051,409.624
14531.8,2332.4,361.262,385.091,409.631
14541.8,2332.34,361.236,384.495,409.631
14551.8,2332.34,361.236,385.152,409.655
14561.8,2332.15,361.236,385.214,409.655
14571.8,2332.28,361.246,385.214,409.749
14581.8,2332.28,361.246,385.237,409.775
14591.8,2332.41,361.282,385.228,409.775
14601.8,2332.41,361.349,385.248,409.856
14611.8,2332.95,361.349,385.259,409.665
14621.8,2333.7,361.415,385.259,409.871
14631.8,2333.7,361.415,385.262,409.886
14641.8,2334.64,361.459,385.275,409.886
14651.8,2334.64,361.457,385.275,409.877
14661.8,2335.27,361.457,385.319,409.889
14671.8,2335.73,361.46,385.319,409.889
14681.8,2335.73,361.443,385.376,409.924
14691.8,2335.42,361.466,385.435,409.924
14701.8,2333.4,361.475,385.435,410.026
14711.8,2335.07,361.475,385.468,410.068
14721.8,2335.46,361.525,385.468,410.068
14731.8,2335.46,361.552,385.484,410.097
14741.8,2336.04,361.552,385.501,410.097
14751.8,2336.38,361.603,385.501,410.146
14761.8,2336.38,361.603,385.495,410.16
14771.8,2337.06,361.657,385.496,410.16
14781.8,2337.06,361.686,385.522,410.126
14791.8,2338.33,361.686,385.559,409.828
14801.8,2338.64,361.668,385.559,410.136
14811.8,2338.64,361.668,385.612,410.159
14821.8,2338.36,361.654,385.652,410.159
14831.8,2338.36,361.68,385.652,410.241
14841.8,2338.36,361.68,385.694,410.267
14851.8,2338.52,361.702,385.694,410.267
14861.8,2338.52,361.688,385.729,410.327
14871.8,2338.53,361.738,385.745,410.327
14881.8,2335.27,361.804,385.745,410.383
14891.8,2339.78,361.804,385.713,410.393
14901.8,2340.16,361.876,385.713,410.393
14911.8,2340.16,361.885,385.752,410.389
14921.8,2341.19,361.885,385.76,410.389
14931.8,2341.74,361.894,385.76,410.389
14941.8,2341.74,361.894,385.83,410.408
14951.8,2341.67,361.895,385.777,410.408
14961.8,2341.67,361.88,385.912,410.475
14971.8,2341.38,361.88,385.92,410.051
14981.8,2341.27,361.92,385.92,410.573
14991.8,2341.27,361.92,385.95,410.621
15001.8,2342.07,362.013,385.969,410.621
15011.8,2342.07,362.03,385.969,410.617
15021.8,2342.25,362.03,385.967,410.656
15031.8,2343.64,362.076,385.967,410.656
15041.8,2343.64,361.883,385.985,410.633
15051.8,2344.44,362.098,386.029,410.633
15061.8,2344.44,362.09,386.029,410.635
15071.8,2344.32,362.09,386.087,410.667
15081.8,2344.46,362.081,386.087,410.667
15091.8,2344.46,362.107,386.129,410.711
15101.8,2344.34,362.107,386.169,410.711
15111.8,2345.7,362.139,386.169,410.79
15121.8,2344.58,362.139,386.178,410.844
15131.8,2344.94,362.191,385.938,410.844
15141.8,2344.94,362.222,386.202,410.886
15151.8,2345.82,362.222,386.193,410.144
15161.8,2346.23,362.275,386.193,410.886
15171.8,2346.23,362.275,386.204,410.903
15181.8,2347.19,362.302,386.238,410.903
15191.8,2347.19,362.321,386.238,410.893
15201.8,2347.79,362.321,386.257,410.918
15211.8,2348.04,362.314,386.257,410.918
15221.8,2348.04,362.04,386.341,410.949
15231.8,2347.69,362.327,386.404,410.949
15241.8,2347.69,362.366,386.404,411.067
15251.8,2347.37,362.366,386.423,411.082
15261.8,2347.87,362.398,386.423,411.082
15271.8,2347.87,362.433,386.422,411.149
15281.8,2348.36,362.433,386.433,411.149
15291.8,2348.9,362.491,386.433,411.146
15301.8,2349.59,362.491,386.439,411.139
15311.8,2350.03,362.505,385.988,411.139
15321.8,2350.03,362.528,386.498,411.15
15331.8,2350.66,362.528,386.536,411.15
15341.8,2350.9,362.53,386.536,411.165
15351.8,2350.9,362.53,386.561,411.194
15361.8,2350.66,362.532,386.62,411.194
15371.8,2350.66,362.536,386.62,411.254
15381.8,2350.74,362.536,386.663,411.225
15391.8,2350.93,362.576,386.663,411.349
15401.8,2350.93,361.956,386.689,411.388
15411.8,2351.45,362.636,386.692,411.388
15421.8,2351.45,362.674,386.692,411.431
15431.8,2351.96,362.674,386.695,411.431
15441.8,2352.44,362.714,386.695,411.431
15451.8,2352.44,362.741,386.715,411.439
15461.8,2353.54,362.741,386.727,411.439
15471.8,2352.24,362.756,386.727,411.432
15481.8,2354.01,362.756,386.79,411.45
15491.8,2354.06,362.758,386.386,411.45
15501.8,2354.06,362.752,386.866,411.478
15511.8,2353.88,362.752,386.874,411.478
15521.8,2354.17,362.771,386.874,411.544
15531.8,2354.17,362.771,386.901,411.58
15541.8,2354.19,362.797,386.932,411.58
15551.8,2354.19,362.842,386.932,411.659
15561.8,2354.35,362.842,386.963,411.538
15571.8,2354.8,362.888,386.963,411.696
15581.8,2354.8,362.211,386.944,411.726
15591.8,2355.92,362.952,386.961,411.726
15601.8,2355.92,362.992,386.961,411.719
15611.8,2356.49,362.992,386.964,411.715
15621.8,2357.44,362.99,386.964,411.715
15631.8,2357.44,363.007,387.016,411.711
15641.8,2357.64,362.998,387.06,411.711
15651.8,2355.76,363.018,387.06,411.754
15661.8,2357.47,363.018,387.128,411.81
15671.8,2357.67,363.002,386.604,411.81
15681.8,2357.67,363.038,387.177,411.852
15691.8,2357.46,363.038,387.199,411.852
15701.8,2357.63,363.088,387.199,411.939
15711.8,2357.63,363.088,387.207,411.963
15721.8,2358.32,363.13,387.239,411.963
15731.8,2358.32,363.146,387.239,412.003
15741.8,2358.89,363.146,387.235,412.006
15751.8,2359.91,363.217,387.235,412.031
15761.8,2359.91,362.596,387.247,412.034
15771.8,2360.45,363.256,387.27,412.034
15781.8,2360.45,363.266,387.27,412.01
15791.8,2361.09,363.266,387.308,412.052
15801.8,2361.35,363.245,387.308,412.052
15811.8,2361.35,363.281,387.373,412.047
15821.8,2361.51,363.262,387.415,412.047
15831.8,2361.53,363.276,387.415,412.11
15841.8,2361.45,363.276,387.454,412.152
15851.8,2361.33,363.314,387.067,412.152
15861.8,2361.33,363.314,387.48,412.206
15871.8,2361.81,363.314,387.475,412.206
15881.8,2362.17,363.394,387.475,412.284
15891.8,2362.17,363.394,387.477,412.287
15901.8,2363.02,363.442,387.518,412.287
15911.8,2363.02,363.492,387.518,412.302
15921.9,2364.35,363.492,387.534,412.331
15931.9,2364.62,363.48,387.534,412.304
15941.9,2364.62,363.48,387.595,412.318
15951.9,2364.57,363.471,387.638,412.318
15961.9,2364.57,363.474,387.638,412.36
15971.9,2364.2,363.474,387.71,412.427
15981.9,2364.42,363.507,387.71,412.427
15991.9,2364.42,363.504,387.713,412.496
16001.9,2365.09,363.574,387.697,412.496
16011.9,2362.44,363.636,387.697,412.519
16021.9,2366.27,363.636,387.694,412.492
16031.9,2366.89,363.653,387.694,412.492
16041.9,2366.89,363.644,387.751,412.502
16051.9,2367.25,363.644,387.786,412.502
16061.9,2367.26,363.639,387.786,412.536
16071.9,2367.26,363.639,387.835,412.563
16081.9,2367.15,363.654,387.72,412.563
16091.9,2367.15,363.681,387.887,412.669
16101.9,2366.9,363.681,387.896,412.238
16111.9,2367.73,363.758,387.896,412.7
16121.9,2367.73,363.758,387.886,412.722
16131.9,2368.65,363.823,387.911,412.722
16141.9,2368.65,363.832,387.911,412.718
16151.9,2369.34,363.832,387.923,412.752
16161.9,2369.86,363.847,387.923,412.752
16171.9,2369.86,363.654,387.985,412.752
16181.9,2370.13,363.843,388.025,412.752
16191.9,2370.13,363.87,388.025,412.796
16201.9,2369.48,363.87,388.073,412.859
16211.9,2369.69,363.883,388.073,412.859
16221.9,2369.69,363.89,388.12,412.922
16231.9,2369.72,363.89,388.098,412.922
16241.9,2370.43,363.958,388.098,412.946
16251.9,2370.43,363.958,388.112,412.985
16261.9,2371.12,364.003,387.991,412.985
16271.9,2371.12,364.044,388.129,412.97
16281.9,2372.14,364.044,388.151,412.426
16291.9,2372.84,364.05,388.151,412.984
16301.9,2372.84,364.05,388.187,412.996
16311.9,2373.09,364.055,388.229,412.996
16321.9,2373.09,364.068,388.229,413.023
16331.9,2373.06,364.068,388.308,413.094
16341.9,2372.76,364.08,388.308,413.094
16351.9,2372.76,363.8,388.347,413.171
16361.9,2372.95,364.157,388.344,413.171
16371.9,2372.95,364.186,388.344,413.223
16381.9,2374.05,364.186,388.351,413.235
16391.9,2374.17,364.202,388.351,413.235
16401.9,2374.17,364.261,388.368,413.237
16411.9,2374.9,364.261,388.394,413.237
16421.9,2374.16,364.278,388.394,413.259
16431.9,2376.04,364.278,388.426,413.246
16441.9,2376.24,364.272,388.104,413.246
16451.9,2376.24,364.272,388.507,413.267
16461.9,2376.09,364.272,388.512,413.267
16471.9,2376.1,364.269,388.512,413.337
16481.9,2376.1,364.269,388.554,413.367
16491.9,2375.97,364.294,388.597,413.367
16501.9,2375.97,364.345,388.597,413.432
16511.9,2376.3,364.345,388.588,413.363
16521.9,2376.71,364.384,388.588,413.484
16531.9,2376.71,363.93,388.588,413.508
16541.9,2377.66,364.463,388.604,413.508
16551.9,2377.66,364.492,388.604,413.482
16561.9,2378.78,364.492,388.645,413.499
16571.9,2379.12,364.49,388.645,413.499
16581.9,2379.12,364.498,388.691,413.51
16591.9,2379.5,364.498,388.735,413.51
16601.9,2378.23,364.495,388.735,413.577
16611.9,2378.61,364.495,388.784,413.631
16621.9,2378.88,364.519,388.385,413.631
16631.9,2378.88,364.552,388.804,413.68
16641.9,2379.19,364.552,388.825,413.68
16651.9,2379.73,364.603,388.825,413.74
16661.9,2379.73,364.603,388.833,413.741
16671.9,2380.13,364.642,388.849,413.741
16681.9,2380.13,364.683,388.849,413.732
16691.9,2381.31,364.683,388.855,413.783
16701.9,2382.09,364.7,388.855,413.747
16711.9,2382.09,364.7,388.924,413.753
16721.9,2382.5,364.698,388.953,413.753
16731.9,2382.5,364.681,388.953,413.815
16741.9,2382.19,364.681,389.013,413.839
16751.9,2382.06,364.705,389.013,413.839
16761.9,2382.06,364.738,389.048,413.874
16771.9,2382.25,364.758,389.076,413.874
16781.9,2383.72,364.776,389.076,413.942
16791.9,2382.56,364.776,389.094,414.001
16801.9,2382.76,364.827,388.42,414.001
16811.9,2382.76,364.88,389.075,414.003
16821.9,2383.71,364.88,389.095,414.003
16831.9,2384.45,364.924,389.095,414.013
16841.9,2384.45,364.924,389.115,414.03
16851.9,2385.09,364.931,389.113,414.03
16861.9,2385.09,364.94,389.135,414.014
16871.9,2385.8,364.94,389.206,414.078
16881.9,2385.97,364.937,389.206,414.072
16891.9,2385.97,364.937,389.271,414.108
16901.9,2385.26,364.956,389.298,414.108
16911.9,2385.26,364.989,389.298,414.212
16921.9,2385.84,364.989,389.299,414.255
16931.9,2386.33,365.055,389.299,414.255
16941.9,2386.33,364.955,389.303,414.252
16951.9,2387.26,365.096,389.31,414.252
16961.9,2386.94,365.129,389.31,414.252
16971.9,2388.03,365.129,389.335,414.256
16981.9,2388.59,365.153,389.335,414.256
16991.9,2388.59,365.115,389.403,414.272
17001.9,2388.94,365.115,389.42,414.272
17011.9,2389.14,365.132,389.42,414.304
17021.9,2389.14,365.132,389.492,414.329
17031.9,2388.66,365.165,389.375,414.329
17041.9,2388.66,365.201,389.524,414.465
17051.9,2389.12,365.201,389.517,414.075
17061.9,2389.65,365.278,389.517,414.487
17071.9,2389.65,365.278,389.512,414.468
17081.9,2390.59,365.306,389.543,414.468
17091.9,2390.59,365.303,389.543,414.452
17101.9,2391.18,365.303,389.609,414.484
17111.9,2391.43,365.31,389.609,414.484
17121.9,2391.43,365.172,389.624,414.52
17131.9,2391.57,365.319,389.675,414.52
17141.9,2389.47,365.331,389.675,414.598
17151.9,2390.94,365.331,389.729,414.655
17161.9,2391.25,365.359,389.729,414.655
17171.9,2391.25,365.4,389.742,414.701
17181.9,2391.63,365.4,389.746,414.701
17191.9,2392.41,365.462,389.746,414.741
17201.9,2392.41,365.462,389.757,414.741
17211.9,2393.15,365.524,389.775,414.741
17221.9,2393.15,365.519,389.777,414.738
17231.9,2394.08,365.519,389.791,414.329
17241.9,2394.63,365.512,389.791,414.736
17251.9,2394.63,365.512,389.848,414.748
17261.9,2394.77,365.537,389.887,414.748
17271.9,2394.77,365.547,389.887,414.803
17281.9,2394.54,365.547,389.949,414.855
17291.9,2394.42,365.57,389.949,414.855
17301.9,2394.42,365.381,389.988,414.935
17311.9,2394.64,365.628,389.98,414.935
17321.9,2392.3,365.653,389.98,414.98
17331.9,2395.49,365.653,389.989,415.011
17341.9,2395.61,365.686,389.989,415.011
17351.9,2395.61,365.764,390.01,415.02
17361.9,2396.37,365.764,390.028,415.02
17371.9,2396.4,365.774,390.028,415.04
17381.9,2397.49,365.774,390.058,415.035
17391.9,2397.91,365.779,389.969,415.035
17401.9,2397.91,365.75,390.138,415.03
17411.9,2397.82,365.75,390.161,414.453
17421.9,2397.74,365.763,390.161,415.117
17431.9,2397.74,365.763,390.217,415.139
17441.9,2397.42,365.804,390.238,415.139
17451.9,2397.42,365.845,390.238,415.207
17461.9,2398.13,365.845,390.215,415.228
17471.9,2398.91,365.909,390.215,415.253
17481.9,2398.91,365.475,390.219,415.225
17491.9,2399.95,365.931,390.249,415.225
17501.9,2399.95,365.93,390.249,415.205
17511.9,2400.31,365.93,390.306,415.244
17521.9,2400.22,365.907,390.306,415.244
17531.9,2400.22,365.941,390.361,415.282
17541.9,2400.11,365.941,390.393,415.282
17551.9,2401.06,365.965,390.393,415.368
17561.9,2400.19,365.965,390.423,415.437
17571.9,2400.73,366.025,389.946,415.437
17581.9,2400.73,366.082,390.417,415.463
17591.9,2401.62,366.082,390.434,415.463
17601.9,2402.01,366.117,390.434,415.456
17611.9,2402.01,366.117,390.431,415.488
17621.9,2402.94,366.147,390.474,415.488
17631.9,2402.94,366.163,390.474,415.467
17641.9,2403.42,366.163,390.502,415.527
17651.9,2403.47,366.134,390.502,415.499
17661.9,2403.47,366.134,390.571,415.516
17671.9,2403.29,366.141,390.599,415.516
17681.9,2403.29,366.159,390.599,415.606
17691.9,2402.89,366.159,390.647,415.648
17701.9,2403.14,366.193,390.647,415.648
17711.9,2403.14,366.169,390.654,415.694
17721.9,2403.7,366.236,390.67,415.694
17731.9,2404.71,366.27,390.67,415.728
17741.9,2404.53,366.27,390.685,415.745
17751.9,2405.12,366.341,390.119,415.745
17761.9,2405.12,366.375,390.707,415.724
17771.9,2405.98,366.375,390.707,415.724
17781.9,2406.69,366.367,390.707,415.752
17791.9,2406.69,366.367,390.769,415.758
17801.9,2406.96,366.399,390.783,415.758
17811.9,2406.96,366.402,390.783,415.77
17821.9,2407.15,366.402,390.83,415.813
17831.9,2406.87,366.386,390.83,415.852
17841.9,2406.87,366.386,390.914,415.888
17851.9,2406.8,366.424,390.915,415.888
17861.9,2406.8,366.452,390.915,415.967
17871.9,2406.98,366.452,390.92,415.991
17881.9,2407.77,366.512,390.92,415.991
17891.9,2407.77,366.507,390.926,416.02
17901.9,2408.89,366.56,390.935,416.02
17911.9,2409.02,366.592,390.935,416.022
17921.9,2409.8,366.592,390.969,416.011
17931.9,2410.14,366.622,390.442,416.011
17941.9,2410.14,366.61,391.038,416.031
17951.9,2410.43,366.61,391.071,416.031
17961.9,2410.41,366.617,391.071,416.076
17971.9,2410.41,366.617,391.121,416.12
17981.9,2410.18,366.628,391.118,416.12
17991.9,2410.18,366.632,391.155,416.152
18001.9,2410.07,366.632,391.177,416.03
18011.9,2410.78,366.724,391.177,416.248
18021.9,2410.78,366.724,391.156,416.264
18031.9,2411.69,366.777,391.16,416.264
18041.9,2411.69,366.781,391.16,416.225
18051.9,2412.81,366.781,391.21,416.247
18061.9,2413.29,366.807,391.21,416.247
18071.9,2413.29,366.8,391.286,416.285
18081.9,2413.24,366.828,391.324,416.285
18091.9,2411.01,366.804,391.324,416.338
18101.9,2412.45,366.804,391.367,416.409
18111.9,2412.82,366.829,391.367,416.409
18121.9,2412.82,366.862,391.39,416.445
18131.9,2413.05,366.862,391.374,416.445
18141.9,2413.63,366.914,391.374,416.478
18151.9,2413.63,366.914,391.379,416.505
18161.9,2414.71,366.976,391.329,416.505
18171.9,2414.71,366.996,391.395,416.493
18181.9,2415.68,366.996,391.413,416.118
18191.9,2416.13,366.986,391.413,416.484
18201.9,2416.13,366.986,391.477,416.514
18211.9,2416.26,366.996,391.521,416.514
18221.9,2416.26,367.019,391.521,416.527
18231.9,2416.25,367.019,391.565,416.575
18241.9,2416.37,367.022,391.565,416.575
18251.9,2416.37,366.919,391.607,416.665
18261.9,2416.15,367.062,391.63,416.665
18271.9,2414.72,367.109,391.63,416.742
18281.9,2416.79,367.109,391.625,416.768
18291.9,2417.34,367.162,391.625,416.768
18301.9,2417.34,367.177,391.659,416.79
18311.9,2417.94,367.177,391.676,416.79
18321.9,2418.32,367.218,391.676,416.806
18331.9,2418.32,367.218,391.677,416.837
18341.9,2419.28,367.266,391.682,416.837
18351.9,2419.28,367.276,391.743,416.804
18361.9,2420.04,367.276,391.768,416.418
18371.9,2420.05,367.246,391.768,416.848
18381.9,2420.05,367.246,391.865,416.899
18391.9,2419.33,367.272,391.859,416.899
18401.9,2419.33,367.272,391.859,416.945
18411.9,2419.53,367.272,391.877,417.005
18421.9,2419.81,367.341,391.877,417.005
18431.9,2419.81,367.264,391.892,417.04
18441.9,2420.73,367.41,391.888,417.04
18451.9,2417.93,367.417,391.888,417.06
18461.9,2421.75,367.417,391.884,417.042
18471.9,2422.54,367.458,391.884,417.042
18481.9,2422.54,367.486,391.943,417.062
18491.9,2422.72,367.486,391.958,417.062
18501.9,2423.19,367.489,391.958,417.09
18511.9,2423.19,367.489,391.977,417.092
18521.9,2423.63,367.494,391.967,417.092
18531.9,2423.63,367.491,392.064,417.104
18541.9,2423.32,367.491,392.096,416.899
18551.9,2423.06,367.495,392.096,417.211
18561.9,2423.06,367.495,392.137,417.247
18571.9,2423.17,367.562,392.143,417.247
18581.9,2423.17,367.596,392.143,417.293
18591.9,2423.77,367.596,392.14,417.321
18601.9,2424.61,367.639,392.14,417.321
18611.9,2424.61,367.461,392.148,417.332
18621.9,2425.49,367.689,392.161,417.332
18631.9,2420.78,367.706,392.161,417.301
18641.9,2426.19,367.706,392.21,417.326
18651.9,2426.53,367.695,392.21,417.326
18661.9,2426.53,367.702,392.272,417.363
18671.9,2426.39,367.702,392.318,417.363
18681.9,2426.97,367.706,392.318,417.43
18691.9,2425.75,367.706,392.347,417.502
18701.9,2426.63,367.811,391.993,417.502
18711.9,2426.63,367.827,392.322,417.505
18721.9,2427.72,367.827,392.342,417.505
18731.9,2428.5,367.863,392.342,417.511
18741.9,2428.5,367.863,392.377,417.501
18751.9,2428.88,367.852,392.427,417.501
18761.9,2428.88,367.87,392.427,417.547
18771.9,2428.86,367.87,392.475,417.557
18781.9,2428.82,367.872,392.475,417.583
18791.9,2428.82,367.297,392.52,417.607
18801.9,2428.38,367.872,392.534,417.607
18811.9,2428.38,367.904,392.534,417.686
18821.9,2428.66,367.904,392.556,417.735
18831.9,2429.2,367.971,392.556,417.735
18841.9,2429.2,368.004,392.561,417.772
18851.9,2429.95,368.004,392.571,417.772
18861.9,2429.88,368.05,392.571,417.774
18871.9,2431.35,368.05,392.59,417.765
18881.9,2431.62,368.079,392.191,417.765
18891.9,2431.62,368.068,392.626,417.772
18901.9,2431.83,368.068,392.69,417.772
18911.9,2431.9,368.083,392.69,417.803
18921.9,2431.9,368.083,392.741,417.841
18931.9,2431.78,368.087,392.712,417.841
18941.9,2431.78,368.116,392.768,417.936
18951.9,2431.77,368.116,392.779,417.839
18961.9,2432.32,368.191,392.779,418.01
18971.9,2432.32,368.191,392.773,417.996
18981.9,2433.61,368.255,392.771,417.996
18991.9,2433.61,368.252,392.771,417.984
19001.9,2434.24,368.252,392.787,417.983
19011.9,2434.56,368.245,392.787,417.983
19021.9,2434.56,368.206,392.843,417.992
19031.9,2434.25,368.242,392.902,417.992
19041.9,2431.8,368.255,392.902,418.096
19051.9,2433.88,368.255,392.932,418.155
19061.9,2434.24,368.299,392.932,418.155
19071.9,2434.24,368.336,392.949,418.167
19081.9,2434.81,368.336,392.963,418.167
19091.9,2435.53,368.402,392.963,418.202
19101.9,2435.53,368.402,392.96,418.201
19111.9,2436.88,368.423,392.98,418.201
19121.9,2436.88,368.393,393.061,418.183
19131.9,2436.8,368.393,393.062,417.856
19141.9,2436.46,368.394,393.062,418.268
19151.9,2436.46,368.394,393.124,418.295
19161.9,2436.2,368.425,393.137,418.295
19171.9,2436.2,368.478,393.137,418.364
19181.9,2437.1,368.478,393.128,418.403
19191.9,2437.84,368.53,393.128,418.403
19201.9,2437.84,368.355,393.123,418.389
19211.9,2438.76,368.576,393.156,418.389
19221.9,2438.76,368.591,393.156,418.36
19231.9,2439.38,368.591,393.188,418.377
19241.9,2439.6,368.577,393.188,418.377
19251.9,2439.6,368.59,393.263,418.423
19261.9,2439.51,368.59,393.294,418.423
19271.9,2440.38,368.6,393.294,418.476
19281.9,2439.33,368.6,393.339,418.572
19291.9,2439.35,368.681,392.877,418.572
19301.9,2439.35,368.717,393.322,418.597
19311.9,2440.59,368.717,393.326,418.597
19321.9,2441.4,368.752,393.326,418.569
19331.9,2441.4,368.752,393.357,418.576
19341.9,2441.8,368.755,393.386,418.576
19351.9,2441.8,368.758,393.386,418.612
19361.9,2442.17,368.758,393.445,418.637
19371.9,2441.98,368.753,393.445,418.656
19381.9,2441.98,368.753,393.514,418.713
19391.9,2441.57,368.782,393.528,418.713
19401.9,2441.57,368.792,393.528,418.789
19411.9,2442.06,368.792,393.54,418.816
19421.9,2442.83,368.886,393.54,418.816
19431.9,2442.83,368.876,393.545,418.856
19441.9,2443.68,368.928,393.549,418.856
19451.9,2443.35,368.95,393.549,418.832
19461.9,2444.53,368.95,393.559,418.817
19471.9,2445.04,368.951,393.181,418.817
19481.9,2445.04,368.948,393.641,418.829
19491.9,2445.11,368.948,393.659,418.829
19501.9,2444.85,368.945,393.659,418.869
19511.9,2444.85,368.945,393.712,418.93
19521.9,2444.68,368.964,393.746,418.93
19531.9,2444.68,369.019,393.76,419.041
19541.9,2444.85,369.019,393.746,418.83
19551.9,2445.65,369.093,393.746,419.053
19561.9,2445.65,369.093,393.737,419.058
19571.9,2446.99,369.123,393.76,419.058
19581.9,2446.99,369.13,393.76,419.029
19591.9,2447.44,369.13,393.816,419.045
19601.9,2447.93,369.143,393.816,419.045
19611.9,2447.93,369.137,393.866,419.083
19621.9,2447.49,369.138,393.904,419.083
19631.9,2445.65,369.131,393.904,419.151
19641.9,2447.15,369.131,393.943,419.175
19651.9,2447.44,369.19,393.943,419.175
19661.9,2447.44,369.226,393.942,419.284
19671.9,2447.84,369.226,393.948,419.284
19681.9,2448.8,369.284,393.948,419.279
19691.9,2448.8,369.284,393.939,419.266
19701.9,2449.77,369.328,393.986,419.266
19711.9,2449.77,369.335,393.998,419.267
19721.9,2450.46,369.335,394.013,418.977
19731.9,2450.88,369.321,394.013,419.29
19741.9,2450.88,369.321,394.068,419.31
19751.9,2450.89,369.35,394.092,419.31
19761.9,2450.89,369.359,394.092,419.35
19771.9,2451.0,369.359,394.165,419.396
19781.9,2451.38,369.362,394.165,419.396
19791.9,2451.38,369.396,394.196,419.44
19801.9,2451.25,369.407,394.216,419.44
19811.9,2449.87,369.414,394.216,419.504
19821.9,2451.05,369.414,394.234,419.552
19831.9,2451.36,369.475,394.234,419.552
19841.9,2451.36,369.491,394.233,419.575
19851.9,2452.63,369.491,394.222,419.575
19861.9,2453.28,369.583,394.222,419.565
19871.9,2453.28,369.583,394.269,419.587
19881.9,2454.04,369.586,394.267,419.587
19891.9,2454.04,369.592,394.305,419.592
19901.9,2454.38,369.592,394.35,419.409
19911.9,2454.29,369.567,394.35,419.61
19921.9,2454.29,369.567,394.392,419.674
19931.9,2454.33,369.595,394.416,419.674
19941.9,2454.33,369.604,394.416,419.714
19951.9,2454.28,369.604,394.458,419.765
19961.9,2454.45,369.642,394.458,419.765
19971.9,2454.45,369.63,394.476,419.81
19981.9,2454.84,369.699,394.474,419.81
19991.9,2453.23,369.762,394.474,419.845
20001.9,2455.89,369.762,394.467,419.85
20011.9,2456.57,369.772,394.467,419.85
20021.9,2456.57,369.809,394.496,419.84
20031.9,2457.14,369.809,394.511,419.84
20041.9,2457.8,369.826,394.511,419.859
