Time (s),Temp (Ohm) (X58257),Temp (Ohm) (X53853),Temp (Ohm) (X53851),Temp (Ohm) (X53871)
62112.5,3181.38,414.467,443.977,473.321
62122.5,3182.41,414.467,443.983,473.321
62132.5,3182.22,414.409,443.983,473.315
62142.5,3182.22,414.409,443.971,473.289
62152.5,3182.3,414.403,444.025,473.289
62162.5,3182.3,414.414,444.025,473.365
62172.5,3181.99,414.414,444.068,473.343
62182.5,3181.1,414.4,444.068,473.489
62192.5,3181.1,414.4,444.106,473.458
62202.5,3181.64,414.5,444.099,473.458
62212.5,3181.64,414.492,444.099,473.524
62222.5,3182.11,414.492,444.065,473.524
62232.5,3181.96,414.503,444.065,473.524
62242.5,3181.96,414.453,444.057,473.498
62252.5,3183.36,414.561,444.043,473.498
62262.5,3183.03,414.583,444.043,473.476
62272.5,3184.84,414.583,444.11,473.467
62282.5,3184.94,414.571,443.587,473.467
62292.5,3184.94,414.511,444.182,473.432
62302.5,3184.46,414.511,444.127,473.432
62312.5,3183.12,414.471,444.127,473.47
62322.5,3183.12,414.471,444.172,473.523
62332.5,3182.75,414.5,444.165,473.523
62342.5,3182.75,414.541,444.179,473.594
62352.5,3182.39,414.541,444.141,473.309
62362.5,3184.06,414.613,444.141,473.576
62372.5,3184.06,414.613,444.142,473.569
62382.5,3184.99,414.647,444.13,473.569
62392.5,3184.99,414.645,444.13,473.506
62402.5,3186.42,414.645,444.24,473.549
62412.5,3185.96,414.639,444.24,473.549
62422.5,3185.96,414.495,444.312,473.627
62432.5,3184.91,414.644,444.32,473.627
62442.5,3181.29,414.618,444.32,473.756
62452.5,3184.91,414.618,444.273,473.719
62462.5,3184.48,414.666,444.273,473.719
62472.5,3184.48,414.702,444.264,473.728
62482.5,3185.22,414.702,444.272,473.728
62492.5,3185.66,414.73,444.272,473.732
62502.5,3185.66,414.73,444.211,473.637
62512.5,3187.14,414.723,444.15,473.637
62522.5,3187.14,414.679,444.328,473.633
62532.5,3187.47,414.679,444.296,473.031
62542.5,3186.38,414.679,444.296,473.725
62552.5,3186.38,414.679,444.383,473.74
62562.5,3185.73,414.69,444.406,473.74
62572.5,3185.73,414.726,444.406,473.807
62582.5,3185.84,414.726,444.374,473.799
62592.5,3187.1,414.807,444.374,473.828
62602.5,3187.1,414.503,444.35,473.795
62612.5,3188.66,414.814,444.339,473.795
62622.5,3188.66,414.789,444.339,473.748
62632.5,3188.6,414.789,444.368,473.72
62642.5,3188.43,414.756,444.368,473.72
62652.5,3188.43,414.793,444.406,473.753
62662.5,3188.97,414.793,444.426,473.753
62672.5,3188.95,414.776,444.426,473.78
62682.5,3188.34,414.776,444.471,473.83
62692.5,3187.79,414.779,444.245,473.83
62702.5,3187.79,414.82,444.492,473.931
62712.5,3187.77,414.82,444.458,473.931
62722.5,3187.85,414.86,444.458,473.952
62732.5,3187.85,414.86,444.434,473.923
62742.5,3189.29,414.895,444.468,473.923
62752.5,3189.29,414.929,444.468,473.922
62762.5,3190.26,414.929,444.469,473.944
62772.5,3190.62,414.914,444.469,473.906
62782.5,3190.62,414.488,444.507,473.872
62792.5,3190.42,414.889,444.559,473.872
62802.5,3190.42,414.863,444.559,473.923
62812.5,3189.28,414.863,444.577,473.939
62822.5,3189.39,414.864,444.577,473.939
62832.5,3189.39,414.928,444.62,474.049
62842.5,3189.37,414.928,444.597,474.049
62852.5,3191.21,414.948,444.597,474.089
62862.5,3190.72,414.948,444.545,474.057
62872.5,3190.52,415.004,443.879,474.057
62882.5,3190.52,415.036,444.563,473.98
62892.5,3192.09,415.036,444.579,473.98
62902.5,3192.39,415.025,444.579,473.993
62912.5,3192.39,415.025,444.598,474.003
62922.5,3192.66,414.988,444.653,474.003
62932.5,3192.66,414.946,444.653,474.021
62942.5,3192.01,414.946,444.701,473.973
62952.5,3191.03,414.946,444.701,474.058
62962.5,3191.03,414.946,444.711,474.126
62972.5,3190.97,415.003,444.713,474.126
62982.5,3190.97,415.051,444.713,474.197
62992.5,3191.18,415.051,444.681,474.187
63002.5,3192.19,415.091,444.681,474.187
63012.5,3192.19,415.035,444.675,474.169
63022.5,3192.77,415.11,444.67,474.169
63032.5,3192.76,415.121,444.67,474.15
63042.5,3194.24,415.121,444.677,474.105
63052.5,3194.13,415.105,444.677,474.105
63062.5,3194.13,415.092,444.775,474.139
63072.5,3194.21,415.092,444.784,474.139
63082.5,3193.76,415.06,444.784,474.188
63092.5,3193.76,415.06,444.847,474.217
63102.5,3193.37,415.077,444.89,474.217
63112.5,3193.37,415.08,444.89,474.293
63122.5,3193.06,415.08,444.861,474.131
63132.5,3193.02,415.123,444.861,474.323
63142.5,3193.02,415.123,444.813,474.333
63152.5,3193.8,415.219,444.821,474.333
63162.5,3193.8,415.205,444.821,474.318
63172.5,3194.29,415.205,444.795,474.32
63182.5,3194.92,415.239,444.795,474.32
63192.5,3194.92,415.136,444.801,474.277
63202.5,3195.99,415.235,444.82,474.277
63212.5,3193.94,415.247,444.82,474.265
63222.5,3196.61,415.247,444.865,474.253
63232.5,3196.6,415.246,444.229,474.253
63242.5,3196.6,415.169,444.925,474.276
63252.5,3195.75,415.169,444.941,474.276
63262.5,3195.38,415.183,444.941,474.384
63272.5,3195.38,415.183,444.987,474.41
63282.5,3195.18,415.233,444.959,474.41
63292.5,3195.18,415.258,444.959,474.459
63302.5,3195.18,415.258,444.956,474.324
63312.5,3195.7,415.297,444.956,474.457
63322.5,3195.7,415.297,444.927,474.45
63332.5,3197.21,415.345,444.908,474.45
63342.5,3197.21,415.333,444.908,474.417
63352.5,3197.69,415.333,444.918,474.385
63362.5,3197.94,415.329,444.918,474.385
63372.5,3197.94,415.322,444.963,474.375
63382.5,3198.23,415.311,445.026,474.375
63392.5,3195.34,415.272,445.026,474.412
63402.5,3197.2,415.272,445.066,474.45
63412.5,3196.73,415.303,445.066,474.45
63422.5,3196.73,415.332,445.075,474.544
63432.5,3196.8,415.332,445.041,474.544
63442.5,3197.59,415.396,445.041,474.55
63452.5,3197.59,415.396,445.026,474.571
63462.5,3198.06,415.447,445.042,474.571
63472.5,3198.06,415.441,445.02,474.521
63482.5,3199.41,415.441,445.058,474.318
63492.5,3200.28,415.434,445.058,474.524
63502.5,3200.28,415.434,445.125,474.511
63512.5,3199.54,415.399,445.148,474.511
63522.5,3199.54,415.374,445.148,474.536
63532.5,3199.69,415.374,445.219,474.585
63542.5,3199.6,415.414,445.219,474.585
63552.5,3199.6,415.415,445.227,474.668
63562.5,3198.41,415.422,445.192,474.668
63572.5,3195.05,415.502,445.192,474.699
63582.5,3199.74,415.502,445.121,474.65
63592.5,3200.64,415.534,445.121,474.65
63602.5,3200.64,415.556,445.14,474.647
63612.5,3201.09,415.556,445.146,474.647
63622.5,3201.6,415.539,445.146,474.615
63632.5,3201.6,415.539,445.189,474.615
63642.5,3201.63,415.49,445.119,474.615
63652.5,3201.63,415.484,445.278,474.664
63662.5,3200.79,415.484,445.277,474.28
63672.5,3200.4,415.477,445.277,474.719
63682.5,3200.4,415.477,445.292,474.759
63692.5,3200.07,415.545,445.288,474.759
63702.5,3200.07,415.566,445.288,474.786
63712.5,3201.17,415.566,445.271,474.829
63722.5,3201.51,415.626,445.271,474.829
63732.5,3201.51,415.406,445.255,474.776
63742.5,3203.03,415.635,445.259,474.776
63752.5,3197.66,415.644,445.259,474.721
63762.5,3203.41,415.644,445.325,474.723
63772.5,3203.32,415.606,445.325,474.723
63782.5,3203.32,415.593,445.329,474.727
63792.5,3203.19,415.593,445.359,474.727
63802.5,3203.84,415.609,445.359,474.779
63812.5,3202.88,415.609,445.406,474.822
63822.5,3202.43,415.593,445.18,474.822
63832.5,3202.43,415.647,445.409,474.924
63842.5,3202.12,415.647,445.375,474.193
63852.5,3202.91,415.706,445.375,474.942
63862.5,3202.91,415.706,445.359,474.906
63872.5,3204.27,415.754,445.361,474.906
63882.5,3204.27,415.742,445.361,474.874
63892.5,3204.69,415.742,445.381,474.85
63902.5,3205.06,415.713,445.381,474.85
63912.5,3205.06,415.377,445.424,474.845
63922.5,3204.02,415.672,445.489,474.845
63932.5,3204.02,415.663,445.489,474.942
63942.5,3203.81,415.663,445.488,474.96
63952.5,3203.5,415.69,445.488,474.96
63962.5,3203.5,415.699,445.501,475.004
63972.5,3203.64,415.699,445.504,475.004
63982.5,3205.08,415.758,445.504,475.047
63992.5,3205.02,415.758,445.442,475.02
64002.5,3205.61,415.827,445.246,475.02
64012.5,3205.61,415.824,445.48,474.961
64022.5,3206.6,415.824,445.493,474.961
64032.5,3206.75,415.787,445.493,474.961
64042.5,3206.75,415.787,445.568,474.988
64052.5,3206.14,415.759,445.586,474.988
64062.5,3206.14,415.787,445.586,475.007
64072.5,3205.82,415.787,445.632,474.993
64082.5,3205.6,415.799,445.632,475.138
64092.5,3205.6,415.102,445.587,475.124
64102.5,3205.39,415.843,445.545,475.124
64112.5,3205.39,415.861,445.545,475.11
64122.5,3206.16,415.861,445.53,475.107
64132.5,3207.32,415.885,445.53,475.107
64142.5,3207.32,415.865,445.538,475.066
64152.5,3208.01,415.891,445.585,475.066
64162.5,3205.42,415.876,445.585,475.055
64172.5,3207.36,415.876,445.65,475.07
64182.5,3207.83,415.853,445.165,475.07
64192.5,3207.83,415.851,445.703,475.111
64202.5,3207.37,415.851,445.733,475.111
64212.5,3207.51,415.895,445.733,475.196
64222.5,3207.51,415.895,445.738,475.177
64232.5,3207.29,415.899,445.74,475.177
64242.5,3207.29,415.945,445.74,475.257
64252.5,3207.31,415.945,445.689,475.061
64262.5,3208.35,415.989,445.689,475.253
64272.5,3208.35,415.989,445.665,475.234
64282.5,3209.68,416.024,445.686,475.234
64292.5,3209.68,415.992,445.686,475.178
64302.5,3210.13,415.992,445.752,475.191
64312.5,3210.16,415.98,445.752,475.191
64322.5,3210.16,416.033,445.764,475.209
64332.5,3210.0,416.004,445.797,475.209
64342.5,3209.26,415.989,445.797,475.248
64352.5,3209.06,415.989,445.818,475.278
64362.5,3209.42,415.959,445.367,475.278
64372.5,3209.42,415.971,445.85,475.316
64382.5,3208.61,415.971,445.843,475.316
64392.5,3209.06,416.026,445.843,475.37
64402.5,3209.06,416.026,445.851,475.411
64412.5,3209.57,416.101,445.838,475.411
64422.5,3209.57,416.149,445.838,475.376
64432.5,3210.65,416.149,445.794,475.225
64442.5,3211.96,416.127,445.794,475.319
64452.5,3211.96,416.127,445.841,475.331
64462.5,3212.13,416.083,445.848,475.331
64472.5,3212.13,416.08,445.848,475.326
64482.5,3211.99,416.08,445.9,475.346
64492.5,3211.41,416.063,445.9,475.346
64502.5,3211.41,416.12,445.933,475.39
64512.5,3210.52,416.082,445.964,475.39
64522.5,3208.71,416.107,445.964,475.441
64532.5,3210.55,416.107,445.922,475.502
64542.5,3210.83,416.151,445.526,475.502
64552.5,3210.83,416.207,445.929,475.52
64562.5,3211.54,416.207,445.908,475.52
64572.5,3212.12,416.215,445.908,475.508
64582.5,3212.12,416.215,445.897,475.469
64592.5,3213.04,416.254,445.916,475.469
64602.5,3213.04,416.225,445.916,475.462
64612.5,3213.6,416.225,445.929,475.45
64622.5,3213.92,416.203,445.929,475.444
64632.5,3213.92,416.203,446.058,475.501
64642.5,3213.59,416.191,446.026,475.501
64652.5,3213.59,416.161,446.026,475.517
64662.5,3212.38,416.161,446.045,475.559
64672.5,3212.9,416.19,446.045,475.559
64682.5,3212.9,416.176,446.075,475.617
64692.5,3212.62,416.236,446.062,475.617
64702.5,3212.92,416.307,446.062,475.65
64712.5,3214.59,416.307,446.01,475.607
64722.5,3215.1,416.354,446.01,475.607
64732.5,3215.1,416.326,446.027,475.588
64742.5,3215.3,416.326,446.043,475.588
64752.5,3215.83,416.324,446.043,475.575
64762.5,3215.83,416.324,446.105,475.607
64772.5,3216.16,416.319,446.032,475.607
64782.5,3216.16,416.272,446.171,475.609
64792.5,3214.84,416.272,446.172,475.513
64802.5,3213.92,416.306,446.172,475.743
64812.5,3213.92,416.306,446.161,475.708
64822.5,3214.02,416.328,446.139,475.708
64832.5,3214.02,416.329,446.139,475.732
64842.5,3214.86,416.329,446.111,475.736
64852.5,3215.48,416.38,446.111,475.736
64862.5,3215.48,416.202,446.112,475.696
64872.5,3216.27,416.401,446.101,475.696
64882.5,3210.19,416.422,446.101,475.661
64892.5,3217.0,416.422,446.197,475.659
64902.5,3216.81,416.344,446.197,475.659
64912.5,3216.81,416.349,446.226,475.693
64922.5,3216.38,416.349,446.238,475.693
64932.5,3215.99,416.356,446.238,475.761
64942.5,3215.99,416.356,446.247,475.801
64952.5,3215.78,416.398,446.2,475.801
64962.5,3215.78,416.436,446.26,475.851
64972.5,3216.41,416.436,446.22,475.375
64982.5,3217.0,416.492,446.22,475.813
64992.5,3217.0,416.492,446.207,475.799
65002.5,3218.19,416.504,446.198,475.799
65012.5,3218.19,416.491,446.198,475.765
65022.5,3218.88,416.491,446.222,475.772
65032.5,3218.79,416.464,446.222,475.772
65042.5,3218.79,416.288,446.301,475.784
65052.5,3217.79,416.452,446.354,475.784
65062.5,3213.86,416.427,446.354,475.861
65072.5,3217.05,416.427,446.344,475.917
65082.5,3217.45,416.486,446.344,475.917
65092.5,3217.45,416.55,446.354,475.983
65102.5,3218.54,416.55,446.411,475.983
65112.5,3219.14,416.578,446.411,476.006
65122.5,3219.14,416.578,446.33,476.029
65132.5,3219.87,416.623,446.323,476.029
65142.5,3219.87,416.623,446.322,475.913
65152.5,3220.42,416.623,446.37,475.538
65162.5,3220.56,416.562,446.37,475.93
65172.5,3220.56,416.562,446.422,475.899
65182.5,3220.51,416.566,446.438,475.899
65192.5,3220.51,416.568,446.438,475.947
65202.5,3220.37,416.568,446.461,476.009
65212.5,3220.35,416.576,446.461,476.009
65222.5,3220.35,416.344,446.486,475.984
65232.5,3219.46,416.585,446.507,475.984
65242.5,3215.47,416.631,446.507,476.094
65252.5,3219.56,416.631,446.457,476.083
65262.5,3219.84,416.654,446.457,476.083
65272.5,3219.84,416.721,446.438,476.058
65282.5,3221.06,416.721,446.448,476.058
65292.5,3219.72,416.727,446.448,476.064
65302.5,3222.41,416.727,446.459,476.027
65312.5,3222.34,416.682,446.304,476.027
65322.5,3222.34,416.636,446.564,476.056
65332.5,3220.95,416.636,446.558,476.056
65342.5,3220.31,416.653,446.558,476.138
65352.5,3220.31,416.653,446.587,476.215
65362.5,3221.11,416.742,446.558,476.215
65372.5,3221.11,416.783,446.558,476.203
65382.5,3222.47,416.783,446.53,476.179
65392.5,3222.95,416.779,446.53,476.166
65402.5,3222.95,416.085,446.552,476.129
65412.5,3223.84,416.764,446.581,476.129
65422.5,3223.84,416.755,446.581,476.135
65432.5,3223.57,416.755,446.637,476.142
65442.5,3223.52,416.732,446.637,476.142
65452.5,3223.52,416.727,446.669,476.16
65462.5,3222.67,416.727,446.653,476.16
65472.5,3222.31,416.717,446.653,476.215
65482.5,3222.07,416.717,446.667,476.257
65492.5,3222.47,416.762,446.422,476.257
65502.5,3222.47,416.818,446.658,476.314
65512.5,3223.02,416.818,446.636,476.314
65522.5,3223.1,416.857,446.636,476.271
65532.5,3223.1,416.857,446.618,476.275
65542.5,3224.13,416.887,446.643,476.275
65552.5,3224.13,416.876,446.643,476.241
65562.5,3225.39,416.876,446.646,476.283
65572.5,3225.44,416.847,446.646,476.238
65582.5,3225.44,416.847,446.727,476.246
65592.5,3224.99,416.821,446.754,476.246
65602.5,3224.99,416.839,446.754,476.336
65612.5,3224.33,416.839,446.814,476.377
65622.5,3224.52,416.881,446.814,476.377
65632.5,3224.52,416.863,446.814,476.43
65642.5,3224.74,416.922,446.784,476.43
65652.5,3225.35,416.93,446.784,476.443
65662.5,3226.23,416.93,446.762,476.383
65672.5,3226.1,416.988,446.762,476.383
65682.5,3226.1,416.975,446.781,476.323
65692.5,3227.23,416.975,446.792,476.323
65702.5,3227.36,416.943,446.792,476.38
65712.5,3227.36,416.943,446.838,476.381
65722.5,3226.64,416.932,446.815,476.381
65732.5,3226.64,416.928,446.889,476.467
65742.5,3225.84,416.928,446.91,476.236
65752.5,3225.54,416.996,446.91,476.534
65762.5,3225.54,416.996,446.844,476.509
65772.5,3226.48,417.035,446.813,476.509
65782.5,3226.48,417.038,446.813,476.504
65792.5,3227.94,417.038,446.836,476.494
65802.5,3228.14,417.084,446.836,476.494
65812.5,3228.14,416.923,446.886,476.48
65822.5,3229.24,417.075,446.91,476.48
65832.5,3225.66,417.059,446.91,476.468
65842.5,3228.57,417.059,446.967,476.481
65852.5,3227.94,417.012,446.967,476.481
65862.5,3227.94,417.011,447.004,476.532
65872.5,3227.37,417.011,446.996,476.532
65882.5,3227.47,417.061,446.996,476.628
65892.5,3227.47,417.061,446.995,476.623
65902.5,3227.59,417.089,446.988,476.623
65912.5,3227.59,417.113,446.993,476.65
65922.5,3228.71,417.113,446.972,476.316
65932.5,3229.71,417.168,446.972,476.624
65942.5,3229.71,417.168,446.95,476.592
65952.5,3230.5,417.16,447.0,476.592
65962.5,3230.5,417.143,447.0,476.57
65972.5,3230.6,417.143,447.004,476.562
65982.5,3230.43,417.112,447.004,476.562
65992.5,3230.43,416.965,447.061,476.6
66002.5,3229.49,417.115,447.099,476.6
66012.5,3225.75,417.113,447.099,476.691
66022.5,3229.04,417.113,447.113,476.726
66032.5,3228.85,417.181,447.113,476.726
66042.5,3228.85,417.153,447.08,476.731
66052.5,3229.56,417.153,447.061,476.731
66062.5,3229.79,417.223,447.061,476.761
66072.5,3229.79,417.223,447.068,476.727
66082.5,3231.03,417.254,447.077,476.727
66092.5,3231.03,417.251,447.062,476.688
66102.5,3232.14,417.251,447.109,476.309
66112.5,3232.85,417.278,447.109,476.725
66122.5,3232.85,417.278,447.163,476.74
66132.5,3232.76,417.263,447.159,476.74
66142.5,3232.76,417.232,447.159,476.768
66152.5,3232.7,417.232,447.192,476.757
66162.5,3231.4,417.208,447.192,476.757
66172.5,3231.4,417.123,447.237,476.844
66182.5,3231.02,417.249,447.222,476.844
66192.5,3227.42,417.285,447.222,476.902
66202.5,3231.58,417.285,447.193,476.873
66212.5,3231.45,417.319,447.193,476.873
66222.5,3231.45,417.32,447.17,476.856
66232.5,3232.26,417.32,447.159,476.856
66242.5,3232.43,417.369,447.159,476.854
66252.5,3232.43,417.369,447.165,476.838
66262.5,3234.48,417.395,447.203,476.838
66272.5,3234.48,417.337,447.237,476.804
66282.5,3233.66,417.337,447.26,476.377
66292.5,3233.04,417.308,447.26,476.895
66302.5,3233.04,417.308,447.328,476.898
66312.5,3232.78,417.308,447.322,476.898
66322.5,3232.78,417.331,447.322,476.902
66332.5,3232.5,417.331,447.325,476.987
66342.5,3232.88,417.362,447.325,476.987
66352.5,3232.88,417.293,447.321,476.999
66362.5,3233.55,417.42,447.298,476.999
66372.5,3233.55,417.498,447.298,477.019
66382.5,3235.63,417.498,447.294,476.953
66392.5,3235.78,417.465,447.294,476.953
66402.5,3235.78,417.438,447.345,476.957
66412.5,3236.12,417.438,447.353,476.957
66422.5,3236.09,417.439,447.353,477.002
66432.5,3235.77,417.439,447.413,476.97
66442.5,3235.37,417.409,447.238,476.97
66452.5,3235.37,417.396,447.446,477.034
66462.5,3234.45,417.396,447.429,476.453
66472.5,3234.38,417.44,447.429,477.092
66482.5,3234.38,417.44,447.44,477.102
66492.5,3234.67,417.483,447.435,477.102
66502.5,3234.67,417.527,447.435,477.119
66512.5,3235.64,417.527,447.409,477.145
66522.5,3237.66,417.577,447.409,477.095
66532.5,3237.66,417.221,447.405,477.059
66542.5,3237.2,417.513,447.444,477.059
66552.5,3237.2,417.491,447.444,477.055
66562.5,3236.47,417.491,447.493,477.079
66572.5,3236.0,417.473,447.493,477.079
66582.5,3236.0,417.512,447.525,477.171
66592.5,3235.75,417.512,447.529,477.171
66602.5,3237.45,417.56,447.529,477.209
66612.5,3236.04,417.56,447.483,477.189
66622.5,3236.79,417.597,447.039,477.189
66632.5,3236.79,417.637,447.501,477.153
66642.5,3237.75,417.637,447.474,477.153
66652.5,3238.62,417.632,447.474,477.145
66662.5,3238.62,417.632,447.469,477.149
66672.5,3238.98,417.643,447.531,477.149
66682.5,3238.98,417.638,447.531,477.153
66692.5,3239.61,417.638,447.619,477.191
66702.5,3239.03,417.635,447.619,477.222
66712.5,3239.03,417.178,447.634,477.226
66722.5,3237.98,417.605,447.644,477.226
66732.5,3237.98,417.61,447.644,477.296
66742.5,3237.89,417.61,447.663,477.351
66752.5,3238.24,417.676,447.663,477.351
66762.5,3238.24,417.706,447.637,477.35
66772.5,3238.52,417.706,447.593,477.35
66782.5,3239.14,417.738,447.593,477.324
66792.5,3240.4,417.738,447.607,477.293
66802.5,3240.88,417.755,447.328,477.293
66812.5,3240.88,417.712,447.65,477.269
66822.5,3241.08,417.712,447.662,477.269
66832.5,3241.21,417.717,447.662,477.28
66842.5,3241.21,417.717,447.699,477.328
66852.5,3240.48,417.714,447.748,477.328
66862.5,3240.48,417.699,447.748,477.339
66872.5,3239.95,417.699,447.753,477.281
66882.5,3239.97,417.743,447.753,477.418
66892.5,3239.97,417.074,447.784,477.442
66902.6,3239.61,417.781,447.718,477.442
66912.5,3239.61,417.81,447.718,477.461
66922.6,3240.21,417.81,447.739,477.543
66932.6,3242.51,417.898,447.739,477.543
66942.5,3242.51,417.807,447.783,477.486
66952.5,3242.38,417.861,447.739,477.486
66962.6,3241.17,417.889,447.739,477.433
66972.6,3243.83,417.889,447.858,477.463
66982.6,3242.64,417.837,447.126,477.463
66992.6,3242.64,417.794,447.859,477.473
67002.6,3241.29,417.794,447.876,477.473
67012.6,3241.72,417.827,447.876,477.561
67022.6,3241.72,417.827,447.896,477.595
67032.6,3241.46,417.86,447.848,477.595
67042.6,3241.46,417.909,447.848,477.599
67052.6,3242.34,417.909,447.845,477.299
67062.6,3243.23,417.952,447.845,477.547
67072.6,3243.23,417.952,447.82,477.53
67082.6,3244.43,417.929,447.848,477.53
67092.6,3244.43,417.958,447.848,477.511
67102.6,3245.13,417.958,447.897,477.51
67112.6,3245.0,417.942,447.897,477.51
67122.6,3245.0,417.965,447.961,477.549
67132.6,3243.7,417.908,447.965,477.549
67142.6,3241.51,417.896,447.965,477.629
67152.6,3243.34,417.896,447.995,477.684
67162.6,3242.98,417.94,447.27,477.684
67172.6,3242.98,417.974,447.973,477.698
67182.6,3243.8,417.974,447.986,477.698
67192.6,3244.71,418.049,447.986,477.754
67202.6,3244.71,418.049,447.959,477.729
67212.6,3245.79,418.074,447.944,477.729
67222.6,3245.79,418.058,447.953,477.653
67232.6,3246.2,418.058,448.004,477.712
67242.6,3245.67,417.986,448.004,477.727
67252.6,3245.67,417.986,448.05,477.678
67262.6,3245.05,418.008,448.052,477.678
67272.6,3245.05,417.981,448.052,477.717
67282.6,3244.64,417.981,448.065,477.778
67292.6,3244.32,418.015,448.065,477.778
67302.6,3244.32,417.989,448.046,477.832
67312.6,3245.55,418.116,448.028,477.832
67322.6,3240.32,418.141,448.028,477.783
67332.6,3247.91,418.141,448.021,477.732
67342.6,3247.87,418.115,448.021,477.732
67352.6,3247.87,418.133,448.073,477.74
67362.6,3247.73,418.133,448.091,477.74
67372.6,3247.98,418.109,448.091,477.78
67382.6,3247.98,418.109,448.144,477.775
67392.6,3247.28,418.081,447.985,477.775
67402.6,3247.28,418.073,448.194,477.853
67412.6,3246.33,418.073,448.18,477.522
67422.6,3246.87,418.186,448.18,477.945
67432.6,3246.87,418.186,448.193,478.024
67442.6,3247.88,418.259,448.221,478.024
67452.6,3247.88,418.236,448.221,478.0
67462.6,3247.85,418.236,448.136,477.884
67472.6,3249.29,418.225,448.136,477.884
67482.6,3249.29,417.991,448.152,477.872
67492.6,3249.89,418.203,448.176,477.872
67502.6,3249.89,418.199,448.176,477.872
67512.6,3248.93,418.199,448.261,477.916
67522.6,3248.62,418.167,448.261,477.916
67532.6,3248.62,418.168,448.306,477.984
67542.6,3247.69,418.168,448.274,477.984
67552.6,3249.61,418.201,448.274,478.011
67562.6,3248.65,418.201,448.207,478.007
67572.6,3249.8,418.314,447.832,478.007
67582.6,3249.8,418.296,448.229,477.923
67592.6,3250.57,418.296,448.238,477.923
67602.6,3250.72,418.247,448.238,477.925
67612.6,3250.72,418.247,448.315,477.971
67622.6,3250.05,418.226,448.32,477.971
67632.6,3250.05,418.241,448.32,478.032
67642.6,3249.12,418.241,448.349,477.89
67652.6,3249.07,418.27,448.349,478.101
67662.6,3249.07,418.27,448.304,478.119
67672.6,3250.7,418.384,448.309,478.119
67682.6,3250.7,418.381,448.309,478.079
67692.6,3251.13,418.381,448.298,478.077
67702.6,3251.75,418.385,448.298,478.077
67712.6,3251.75,418.365,448.304,478.044
67722.6,3252.09,418.381,448.339,478.044
67732.6,3249.94,418.369,448.339,478.027
67742.6,3251.84,418.369,448.393,478.064
67752.6,3252.34,418.343,447.832,478.064
67762.6,3252.34,418.334,448.452,478.113
67772.6,3250.79,418.334,448.444,478.113
67782.6,3250.82,418.367,448.444,478.201
67792.6,3250.82,418.367,448.452,478.235
67802.6,3251.0,418.424,448.467,478.235
67812.6,3251.0,418.394,448.467,478.212
67822.6,3250.93,418.394,448.404,478.089
67832.6,3252.05,418.456,448.404,478.203
67842.6,3252.05,418.456,448.405,478.189
67852.6,3253.4,418.482,448.392,478.189
67862.6,3253.4,418.453,448.392,478.148
67872.6,3253.93,418.453,448.444,478.147
67882.6,3254.11,418.434,448.444,478.147
67892.6,3254.11,418.493,448.501,478.166
67902.6,3253.77,418.447,448.562,478.166
67912.6,3250.97,418.427,448.562,478.257
67922.6,3252.73,418.427,448.6,478.323
67932.6,3252.64,418.473,447.941,478.323
67942.6,3252.64,418.505,448.58,478.336
67952.6,3253.08,418.505,448.535,478.336
67962.6,3253.74,418.559,448.535,478.36
67972.6,3253.74,418.559,448.528,478.348
67982.6,3254.47,418.597,448.56,478.348
67992.6,3254.47,418.598,448.542,478.32
68002.6,3255.25,418.598,448.534,478.339
68012.6,3256.11,418.596,448.534,478.307
68022.6,3256.11,418.596,448.559,478.311
68032.6,3256.04,418.57,448.63,478.311
68042.6,3256.04,418.565,448.63,478.308
68052.6,3255.72,418.565,448.673,478.331
68062.6,3255.03,418.531,448.673,478.331
68072.6,3255.03,418.595,448.695,478.395
68082.6,3254.8,418.567,448.701,478.395
68092.6,3253.89,418.575,448.701,478.446
68102.6,3254.64,418.575,448.672,478.466
68112.6,3254.93,418.636,448.672,478.466
68122.6,3254.93,418.661,448.655,478.48
68132.6,3255.74,418.661,448.657,478.48
68142.6,3256.45,418.706,448.657,478.467
68152.6,3256.45,418.706,448.661,478.441
68162.6,3257.42,418.71,448.65,478.441
68172.6,3257.42,418.661,448.678,478.421
68182.6,3258.27,418.661,448.708,478.421
68192.6,3256.95,418.629,448.708,478.434
68202.6,3256.95,418.629,448.735,478.422
68212.6,3256.4,418.619,448.758,478.422
68222.6,3256.4,418.64,448.758,478.533
68232.6,3256.16,418.64,448.8,478.575
68242.6,3256.33,418.663,448.8,478.575
68252.6,3256.33,418.62,448.786,478.585
68262.6,3257.01,418.729,448.741,478.585
68272.6,3252.98,418.782,448.741,478.555
68282.6,3259.41,418.782,448.779,478.531
68292.6,3258.6,418.775,448.779,478.531
68302.6,3258.6,418.76,448.766,478.484
68312.6,3258.92,418.76,448.824,478.484
68322.6,3258.61,418.69,448.824,478.531
68332.6,3258.61,418.69,448.851,478.573
68342.6,3257.33,418.72,448.605,478.573
68352.6,3257.33,418.741,448.845,478.636
68362.6,3257.72,418.741,448.805,477.926
68372.6,3258.47,418.814,448.805,478.631
68382.6,3258.47,418.814,448.789,478.6
68392.6,3259.92,418.815,448.81,478.6
68402.6,3259.92,418.805,448.81,478.537
68412.6,3259.88,418.805,448.846,478.55
68422.6,3259.14,418.735,448.846,478.584
68432.6,3259.14,418.329,448.942,478.69
