1.56955E+0	3.34148E+0	4.70000E+1	3.85596E+0	5.85825E+2	7.65568E+2	NaN	3.00750E-4	NaN	NaN	7.17780E+1	NaN
2.98177E+0	3.34148E+0	4.70000E+1	3.85596E+0	5.82754E+2	7.71999E+2	NaN	3.01179E-4	NaN	NaN	7.17780E+1	NaN
4.30186E+0	3.34148E+0	1.65000E+1	3.85596E+0	5.82464E+2	7.67097E+2	NaN	3.01825E-4	NaN	NaN	7.17780E+1	NaN
5.56546E+0	3.34148E+0	1.65000E+1	3.85596E+0	5.85465E+2	7.50960E+2	NaN	3.00214E-4	NaN	NaN	7.17780E+1	NaN
6.94578E+0	3.34148E+0	1.65000E+1	3.85596E+0	5.86789E+2	7.36522E+2	NaN	3.00750E-4	NaN	NaN	7.17780E+1	NaN
8.19532E+0	3.34148E+0	8.10000E+0	3.85596E+0	5.82001E+2	7.16560E+2	NaN	3.01609E-4	NaN	NaN	7.17780E+1	NaN
9.48240E+0	3.34148E+0	8.10000E+0	3.85596E+0	5.84455E+2	7.08571E+2	NaN	3.01287E-4	NaN	NaN	7.17780E+1	NaN
1.07547E+1	3.34148E+0	6.08000E+0	3.85596E+0	5.84336E+2	6.87150E+2	NaN	3.00643E-4	NaN	NaN	7.17780E+1	NaN
1.53925E+0	3.34148E+0	5.28460E+0	3.85596E+0	5.80912E+2	6.69349E+2	NaN	3.01179E-4	NaN	NaN	7.17780E+1	NaN
2.79621E+0	3.34148E+0	5.28460E+0	3.85596E+0	5.84395E+2	6.67296E+2	NaN	3.01179E-4	NaN	NaN	7.17780E+1	NaN
4.05237E+0	3.34148E+0	5.28460E+0	3.85596E+0	5.84514E+2	6.64640E+2	NaN	3.00643E-4	NaN	NaN	7.17780E+1	NaN
5.39772E+0	3.34148E+0	5.30340E+0	3.85596E+0	5.81369E+2	6.61228E+2	NaN	3.00643E-4	NaN	NaN	7.17780E+1	NaN
6.66892E+0	3.34148E+0	5.30560E+0	3.85596E+0	5.83220E+2	6.57736E+2	NaN	3.00750E-4	NaN	NaN	7.17780E+1	NaN
8.04479E+0	3.34148E+0	5.30690E+0	3.85596E+0	5.87580E+2	6.58037E+2	NaN	3.01179E-4	NaN	NaN	7.17780E+1	NaN
9.34677E+0	3.34148E+0	5.30740E+0	3.85596E+0	5.84988E+2	6.51254E+2	NaN	3.00643E-4	NaN	NaN	7.17780E+1	NaN
