Time (s),Temp (Ohm) (X????1),Temp (Ohm) (X58257),Temp (Ohm) (X????2),Pressure (Torr),col11
87702.9,429.858,3460.11,461.067,0.000103956,491.915
87712.9,429.858,3461.27,461.05,0.000104172,491.915
87722.9,429.857,3459.97,461.05,0.000104068,491.854
87732.9,429.857,3462.21,461.048,0.000104052,491.859
87742.9,429.854,3462.03,460.75,0.000103964,491.859
87752.9,429.815,3462.03,461.094,0.000104212,491.854
87762.9,429.815,3461.83,461.158,0.000103869,491.854
87772.9,429.789,3461.67,461.158,0.000104028,491.869
87782.9,429.789,3461.67,461.198,0.000103877,491.899
87792.9,429.798,3461.63,461.205,0.000103861,491.899
87802.9,429.796,3461.63,461.205,0.000104076,491.942
87812.9,429.796,3460.47,461.197,0.000103924,491.837
87822.9,429.824,3460.2,461.197,0.000104092,492.013
87832.9,429.128,3460.2,461.193,0.000103885,492.045
87842.9,429.897,3460.65,461.147,0.000104076,492.045
87852.9,429.917,3460.65,461.147,0.000103924,492.02
87862.9,429.917,3462.11,461.163,0.00010402,491.997
87872.9,429.931,3462.22,461.163,0.000103845,491.997
87882.9,429.942,3462.22,461.139,0.000104052,491.978
87892.9,429.942,3463.39,461.151,0.000104084,491.978
87902.9,429.96,3460.96,461.151,0.00010394,491.982
87912.9,429.96,3463.91,461.182,0.000103948,491.94
87922.9,429.897,3463.46,460.846,0.000104092,491.94
87932.9,429.867,3463.46,461.27,0.000103972,491.971
87942.9,429.867,3462.28,461.29,0.000103988,491.971
87952.9,429.867,3461.93,461.29,0.000103948,492.03
87962.9,429.867,3461.93,461.262,0.000104212,492.083
87972.9,429.903,3461.55,461.26,0.000103988,492.083
87982.9,429.914,3461.55,461.26,0.000104164,492.099
87992.9,429.914,3462.53,461.234,0.00010418,491.985
88002.9,430.005,3463.11,461.234,0.000104084,492.11
88012.9,430.005,3463.11,461.198,0.000104012,492.078
88022.9,429.993,3463.91,461.215,0.000104044,492.078
88032.9,429.974,3463.91,461.215,0.000103964,492.01
88042.9,429.974,3464.94,461.254,0.000104164,491.997
88052.9,429.953,3464.6,461.254,0.000103845,491.997
88062.9,429.982,3464.6,461.293,0.000103908,492.011
88072.9,429.95,3464.84,461.302,0.000104076,492.011
88082.9,429.941,3461.91,461.302,0.00010422,492.031
88092.9,429.941,3464.04,461.335,0.000103916,492.057
88102.9,429.941,3463.04,460.877,0.000103781,492.057
88112.9,429.945,3463.04,461.378,0.000103932,492.17
88122.9,429.945,3462.88,461.32,0.000104172,492.17
88132.9,429.998,3462.61,461.32,0.000104452,492.18
88142.9,429.998,3462.61,461.271,0.000103861,492.152
88152.9,430.015,3463.55,461.284,0.00010406,492.152
88162.9,430.055,3463.55,461.284,0.000103924,492.126
88172.9,430.055,3464.9,461.264,0.000104188,491.854
88182.9,430.012,3465.73,461.264,0.000103924,492.069
88192.9,430.012,3465.73,461.306,0.00010414,492.066
88202.9,429.986,3465.2,461.374,0.000104172,492.066
88212.9,429.99,3465.2,461.374,0.000103789,492.088
88222.9,429.99,3464.33,461.4,0.000103749,492.145
88232.9,430.014,3464.07,461.4,0.000103972,492.145
88242.9,429.977,3464.07,461.421,0.000104084,492.264
88252.9,430.094,3464.44,461.385,0.00010398,492.264
88262.9,430.096,3464.24,461.385,0.000103964,492.274
88272.9,430.096,3465.54,461.333,0.000104068,492.207
88282.9,430.136,3466.03,461.333,0.000103972,492.207
88292.9,430.102,3466.03,461.356,0.000103916,492.15
88302.9,430.102,3466.81,461.384,0.000103869,492.15
88312.9,430.053,3466.72,461.384,0.000104228,492.147
88322.9,430.053,3466.72,461.393,0.000104084,492.17
88332.9,430.017,3465.9,461.29,0.000104044,492.17
88342.9,430.053,3465.9,461.47,0.000103932,492.247
88352.9,430.053,3465.27,461.46,0.000104164,492.039
88362.9,430.062,3464.74,461.46,0.000104124,492.315
88372.9,430.062,3464.74,461.435,0.000103996,492.311
88382.9,430.09,3464.97,461.443,0.0001041,492.311
88392.9,430.154,3464.97,461.443,0.000104268,492.32
88402.9,430.154,3466.38,461.445,0.000104132,492.341
88412.9,430.175,3466.13,461.445,0.000103908,492.341
88422.9,430.0,3466.13,461.441,0.000104164,492.335
88432.9,430.186,3467.95,461.456,0.000103916,492.335
88442.9,430.199,3462.31,461.456,0.000103972,492.34
88452.9,430.199,3468.06,461.44,0.000103885,492.226
88462.9,430.165,3468.34,461.44,0.000103869,492.226
88472.9,430.13,3468.34,461.498,0.000104076,492.244
88482.9,430.13,3467.03,461.543,0.000104116,492.244
88492.9,430.114,3467.47,461.543,0.000104124,492.322
88502.9,430.114,3467.47,461.566,0.000104028,492.343
88512.9,430.138,3466.5,461.441,0.000104084,492.343
88522.9,430.128,3466.5,461.556,0.000104012,492.397
88532.9,430.128,3466.23,461.527,0.000104116,492.065
88542.9,430.2,3466.63,461.527,0.000104156,492.424
88552.9,430.2,3466.63,461.514,0.0001041,492.407
88562.9,430.253,3468.0,461.5,0.000104108,492.407
88572.9,430.284,3468.0,461.5,0.0001041,492.367
88582.9,430.284,3468.68,461.502,0.000103964,492.365
88592.9,430.232,3469.26,461.502,0.000103948,492.365
88602.9,429.997,3469.26,461.534,0.000103885,492.31
88612.9,430.18,3468.84,461.556,0.000103877,492.31
88622.9,430.164,3463.24,461.556,0.000104028,492.359
88632.9,430.164,3468.37,461.603,0.000104036,492.362
88642.9,430.157,3468.69,461.603,0.0001039,492.362
88652.9,430.198,3468.69,461.662,0.000103869,492.427
88662.9,430.198,3468.01,461.633,0.000103821,492.427
88672.9,430.214,3467.79,461.633,0.000103924,492.523
88682.9,430.214,3467.79,461.632,0.000104148,492.498
88692.9,430.253,3467.84,461.487,0.000103964,492.498
88702.9,430.32,3467.84,461.576,0.000103996,492.489
88712.9,430.32,3469.27,461.59,0.000104028,491.955
88722.9,430.338,3469.78,461.59,0.000104164,492.471
88732.9,430.338,3469.78,461.613,0.000104012,492.439
88742.9,430.328,3470.69,461.611,0.00010402,492.439
88752.9,430.303,3470.69,461.611,0.00010394,492.406
88762.9,430.303,3471.3,461.672,0.000104124,492.43
88772.9,430.287,3471.54,461.672,0.000103972,492.43
88782.9,430.112,3471.54,461.673,0.000104164,492.452
88792.9,430.292,3471.05,461.704,0.000103908,492.452
88802.9,430.281,3465.84,461.704,0.000103893,492.497
88812.9,430.281,3470.07,461.727,0.000103908,492.517
88822.9,430.291,3469.55,461.727,0.000103932,492.517
88832.9,430.268,3469.55,461.748,0.000104172,492.542
88842.9,430.268,3470.4,461.773,0.000103908,492.542
88852.9,430.302,3468.94,461.773,0.000104076,492.613
88862.9,430.302,3468.94,461.67,0.000103893,492.583
88872.9,430.355,3469.76,461.71,0.0001039,492.583
88882.9,430.406,3469.76,461.692,0.000104004,492.585
88892.9,430.406,3471.41,461.639,0.0001041,492.007
88902.9,430.394,3472.15,461.639,0.000104108,492.502
88912.9,430.394,3472.15,461.705,0.000104004,492.498
88922.9,430.358,3472.1,461.705,0.000104108,492.498
88932.9,430.366,3472.1,461.705,0.000103924,492.464
88942.9,430.366,3472.06,461.737,0.000104188,492.506
88952.9,430.331,3472.21,461.737,0.000104004,492.506
88962.9,430.245,3472.21,461.729,0.000103853,492.496
88972.9,430.316,3471.2,461.81,0.000104028,492.496
88982.9,430.35,3468.86,461.81,0.000103948,492.593
88992.9,430.35,3470.98,461.829,0.000104204,492.636
89002.9,430.383,3470.68,461.829,0.0001041,492.636
89012.9,430.391,3470.68,461.803,0.000103853,492.682
89022.9,430.391,3471.19,461.769,0.000103845,492.682
89032.9,430.401,3470.88,461.769,0.000103988,492.695
89042.9,430.401,3470.88,461.75,0.000104004,492.663
89052.9,430.489,3472.07,461.765,0.000104116,492.663
89062.9,430.486,3472.07,461.746,0.000103996,492.627
89072.9,430.486,3473.25,461.744,0.000104116,492.148
89082.9,430.454,3473.63,461.744,0.00010418,492.578
89092.9,430.454,3473.63,461.803,0.000104044,492.584
89102.9,430.42,3473.84,461.847,0.00010406,492.584
89112.9,430.411,3473.84,461.847,0.000103988,492.617
89122.9,430.411,3472.77,461.88,0.000103956,492.666
89132.9,430.422,3472.39,461.88,0.000104156,492.666
89142.9,430.341,3472.39,461.902,0.00010394,492.755
89152.9,430.473,3472.14,461.91,0.00010402,492.755
89162.9,430.485,3468.59,461.91,0.000104124,492.795
89172.9,430.485,3472.46,461.849,0.00010406,492.776
89182.9,430.52,3472.83,461.849,0.000104076,492.776
89192.9,430.547,3472.83,461.843,0.000104092,492.784
89202.9,430.547,3472.95,461.853,0.000103948,492.784
89212.9,430.574,3473.75,461.853,0.000104212,492.755
89222.9,430.574,3473.75,461.847,0.000104004,492.775
89232.9,430.578,3474.3,461.881,0.00010426,492.775
89242.9,430.573,3474.3,461.853,0.000103885,492.744
89252.9,430.573,3475.3,461.867,0.000103964,492.381
89262.9,430.557,3475.26,461.867,0.000103861,492.711
89272.9,430.557,3475.26,461.886,0.000103972,492.667
89282.9,430.486,3474.93,461.929,0.00010406,492.667
89292.9,430.468,3474.93,461.929,0.000104164,492.735
89302.9,430.468,3473.99,461.953,0.000104068,492.74
89312.9,430.487,3473.87,461.953,0.000103948,492.74
89322.9,430.485,3473.87,462.029,0.000104108,492.864
89332.9,430.56,3473.74,461.973,0.000103916,492.864
89342.9,430.563,3469.11,461.973,0.000103885,492.879
89352.9,430.563,3474.6,461.962,0.000104188,492.875
89362.9,430.613,3475.05,461.962,0.000104204,492.875
89372.9,430.651,3475.05,461.92,0.000104172,492.858
89382.9,430.651,3476.24,461.931,0.000104012,492.858
89392.9,430.633,3475.62,461.931,0.000103924,492.83
89402.9,430.633,3475.62,461.913,0.000104084,492.798
89412.9,430.619,3476.49,461.891,0.000104044,492.798
89422.9,430.589,3476.49,461.972,0.000103956,492.77
89432.9,430.589,3476.44,462.0,0.000103916,492.24
89442.9,430.567,3475.94,462.0,0.000104116,492.827
89452.9,430.567,3475.94,462.066,0.000104116,492.87
89462.9,430.559,3475.64,462.056,0.000103885,492.87
89472.9,430.584,3475.64,462.056,0.000103821,492.911
89482.9,430.584,3475.19,462.078,0.000103964,492.959
89492.9,430.61,3475.22,462.078,0.000103908,492.959
89502.9,430.517,3475.22,462.04,0.000103948,492.973
89512.9,430.68,3475.55,461.996,0.000103948,492.973
89522.9,430.694,3470.2,461.996,0.000103972,492.961
89532.9,430.694,3477.2,462.006,0.000103861,492.938
89542.9,430.727,3478.0,462.006,0.000104068,492.938
89552.9,430.718,3478.0,462.041,0.000104124,492.93
89562.9,430.718,3478.09,462.038,0.000104156,492.93
89572.9,430.737,3478.41,462.038,0.000103717,492.875
89582.9,430.737,3478.41,462.08,0.000103996,492.882
89592.9,430.665,3478.08,461.978,0.000103885,492.882
89602.9,430.629,3478.08,462.131,0.000103829,492.924
89612.9,430.629,3476.52,462.169,0.000104172,492.668
89622.9,430.666,3476.08,462.169,0.00010402,493.041
89632.9,430.666,3476.08,462.15,0.000103956,493.011
89642.9,430.675,3476.35,462.128,0.000104044,493.011
89652.9,430.67,3476.35,462.128,0.00010406,493.038
89662.9,430.67,3476.35,462.13,0.000103853,493.057
89672.9,430.728,3476.45,462.13,0.000104052,493.057
89682.9,430.616,3476.45,462.107,0.0001039,493.066
89692.9,430.78,3477.58,462.094,0.000103845,493.066
89702.9,430.8,3471.06,462.094,0.000104036,493.021
89712.9,430.8,3479.09,462.111,0.00010414,493.012
89722.9,430.816,3480.15,462.111,0.00010398,493.012
89732.9,430.779,3480.15,462.169,0.00010398,492.983
89742.9,430.779,3480.04,462.174,0.000104108,492.983
89752.9,430.746,3479.54,462.174,0.000103972,492.995
89762.9,430.746,3479.54,462.208,0.000103869,493.019
89772.9,430.742,3479.33,462.077,0.000104044,493.019
89782.9,430.754,3479.33,462.25,0.000103893,493.08
89792.9,430.754,3478.43,462.266,0.000103916,492.593
89802.9,430.748,3477.77,462.266,0.000104156,493.172
89812.9,430.748,3477.77,462.216,0.00010398,493.162
89822.9,430.772,3477.98,462.221,0.00010414,493.162
89832.9,430.838,3477.98,462.221,0.000104068,493.157
89842.9,430.838,3478.23,462.211,0.000104028,493.166
89852.9,430.85,3479.94,462.211,0.000104028,493.166
89862.9,430.723,3479.94,462.186,0.000103813,493.164
89872.9,430.937,3480.61,462.168,0.000104036,493.164
89882.9,430.865,3472.88,462.168,0.000104092,493.064
89892.9,430.865,3481.08,462.226,0.000104108,493.078
89902.9,430.833,3481.0,462.226,0.000104036,493.078
89912.9,430.834,3481.0,462.262,0.000103837,493.055
89922.9,430.834,3480.38,462.291,0.00010418,493.055
89932.9,430.799,3481.09,462.291,0.000104052,493.133
89942.9,430.799,3481.09,462.333,0.00010406,493.176
89952.9,430.82,3480.06,462.192,0.000103908,493.176
89962.9,430.795,3480.06,462.361,0.0001039,493.24
89972.9,430.795,3479.55,462.33,0.00010402,492.606
89982.9,430.871,3479.65,462.33,0.000103908,493.248
89992.9,430.871,3479.65,462.296,0.000103916,493.258
90002.9,430.923,3480.35,462.287,0.00010398,493.258
90012.9,430.945,3480.35,462.287,0.000104068,493.243
90022.9,430.945,3480.9,462.257,0.000104156,493.211
90032.9,430.945,3482.37,462.257,0.000103916,493.211
90042.9,430.7,3482.37,462.293,0.000104212,493.161
90052.9,430.924,3482.06,462.3,0.000104108,493.161
90062.9,430.922,3475.29,462.3,0.000104116,493.186
90072.9,430.922,3482.48,462.356,0.000104292,493.182
90082.9,430.889,3482.12,462.356,0.000103837,493.182
90092.9,430.89,3482.12,462.371,0.000104004,493.172
90102.9,430.89,3481.67,462.387,0.000104084,493.172
90112.9,430.879,3481.98,462.387,0.000104068,493.238
90122.9,430.879,3481.98,462.399,0.000104244,493.252
90132.9,430.885,3480.57,462.265,0.000103916,493.252
90142.9,430.93,3480.57,462.409,0.000104116,493.324
90152.9,430.93,3481.29,462.372,0.000104164,492.876
90162.9,430.989,3481.4,462.372,0.000104012,493.347
90172.9,430.989,3481.4,462.354,0.000104164,493.326
90182.9,430.996,3482.09,462.321,0.000103908,493.326
90192.9,431.033,3482.09,462.321,0.000104124,493.322
90202.9,431.033,3483.13,462.367,0.000103972,493.294
90212.9,431.046,3484.21,462.367,0.000103908,493.294
90222.9,430.854,3484.21,462.388,0.000103757,493.261
90232.9,431.014,3484.45,462.444,0.00010394,493.261
90242.9,431.011,3478.4,462.444,0.000103893,493.306
90252.9,431.011,3484.03,462.49,0.000104084,493.305
90262.9,430.95,3482.7,462.49,0.0001041,493.305
90272.9,430.927,3482.7,462.487,0.000104052,493.312
90282.9,430.927,3482.1,462.476,0.000104268,493.312
90292.9,430.94,3482.44,462.476,0.00010402,493.36
90302.9,430.94,3482.44,462.501,0.00010414,493.391
90312.9,431.007,3482.18,462.384,0.000104116,493.391
90322.9,431.039,3482.18,462.463,0.000103996,493.427
90332.9,431.039,3482.55,462.42,0.000104172,493.036
90342.9,431.054,3483.21,462.42,0.00010394,493.409
90352.9,431.054,3483.21,462.437,0.000103853,493.362
90362.9,431.086,3483.98,462.413,0.000104108,493.362
90372.9,431.117,3483.98,462.413,0.00010398,493.349
90382.9,431.117,3485.49,462.433,0.000104004,493.345
90392.9,431.091,3485.31,462.433,0.000104028,493.345
90402.9,430.942,3485.31,462.508,0.000104116,493.349
90412.9,431.046,3484.82,462.532,0.000104228,493.349
90422.9,431.06,3482.16,462.532,0.000103805,493.345
90432.9,431.06,3484.62,462.602,0.000104068,493.465
90442.9,431.031,3484.13,462.602,0.000104116,493.465
90452.9,431.031,3484.13,462.591,0.000103797,493.486
90462.9,431.031,3483.44,462.565,0.000104156,493.486
90472.9,431.064,3483.66,462.565,0.000104164,493.52
90482.9,431.064,3483.66,462.553,0.00010406,493.548
90492.9,431.16,3484.72,462.573,0.0001039,493.548
90502.9,431.2,3484.72,462.547,0.000104204,493.539
90512.9,431.2,3485.7,462.523,0.000104188,493.038
90522.9,431.185,3486.26,462.523,0.000103972,493.448
90532.9,431.185,3486.26,462.531,0.000103996,493.428
90542.9,431.178,3487.06,462.558,0.000103956,493.428
90552.9,431.133,3487.06,462.558,0.000104076,493.459
90562.9,431.133,3486.87,462.583,0.000104108,493.422
90572.9,431.098,3486.48,462.583,0.000104156,493.422
90582.9,430.949,3486.48,462.64,0.000104012,493.493
90592.9,431.111,3484.8,462.644,0.000104172,493.493
90602.9,431.128,3481.25,462.644,0.000104036,493.567
90612.9,431.128,3484.7,462.658,0.000103885,493.605
90622.9,431.189,3485.32,462.658,0.000103972,493.605
90632.9,431.205,3485.32,462.605,0.000103996,493.62
90642.9,431.205,3486.56,462.648,0.000104108,493.62
90652.9,431.221,3485.25,462.648,0.00010414,493.659
90662.9,431.221,3486.03,462.568,0.000104204,493.492
90672.9,431.223,3487.44,462.474,0.000104108,493.492
90682.9,431.169,3487.44,462.662,0.000103908,493.491
90692.9,431.169,3488.05,462.657,0.000103709,492.927
90702.9,431.144,3486.14,462.657,0.000103996,493.57
90712.9,431.144,3486.14,462.717,0.000104012,493.603
90722.9,431.194,3485.71,462.705,0.000104124,493.603
90732.9,431.184,3485.71,462.705,0.000103853,493.645
90742.9,431.184,3485.73,462.695,0.00010402,493.598
90752.9,431.267,3486.87,462.695,0.000103877,493.672
90762.9,430.757,3486.87,462.642,0.000104188,493.642
90772.9,431.294,3488.34,462.638,0.000104028,493.642
90782.9,431.272,3488.34,462.638,0.000104364,493.55
90792.9,431.272,3488.56,462.662,0.000104068,493.531
90802.9,431.207,3488.56,462.662,0.000103821,493.531
90812.9,431.2,3488.56,462.755,0.000103948,493.581
90822.9,431.2,3487.7,462.751,0.000104004,493.581
90832.9,431.206,3487.65,462.751,0.000103861,493.684
90842.9,431.206,3486.54,462.783,0.000103996,493.737
90852.9,431.282,3487.72,462.345,0.000103948,493.737
90862.9,431.298,3487.72,462.752,0.000104132,493.739
90872.9,431.298,3487.43,462.723,0.000103757,493.739
90882.9,431.346,3488.23,462.723,0.000103813,493.728
90892.9,431.346,3488.23,462.675,0.000104244,493.678
90902.9,431.376,3489.31,462.705,0.000103869,493.678
90912.9,431.341,3489.31,462.705,0.000103885,493.632
90922.9,431.341,3489.72,462.746,0.000103956,493.667
90932.9,431.277,3489.82,462.746,0.000103916,493.63
90942.9,430.68,3489.82,462.787,0.000104092,493.619
90952.9,431.255,3488.77,462.811,0.000104076,493.619
90962.9,431.259,3488.77,462.811,0.000103948,493.773
90972.9,431.259,3487.65,462.823,0.000103869,493.784
90982.9,431.305,3488.05,462.823,0.000104108,493.784
90992.9,431.262,3488.05,462.805,0.00010398,493.793
91002.9,431.316,3488.73,462.81,0.000104172,493.793
91012.9,431.34,3489.52,462.81,0.0001041,493.819
91022.9,431.34,3489.04,462.836,0.0001041,493.836
91032.9,431.417,3489.66,462.309,0.000103916,493.836
91042.9,431.421,3489.66,462.825,0.000104228,493.78
91052.9,431.421,3490.97,462.782,0.000103813,493.78
91062.9,431.415,3491.22,462.782,0.000104108,493.747
91072.9,431.415,3491.22,462.79,0.00010398,493.763
91082.9,431.416,3491.29,462.828,0.000103893,493.763
91092.9,431.345,3491.29,462.828,0.000103908,493.704
91102.9,431.345,3491.02,462.854,0.000103996,493.72
91112.9,431.321,3490.55,462.854,0.000103869,493.757
91122.9,431.321,3490.55,462.899,0.000104068,493.786
91132.9,431.337,3489.84,462.916,0.000104228,493.786
91142.9,431.321,3489.84,462.916,0.000104028,493.848
91152.9,431.321,3488.92,462.892,0.000103964,493.879
91162.9,431.345,3489.21,462.892,0.000104036,493.879
91172.9,431.398,3489.21,462.897,0.000103964,493.886
91182.9,431.398,3489.55,462.905,0.000104132,493.886
91192.9,431.41,3491.61,462.905,0.000103845,493.911
91202.9,431.41,3490.79,462.851,0.000104004,493.862
91212.9,431.496,3491.68,462.406,0.000103996,493.862
91222.9,431.466,3491.68,462.854,0.000104076,493.809
91232.9,431.466,3491.91,462.844,0.000104084,493.809
91242.9,431.457,3492.51,462.844,0.000104084,493.803
91252.9,431.457,3492.51,462.893,0.00010394,493.809
91262.9,431.465,3492.59,462.877,0.000103877,493.809
91272.9,431.423,3492.59,462.877,0.000104044,493.772
91282.9,431.423,3492.26,462.942,0.000104036,493.846
91292.9,431.396,3491.65,462.942,0.000104052,493.879
91302.9,430.762,3491.65,463.027,0.000103964,493.901
91312.9,431.43,3490.35,462.975,0.00010402,493.901
91322.9,431.453,3490.35,462.975,0.000103996,493.964
91332.9,431.453,3490.79,462.961,0.000104084,493.968
91342.9,431.479,3490.89,462.961,0.000104116,493.968
91352.9,431.458,3490.89,462.922,0.000103996,493.949
91362.9,431.522,3492.25,462.914,0.000103964,493.949
91372.9,431.529,3491.67,462.914,0.000103996,493.923
91382.9,431.529,3493.29,462.92,0.000104092,493.911
91392.9,431.56,3494.08,462.416,0.00010402,493.911
91402.9,431.475,3494.08,462.999,0.000103948,493.846
91412.9,431.475,3493.04,463.013,0.000104172,493.846
91422.9,431.459,3493.35,463.013,0.000103996,493.901
91432.9,431.459,3493.35,463.069,0.000103972,493.969
91442.9,431.469,3492.31,463.064,0.000103948,493.969
91452.9,431.472,3492.31,463.064,0.000104052,494.026
91462.9,431.472,3491.51,463.047,0.0001041,493.822
91472.9,431.502,3491.61,463.047,0.000104004,494.027
91482.9,431.502,3491.61,463.0,0.000104244,494.07
91492.9,431.621,3492.62,462.964,0.000104036,494.07
91502.9,431.581,3492.62,462.964,0.0001041,493.969
91512.9,431.581,3494.08,463.014,0.00010414,493.959
91522.9,431.596,3494.05,463.014,0.000104124,493.959
91532.9,431.586,3494.05,463.018,0.00010414,493.923
91542.9,431.585,3494.63,463.012,0.000103669,493.923
91552.9,431.537,3491.22,463.012,0.000104372,493.926
91562.9,431.537,3494.58,463.057,0.000103948,493.924
91572.9,431.519,3494.22,462.355,0.000103908,493.924
91582.9,431.532,3494.22,463.114,0.000104076,494.007
91592.9,431.532,3493.6,463.132,0.000103765,494.007
91602.9,431.546,3492.39,463.132,0.000104052,494.091
91612.9,431.546,3492.39,463.099,0.000104204,494.072
91622.9,431.54,3492.51,463.103,0.000103964,494.072
91632.9,431.601,3492.51,463.09,0.000103885,494.098
91642.9,431.601,3493.45,463.069,0.000104108,493.917
91652.9,431.684,3494.77,463.069,0.000104044,494.089
91662.9,431.684,3494.77,463.061,0.000104116,494.05
91672.9,431.657,3495.4,463.066,0.000104044,494.05
91682.9,431.627,3495.4,463.066,0.000104148,494.007
91692.9,431.627,3496.04,463.128,0.00010406,494.022
91702.9,431.623,3495.76,463.128,0.000103948,494.022
91712.9,431.618,3495.76,463.153,0.000103861,494.021
91722.9,431.585,3494.22,463.194,0.000104076,494.021
91732.9,431.563,3491.82,463.194,0.000103885,494.116
91742.9,431.563,3493.68,463.159,0.00010394,494.184
91752.9,431.659,3494.55,463.159,0.000104068,494.184
91762.9,431.666,3494.55,463.159,0.00010414,494.178
91772.9,431.666,3494.77,463.133,0.000104124,494.178
91782.9,431.713,3495.48,463.133,0.000104036,494.13
91792.9,431.713,3495.48,463.121,0.000103956,494.155
91802.9,431.723,3496.35,463.144,0.000104028,494.155
91812.9,431.705,3496.35,463.149,0.000104212,494.087
91822.9,431.705,3496.9,463.148,0.000103988,493.861
91832.9,431.666,3497.06,463.148,0.000104108,494.107
91842.9,431.666,3497.06,463.229,0.000104044,494.087
91852.9,431.632,3496.3,463.27,0.000104028,494.087
91862.9,431.638,3496.3,463.27,0.000104124,494.174
91872.9,431.638,3495.62,463.272,0.000104036,494.225
91882.9,431.656,3495.26,463.272,0.000104116,494.225
91892.9,431.636,3495.26,463.25,0.000103972,494.261
91902.9,431.764,3495.89,463.196,0.00010406,494.261
91912.9,431.762,3489.55,463.196,0.000103932,494.216
91922.9,431.762,3497.15,463.189,0.000104132,494.171
91932.9,431.775,3497.45,463.189,0.00010394,494.171
91942.9,431.785,3497.45,463.201,0.000103813,494.167
91952.9,431.785,3497.94,463.206,0.00010398,494.167
91962.9,431.767,3498.41,463.206,0.000103956,494.166
91972.9,431.767,3498.41,463.227,0.00010394,494.155
91982.9,431.767,3498.43,463.2,0.000103932,494.155
91992.9,431.727,3498.43,463.339,0.000104124,494.216
92002.9,431.727,3497.51,463.354,0.000103773,493.959
92012.9,431.76,3497.18,463.354,0.000104148,494.362
92022.9,431.76,3497.18,463.354,0.000104268,494.3
92032.9,431.742,3496.68,463.323,0.000103972,494.3
92042.9,431.736,3496.68,463.323,0.000104004,494.331
92052.9,431.736,3496.11,463.286,0.000103996,494.304
92062.9,431.751,3496.33,463.286,0.000104172,494.304
92072.9,431.633,3496.33,463.27,0.000103996,494.299
92082.9,431.822,3497.42,463.243,0.000103845,494.299
92092.9,431.824,3490.56,463.243,0.000103996,494.244
92102.9,431.824,3498.96,463.255,0.000103885,494.211
92112.9,431.799,3499.21,463.255,0.000104156,494.211
92122.9,431.845,3499.21,463.318,0.000104108,494.218
92132.9,431.845,3499.09,463.33,0.000104116,494.218
92142.9,431.768,3499.03,463.33,0.000103916,494.275
92152.9,431.768,3499.03,463.407,0.000104052,494.317
92162.9,431.758,3497.59,463.257,0.000104284,494.317
92173.0,431.768,3497.59,463.432,0.000104292,494.362
92183.0,431.768,3497.22,463.352,0.000104148,493.909
92193.0,431.833,3497.73,463.352,0.000104004,494.405
92203.0,431.833,3497.73,463.339,0.0001039,494.407
92213.0,431.881,3498.28,463.344,0.000103996,494.407
92223.0,431.912,3498.28,463.344,0.000104012,494.388
92233.0,431.912,3500.05,463.331,0.000104084,494.373
92243.0,431.902,3500.64,463.331,0.000103948,494.373
92253.0,431.652,3500.64,463.346,0.000103956,494.3
92263.0,431.85,3500.1,463.382,0.000103829,494.3
92273.0,431.828,3496.49,463.382,0.000104076,494.286
92283.0,431.828,3499.41,463.439,0.000104044,494.334
92293.0,431.812,3499.63,463.439,0.00010418,494.334
92303.0,431.811,3499.63,463.439,0.00010398,494.347
92313.0,431.811,3498.37,463.452,0.000104004,494.347
92323.0,431.806,3499.39,463.452,0.00010414,494.399
92333.0,431.806,3498.52,463.443,0.000103781,494.438
92343.0,431.854,3498.49,463.354,0.000104212,494.438
92353.0,431.879,3498.49,463.408,0.00010418,494.443
92363.0,431.879,3498.94,463.395,0.000104084,494.128
92373.0,431.952,3499.51,463.395,0.00010394,494.439
92383.0,431.952,3499.51,463.374,0.00010406,494.417
92393.0,431.955,3499.98,463.372,0.00010402,494.417
92403.0,431.964,3499.98,463.372,0.000103964,494.374
92413.0,431.964,3501.85,463.475,0.000104276,494.429
92423.0,431.954,3501.84,463.475,0.000104092,494.429
92433.0,431.685,3501.84,463.438,0.000103877,494.345
92443.0,431.885,3501.3,463.48,0.000104156,494.345
92453.0,431.88,3494.99,463.48,0.000104052,494.405
92463.0,431.88,3501.16,463.533,0.0001041,494.471
92473.0,431.925,3501.74,463.533,0.000104148,494.471
92483.0,431.932,3501.74,463.599,0.000104164,494.516
92493.0,431.932,3500.67,463.597,0.000104044,494.516
92503.0,431.916,3499.9,463.597,0.000104196,494.549
92513.0,431.916,3499.9,463.547,0.000104092,494.543
92523.0,431.955,3499.8,463.451,0.000104012,494.543
92533.0,431.997,3499.8,463.516,0.000104012,494.563
92543.0,431.997,3500.69,463.476,0.00010402,494.226
92553.0,432.034,3501.42,463.476,0.000103837,494.53
92563.0,432.034,3501.42,463.49,0.000104156,494.492
92573.0,432.027,3502.48,463.484,0.000104004,494.492
92583.0,432.015,3502.48,463.484,0.000103996,494.442
92593.0,432.015,3502.89,463.544,0.00010402,494.488
92603.0,431.972,3502.43,463.544,0.000103948,494.488
92613.0,431.717,3502.43,463.596,0.000103837,494.508
92623.0,431.93,3500.83,463.576,0.000103908,494.508
92633.0,431.96,3500.83,463.576,0.000103869,494.576
92643.0,431.96,3500.89,463.542,0.000103709,494.609
92653.0,432.045,3501.33,463.542,0.000103829,494.609
92663.0,432.091,3501.33,463.532,0.000104052,494.582
