Time (s),Temp (Ohm) (X????1),Temp (Ohm) (X58257),Temp (Ohm) (X????2),Pressure (Torr),col11
12701.8,358.255,2287.89,381.821,0.00010406,406.147
12711.8,358.255,2288.43,381.818,0.000104052,405.755
12721.8,358.289,2289.29,381.818,0.000104036,406.171
12731.8,358.289,2289.29,381.826,0.00010406,406.173
12741.8,358.338,2289.85,381.854,0.000104036,406.173
12751.8,358.355,2289.85,381.854,0.000103956,406.167
12761.8,358.355,2290.84,381.881,0.000103996,406.204
12771.8,358.368,2291.19,381.881,0.000103861,406.204
12781.8,358.183,2291.19,381.932,0.000103964,406.218
12791.8,358.378,2291.48,381.979,0.000103948,406.218
12801.8,358.391,2287.78,381.979,0.0001039,406.266
12811.8,358.391,2291.38,382.046,0.00010394,406.315
12821.8,358.413,2291.0,382.046,0.000104028,406.315
12831.8,358.431,2291.0,382.076,0.000104052,406.397
12841.8,358.431,2291.32,382.091,0.000103908,406.397
12851.8,358.468,2291.64,382.091,0.000104132,406.426
12861.8,358.468,2291.64,382.118,0.000104172,406.466
12871.8,358.519,2291.99,382.085,0.000103845,406.466
12881.8,358.554,2291.99,382.115,0.000104076,406.474
12891.8,358.554,2293.31,382.115,0.000103845,406.161
12901.8,358.591,2293.67,382.115,0.000103972,406.494
12911.8,358.591,2293.67,382.157,0.000104108,406.491
12921.8,358.61,2294.6,382.198,0.000103916,406.491
12931.8,358.634,2294.6,382.198,0.000104108,406.514
12941.8,358.634,2295.07,382.222,0.00010394,406.533
12951.8,358.651,2295.2,382.222,0.00010402,406.533
12961.8,358.493,2295.2,382.309,0.000103916,406.579
12971.8,358.648,2294.84,382.322,0.000103932,406.579
12981.8,358.656,2292.16,382.322,0.000104116,406.647
12991.8,358.656,2294.76,382.371,0.000104068,406.719
13001.8,358.722,2295.1,382.371,0.000103996,406.719
13011.8,358.773,2295.1,382.371,0.000103837,406.766
13021.8,358.773,2295.73,382.384,0.000103948,406.766
13031.8,358.796,2295.89,382.384,0.000103924,406.774
13041.8,358.796,2296.39,382.385,0.00010426,406.788
13051.8,358.853,2297.33,382.418,0.000103948,406.788
13061.8,358.866,2297.33,382.429,0.00010406,406.771
13071.8,358.866,2298.15,382.448,0.000104004,406.399
13081.8,358.846,2298.29,382.448,0.000103956,406.818
13091.8,358.846,2298.29,382.536,0.000103964,406.854
13101.8,358.861,2297.83,382.564,0.00010418,406.854
13111.8,358.866,2297.83,382.564,0.00010402,406.898
13121.8,358.866,2297.86,382.605,0.000103956,406.963
13131.8,358.944,2298.11,382.605,0.000103908,406.963
13141.8,358.647,2298.11,382.597,0.000104204,407.007
13151.8,359.017,2299.41,382.615,0.000103885,407.007
13161.8,359.045,2299.41,382.615,0.000103893,407.007
13171.8,359.045,2300.32,382.628,0.000104132,406.995
13181.8,359.042,2300.84,382.628,0.000104028,406.995
13191.8,359.065,2300.84,382.664,0.000104068,407.013
13201.8,359.065,2300.99,382.694,0.000104132,407.013
13211.8,359.09,2300.25,382.694,0.000103813,407.075
13221.8,359.09,2300.98,382.781,0.000103893,407.125
13231.8,359.072,2301.11,382.569,0.00010402,407.125
13241.8,359.108,2301.11,382.825,0.000103741,407.191
13251.8,359.108,2300.83,382.821,0.00010394,407.191
13261.8,359.147,2301.34,382.821,0.000103757,407.247
13271.8,359.147,2301.34,382.803,0.000103948,407.239
13281.8,359.223,2302.27,382.829,0.000104188,407.239
13291.8,359.25,2302.27,382.829,0.000104068,407.236
13301.8,359.25,2303.37,382.862,0.000104044,407.277
13311.8,359.246,2304.01,382.862,0.000104068,407.27
13321.8,359.246,2304.01,382.932,0.000104076,407.275
13331.8,359.246,2303.74,382.984,0.000104028,407.275
13341.8,359.271,2303.74,382.984,0.000104036,407.376
13351.8,359.271,2303.39,383.026,0.000104236,407.421
13361.8,359.297,2303.45,383.026,0.00010394,407.421
13371.8,359.275,2303.45,383.04,0.00010418,407.469
13381.8,359.359,2304.24,383.038,0.000103654,407.469
13391.8,359.403,2303.91,383.038,0.000103972,407.49
13401.8,359.403,2305.34,383.047,0.000103813,407.478
13411.8,359.445,2306.0,382.493,0.000104284,407.478
13421.8,359.44,2306.0,383.08,0.000103845,407.474
13431.8,359.44,2306.56,383.122,0.000104092,407.474
13441.8,359.445,2306.78,383.122,0.00010406,407.518
13451.8,359.445,2306.78,383.172,0.000104204,407.537
13461.8,359.466,2306.95,383.108,0.000104028,407.537
13471.8,359.472,2306.95,383.231,0.0001043,407.612
13481.8,359.472,2306.21,383.251,0.000104044,407.529
13491.8,359.522,2306.6,383.251,0.0001041,407.71
13501.8,359.522,2306.6,383.265,0.000103869,407.716
13511.8,359.586,2307.53,383.261,0.00010402,407.716
13521.8,359.613,2307.53,383.261,0.000104148,407.732
13531.8,359.613,2308.27,383.298,0.000104132,407.766
13541.8,359.673,2308.67,383.298,0.000103956,407.766
13551.8,359.568,2308.67,383.343,0.000104076,407.744
13561.8,359.673,2309.58,383.331,0.000104252,407.744
13571.8,359.666,2308.1,383.331,0.000104036,407.757
13581.8,359.666,2309.71,383.415,0.000104092,407.773
13591.8,359.648,2309.64,383.415,0.000103948,407.773
13601.8,359.69,2309.64,383.463,0.000103861,407.864
13611.8,359.69,2309.24,383.494,0.000104084,407.864
13621.8,359.749,2309.65,383.494,0.0001041,407.949
13631.8,359.749,2309.65,383.496,0.000104068,407.971
13641.8,359.777,2310.15,383.477,0.000104124,407.971
13651.8,359.812,2310.15,383.495,0.000104068,407.98
13661.8,359.812,2311.16,383.518,0.000104036,407.719
13671.8,359.876,2312.03,383.518,0.00010438,407.981
13681.8,359.876,2312.03,383.557,0.000104076,407.992
13691.8,359.882,2312.59,383.572,0.00010406,407.992
13701.8,359.89,2312.59,383.572,0.000104068,408.008
13711.8,359.89,2312.93,383.607,0.000104148,408.022
13721.8,359.889,2313.07,383.607,0.000104116,408.022
13731.8,359.777,2313.07,383.688,0.000103924,408.071
13741.8,359.896,2312.69,383.717,0.000104036,408.071
13751.8,359.931,2312.69,383.717,0.000103885,408.193
13761.8,359.931,2312.75,383.71,0.000103916,408.222
13771.8,359.995,2313.25,383.71,0.000104084,408.222
13781.8,360.046,2313.25,383.755,0.000103988,408.248
13791.8,360.046,2313.61,383.773,0.00010402,408.248
13801.8,360.076,2314.33,383.773,0.000104132,408.264
13811.8,360.076,2314.33,383.772,0.0001041,408.298
13821.8,360.108,2315.63,383.802,0.00010406,408.298
13831.8,360.11,2315.63,383.83,0.000103924,408.256
13841.8,360.11,2315.96,383.846,0.000103885,407.884
13851.8,360.105,2316.23,383.846,0.0001041,408.289
13861.8,360.105,2316.23,383.937,0.00010406,408.334
13871.8,360.109,2315.92,383.966,0.000104036,408.334
13881.8,360.127,2315.92,383.966,0.000104172,408.402
13891.8,360.127,2315.7,383.993,0.000103956,408.473
13901.8,360.181,2316.08,383.993,0.00010398,408.473
13911.8,359.913,2316.08,383.992,0.000104292,408.515
13921.8,360.289,2317.67,383.99,0.00010398,408.515
13931.8,360.288,2317.67,383.99,0.000103821,408.467
13941.8,360.288,2318.45,384.008,0.000103829,408.495
13951.8,360.277,2318.69,384.008,0.00010414,408.495
13961.8,360.293,2318.69,384.106,0.0001041,408.533
13971.8,360.293,2318.44,384.133,0.00010394,408.533
13981.8,360.295,2319.2,384.133,0.000104052,408.606
13991.8,360.295,2318.15,384.157,0.00010426,408.658
14001.8,360.331,2318.38,383.827,0.00010414,408.658
14011.8,360.403,2318.38,384.178,0.000103717,408.7
14021.8,360.403,2319.06,384.185,0.000104132,408.7
14031.8,360.434,2319.51,384.185,0.000103877,408.738
14041.8,360.434,2319.51,384.189,0.000103908,408.728
14051.8,360.488,2320.49,384.216,0.000103837,408.728
14061.8,360.488,2320.49,384.216,0.000103924,408.741
14071.8,360.488,2321.07,384.246,0.00010402,408.777
14081.8,360.54,2322.22,384.246,0.000104124,408.752
14091.8,360.006,2322.22,384.345,0.000104044,408.794
14101.8,360.536,2322.05,384.398,0.000103948,408.794
14111.8,360.532,2322.05,384.398,0.000103924,408.893
14121.8,360.532,2321.68,384.437,0.000104004,408.907
14131.8,360.549,2321.83,384.437,0.000103916,408.907
14141.8,360.563,2321.83,384.452,0.000103956,408.969
14151.8,360.594,2322.06,384.477,0.000103845,408.969
14161.8,360.657,2322.75,384.477,0.000103956,409.011
14171.8,360.657,2323.28,384.447,0.000103885,409.011
14181.8,360.708,2323.65,384.063,0.000104076,409.011
14191.8,360.742,2323.65,384.471,0.00010402,409.027
14201.8,360.742,2324.67,384.503,0.000103813,409.027
14211.8,360.738,2325.07,384.503,0.000103996,409.026
14221.8,360.738,2325.07,384.527,0.000104076,409.045
14231.8,360.752,2325.46,384.562,0.000104012,409.045
14241.8,360.779,2325.46,384.562,0.000104004,409.058
14251.8,360.779,2325.58,384.625,0.0001039,409.099
14261.8,360.776,2325.54,384.625,0.000104004,409.106
14271.8,360.776,2325.54,384.69,0.000104036,409.148
14281.8,360.807,2325.22,384.711,0.000104116,409.148
14291.8,360.811,2325.22,384.711,0.000104204,409.253
14301.8,360.811,2325.58,384.717,0.0001041,409.29
14311.8,360.86,2325.93,384.717,0.000104116,409.29
14321.8,360.875,2325.93,384.741,0.000104028,409.317
14331.8,360.929,2326.46,384.748,0.000104036,409.317
14341.8,360.964,2327.11,384.748,0.000104132,409.33
14351.8,360.964,2327.88,384.738,0.00010394,409.333
14361.8,360.994,2328.45,384.229,0.00010414,409.333
14371.8,360.992,2328.45,384.813,0.000104116,409.322
14381.8,360.992,2328.67,384.845,0.0001039,409.322
14391.8,360.978,2328.88,384.845,0.000104188,409.338
14401.8,360.978,2328.88,384.929,0.00010414,409.402
14411.8,361.017,2329.02,384.932,0.000104068,409.402
14421.8,361.02,2329.02,384.932,0.00010406,409.426
14431.8,361.02,2328.94,384.966,0.000103932,409.412
14441.8,361.051,2329.05,384.966,0.00010414,409.518
14451.8,361.051,2329.05,385.011,0.000103972,409.564
14461.8,361.131,2329.35,385.006,0.000104124,409.564
14471.8,361.156,2329.35,385.006,0.0001039,409.597
14481.8,361.156,2330.12,384.996,0.000103773,409.608
14491.8,361.198,2331.01,384.996,0.000103972,409.608
14501.8,361.142,2331.01,385.017,0.000104076,409.607
14511.8,361.212,2331.78,385.051,0.000104044,409.607
14521.8,361.262,2330.59,385.051,0.000103765,409.624
14531.8,361.262,2332.4,385.091,0.000104004,409.631
14541.8,361.236,2332.34,384.495,0.000104108,409.631
14551.8,361.236,2332.34,385.152,0.000104116,409.655
14561.8,361.236,2332.15,385.214,0.000104044,409.655
14571.8,361.246,2332.28,385.214,0.000104212,409.749
14581.8,361.246,2332.28,385.237,0.000104012,409.775
14591.8,361.282,2332.41,385.228,0.000104004,409.775
14601.8,361.349,2332.41,385.248,0.000103964,409.856
14611.8,361.349,2332.95,385.259,0.000104132,409.665
14621.8,361.415,2333.7,385.259,0.000104004,409.871
14631.8,361.415,2333.7,385.262,0.000104044,409.886
14641.8,361.459,2334.64,385.275,0.000103877,409.886
14651.8,361.457,2334.64,385.275,0.000103861,409.877
14661.8,361.457,2335.27,385.319,0.000104132,409.889
14671.8,361.46,2335.73,385.319,0.000103924,409.889
14681.8,361.443,2335.73,385.376,0.000104028,409.924
14691.8,361.466,2335.42,385.435,0.0001039,409.924
14701.8,361.475,2333.4,385.435,0.000103972,410.026
14711.8,361.475,2335.07,385.468,0.000103932,410.068
14721.8,361.525,2335.46,385.468,0.000103956,410.068
14731.8,361.552,2335.46,385.484,0.000103948,410.097
14741.8,361.552,2336.04,385.501,0.00010398,410.097
14751.8,361.603,2336.38,385.501,0.00010394,410.146
14761.8,361.603,2336.38,385.495,0.0001041,410.16
14771.8,361.657,2337.06,385.496,0.000103988,410.16
14781.8,361.686,2337.06,385.522,0.00010394,410.126
14791.8,361.686,2338.33,385.559,0.000103741,409.828
14801.8,361.668,2338.64,385.559,0.000103813,410.136
14811.8,361.668,2338.64,385.612,0.00010394,410.159
14821.8,361.654,2338.36,385.652,0.000104108,410.159
14831.8,361.68,2338.36,385.652,0.0001041,410.241
14841.8,361.68,2338.36,385.694,0.000103893,410.267
14851.8,361.702,2338.52,385.694,0.000104284,410.267
14861.8,361.688,2338.52,385.729,0.000104076,410.327
14871.8,361.738,2338.53,385.745,0.000104116,410.327
14881.8,361.804,2335.27,385.745,0.000103908,410.383
14891.8,361.804,2339.78,385.713,0.000103972,410.393
14901.8,361.876,2340.16,385.713,0.000104236,410.393
14911.8,361.885,2340.16,385.752,0.00010398,410.389
14921.8,361.885,2341.19,385.76,0.000103948,410.389
14931.8,361.894,2341.74,385.76,0.000104116,410.389
14941.8,361.894,2341.74,385.83,0.000103877,410.408
14951.8,361.895,2341.67,385.777,0.000104068,410.408
14961.8,361.88,2341.67,385.912,0.000103837,410.475
14971.8,361.88,2341.38,385.92,0.000103996,410.051
14981.8,361.92,2341.27,385.92,0.000104188,410.573
14991.8,361.92,2341.27,385.95,0.00010402,410.621
15001.8,362.013,2342.07,385.969,0.00010402,410.621
15011.8,362.03,2342.07,385.969,0.000103948,410.617
15021.8,362.03,2342.25,385.967,0.000103869,410.656
15031.8,362.076,2343.64,385.967,0.000104116,410.656
15041.8,361.883,2343.64,385.985,0.00010402,410.633
15051.8,362.098,2344.44,386.029,0.000103924,410.633
15061.8,362.09,2344.44,386.029,0.000103948,410.635
15071.8,362.09,2344.32,386.087,0.0001041,410.667
15081.8,362.081,2344.46,386.087,0.000103948,410.667
15091.8,362.107,2344.46,386.129,0.000104084,410.711
15101.8,362.107,2344.34,386.169,0.000103861,410.711
15111.8,362.139,2345.7,386.169,0.000104084,410.79
15121.8,362.139,2344.58,386.178,0.000103829,410.844
15131.8,362.191,2344.94,385.938,0.000103932,410.844
15141.8,362.222,2344.94,386.202,0.000103956,410.886
15151.8,362.222,2345.82,386.193,0.000103908,410.144
15161.8,362.275,2346.23,386.193,0.000103988,410.886
15171.8,362.275,2346.23,386.204,0.000103598,410.903
15181.8,362.302,2347.19,386.238,0.000104052,410.903
15191.8,362.321,2347.19,386.238,0.000104004,410.893
15201.8,362.321,2347.79,386.257,0.000104156,410.918
15211.8,362.314,2348.04,386.257,0.000104196,410.918
15221.8,362.04,2348.04,386.341,0.000103908,410.949
15231.8,362.327,2347.69,386.404,0.00010414,410.949
15241.8,362.366,2347.69,386.404,0.000104148,411.067
15251.8,362.366,2347.37,386.423,0.00010422,411.082
15261.8,362.398,2347.87,386.423,0.000103861,411.082
15271.8,362.433,2347.87,386.422,0.000103797,411.149
15281.8,362.433,2348.36,386.433,0.000104108,411.149
15291.8,362.491,2348.9,386.433,0.000104012,411.146
15301.8,362.491,2349.59,386.439,0.000104076,411.139
15311.8,362.505,2350.03,385.988,0.000103988,411.139
15321.8,362.528,2350.03,386.498,0.000103988,411.15
15331.8,362.528,2350.66,386.536,0.000103908,411.15
15341.8,362.53,2350.9,386.536,0.000103996,411.165
15351.8,362.53,2350.9,386.561,0.000103916,411.194
15361.8,362.532,2350.66,386.62,0.000104012,411.194
15371.8,362.536,2350.66,386.62,0.000103964,411.254
15381.8,362.536,2350.74,386.663,0.000104004,411.225
15391.8,362.576,2350.93,386.663,0.000104212,411.349
15401.8,361.956,2350.93,386.689,0.00010406,411.388
15411.8,362.636,2351.45,386.692,0.000103988,411.388
15421.8,362.674,2351.45,386.692,0.000103908,411.431
15431.8,362.674,2351.96,386.695,0.000103988,411.431
15441.8,362.714,2352.44,386.695,0.000103948,411.431
15451.8,362.741,2352.44,386.715,0.000103988,411.439
15461.8,362.741,2353.54,386.727,0.000104132,411.439
15471.8,362.756,2352.24,386.727,0.000104236,411.432
15481.8,362.756,2354.01,386.79,0.000104212,411.45
15491.8,362.758,2354.06,386.386,0.000103932,411.45
15501.8,362.752,2354.06,386.866,0.00010398,411.478
15511.8,362.752,2353.88,386.874,0.000104124,411.478
15521.8,362.771,2354.17,386.874,0.000103837,411.544
15531.8,362.771,2354.17,386.901,0.000103972,411.58
15541.8,362.797,2354.19,386.932,0.000103956,411.58
15551.8,362.842,2354.19,386.932,0.000104028,411.659
15561.8,362.842,2354.35,386.963,0.000104092,411.538
15571.8,362.888,2354.8,386.963,0.000104028,411.696
15581.8,362.211,2354.8,386.944,0.000103853,411.726
15591.8,362.952,2355.92,386.961,0.00010398,411.726
15601.8,362.992,2355.92,386.961,0.000104276,411.719
15611.8,362.992,2356.49,386.964,0.000103964,411.715
15621.8,362.99,2357.44,386.964,0.00010418,411.715
15631.8,363.007,2357.44,387.016,0.000104108,411.711
15641.8,362.998,2357.64,387.06,0.000104028,411.711
15651.8,363.018,2355.76,387.06,0.000104044,411.754
15661.8,363.018,2357.47,387.128,0.000104132,411.81
15671.8,363.002,2357.67,386.604,0.000103948,411.81
15681.8,363.038,2357.67,387.177,0.000103964,411.852
15691.8,363.038,2357.46,387.199,0.00010422,411.852
15701.8,363.088,2357.63,387.199,0.000104068,411.939
15711.8,363.088,2357.63,387.207,0.00010398,411.963
15721.8,363.13,2358.32,387.239,0.000103996,411.963
15731.8,363.146,2358.32,387.239,0.000104092,412.003
15741.8,363.146,2358.89,387.235,0.000103821,412.006
15751.8,363.217,2359.91,387.235,0.000103964,412.031
15761.8,362.596,2359.91,387.247,0.000104244,412.034
15771.8,363.256,2360.45,387.27,0.000103916,412.034
15781.8,363.266,2360.45,387.27,0.000104012,412.01
15791.8,363.266,2361.09,387.308,0.000104052,412.052
15801.8,363.245,2361.35,387.308,0.000104204,412.052
15811.8,363.281,2361.35,387.373,0.000104028,412.047
15821.8,363.262,2361.51,387.415,0.00010394,412.047
15831.8,363.276,2361.53,387.415,0.000104116,412.11
15841.8,363.276,2361.45,387.454,0.000103988,412.152
15851.8,363.314,2361.33,387.067,0.000104124,412.152
15861.8,363.314,2361.33,387.48,0.000104148,412.206
15871.8,363.314,2361.81,387.475,0.000103932,412.206
15881.8,363.394,2362.17,387.475,0.000103924,412.284
15891.8,363.394,2362.17,387.477,0.00010402,412.287
15901.8,363.442,2363.02,387.518,0.000104084,412.287
15911.8,363.492,2363.02,387.518,0.00010414,412.302
15921.9,363.492,2364.35,387.534,0.000104212,412.331
15931.9,363.48,2364.62,387.534,0.000104188,412.304
15941.9,363.48,2364.62,387.595,0.00010422,412.318
15951.9,363.471,2364.57,387.638,0.000104084,412.318
15961.9,363.474,2364.57,387.638,0.00010414,412.36
15971.9,363.474,2364.2,387.71,0.000103916,412.427
15981.9,363.507,2364.42,387.71,0.000103996,412.427
15991.9,363.504,2364.42,387.713,0.000103885,412.496
16001.9,363.574,2365.09,387.697,0.000103972,412.496
16011.9,363.636,2362.44,387.697,0.000103893,412.519
16021.9,363.636,2366.27,387.694,0.000104084,412.492
16031.9,363.653,2366.89,387.694,0.00010394,412.492
16041.9,363.644,2366.89,387.751,0.000103948,412.502
16051.9,363.644,2367.25,387.786,0.000104052,412.502
16061.9,363.639,2367.26,387.786,0.000103916,412.536
16071.9,363.639,2367.26,387.835,0.000104108,412.563
16081.9,363.654,2367.15,387.72,0.000104092,412.563
16091.9,363.681,2367.15,387.887,0.0001039,412.669
16101.9,363.681,2366.9,387.896,0.000103964,412.238
16111.9,363.758,2367.73,387.896,0.000104028,412.7
16121.9,363.758,2367.73,387.886,0.000103988,412.722
16131.9,363.823,2368.65,387.911,0.000103916,412.722
16141.9,363.832,2368.65,387.911,0.000103924,412.718
16151.9,363.832,2369.34,387.923,0.000104228,412.752
16161.9,363.847,2369.86,387.923,0.00010406,412.752
16171.9,363.654,2369.86,387.985,0.000104028,412.752
16181.9,363.843,2370.13,388.025,0.000104188,412.752
16191.9,363.87,2370.13,388.025,0.000104148,412.796
16201.9,363.87,2369.48,388.073,0.000103885,412.859
16211.9,363.883,2369.69,388.073,0.000103988,412.859
16221.9,363.89,2369.69,388.12,0.000104132,412.922
16231.9,363.89,2369.72,388.098,0.00010394,412.922
16241.9,363.958,2370.43,388.098,0.000104052,412.946
16251.9,363.958,2370.43,388.112,0.000103948,412.985
16261.9,364.003,2371.12,387.991,0.000104052,412.985
16271.9,364.044,2371.12,388.129,0.000104004,412.97
16281.9,364.044,2372.14,388.151,0.000103932,412.426
16291.9,364.05,2372.84,388.151,0.000104004,412.984
16301.9,364.05,2372.84,388.187,0.000104004,412.996
16311.9,364.055,2373.09,388.229,0.000104084,412.996
16321.9,364.068,2373.09,388.229,0.000103829,413.023
16331.9,364.068,2373.06,388.308,0.000104084,413.094
16341.9,364.08,2372.76,388.308,0.0001041,413.094
16351.9,363.8,2372.76,388.347,0.000104044,413.171
16361.9,364.157,2372.95,388.344,0.000103948,413.171
16371.9,364.186,2372.95,388.344,0.000103805,413.223
16381.9,364.186,2374.05,388.351,0.000103956,413.235
16391.9,364.202,2374.17,388.351,0.000103988,413.235
16401.9,364.261,2374.17,388.368,0.00010418,413.237
16411.9,364.261,2374.9,388.394,0.000104172,413.237
16421.9,364.278,2374.16,388.394,0.000104108,413.259
16431.9,364.278,2376.04,388.426,0.000104052,413.246
16441.9,364.272,2376.24,388.104,0.000103877,413.246
16451.9,364.272,2376.24,388.507,0.000104012,413.267
16461.9,364.272,2376.09,388.512,0.000104124,413.267
16471.9,364.269,2376.1,388.512,0.000103837,413.337
16481.9,364.269,2376.1,388.554,0.000103861,413.367
16491.9,364.294,2375.97,388.597,0.00010406,413.367
16501.9,364.345,2375.97,388.597,0.000104204,413.432
16511.9,364.345,2376.3,388.588,0.000104228,413.363
16521.9,364.384,2376.71,388.588,0.000103821,413.484
16531.9,363.93,2376.71,388.588,0.000104036,413.508
16541.9,364.463,2377.66,388.604,0.000104116,413.508
16551.9,364.492,2377.66,388.604,0.000104132,413.482
16561.9,364.492,2378.78,388.645,0.000104052,413.499
16571.9,364.49,2379.12,388.645,0.00010414,413.499
16581.9,364.498,2379.12,388.691,0.000104132,413.51
16591.9,364.498,2379.5,388.735,0.000104052,413.51
16601.9,364.495,2378.23,388.735,0.000104132,413.577
16611.9,364.495,2378.61,388.784,0.000103924,413.631
16621.9,364.519,2378.88,388.385,0.000104172,413.631
16631.9,364.552,2378.88,388.804,0.000104124,413.68
16641.9,364.552,2379.19,388.825,0.000103964,413.68
16651.9,364.603,2379.73,388.825,0.00010402,413.74
16661.9,364.603,2379.73,388.833,0.000104004,413.741
16671.9,364.642,2380.13,388.849,0.000104012,413.741
16681.9,364.683,2380.13,388.849,0.000103948,413.732
16691.9,364.683,2381.31,388.855,0.000104028,413.783
16701.9,364.7,2382.09,388.855,0.00010426,413.747
16711.9,364.7,2382.09,388.924,0.000103813,413.753
16721.9,364.698,2382.5,388.953,0.000104196,413.753
16731.9,364.681,2382.5,388.953,0.000104108,413.815
16741.9,364.681,2382.19,389.013,0.00010406,413.839
16751.9,364.705,2382.06,389.013,0.000103972,413.839
16761.9,364.738,2382.06,389.048,0.000104004,413.874
16771.9,364.758,2382.25,389.076,0.000103861,413.874
16781.9,364.776,2383.72,389.076,0.000104084,413.942
16791.9,364.776,2382.56,389.094,0.000104076,414.001
16801.9,364.827,2382.76,388.42,0.00010402,414.001
16811.9,364.88,2382.76,389.075,0.00010394,414.003
16821.9,364.88,2383.71,389.095,0.00010394,414.003
16831.9,364.924,2384.45,389.095,0.000104132,414.013
16841.9,364.924,2384.45,389.115,0.000103932,414.03
16851.9,364.931,2385.09,389.113,0.000103964,414.03
16861.9,364.94,2385.09,389.135,0.000103813,414.014
16871.9,364.94,2385.8,389.206,0.000104044,414.078
16881.9,364.937,2385.97,389.206,0.000104148,414.072
16891.9,364.937,2385.97,389.271,0.000104164,414.108
16901.9,364.956,2385.26,389.298,0.000104068,414.108
16911.9,364.989,2385.26,389.298,0.000104076,414.212
16921.9,364.989,2385.84,389.299,0.00010402,414.255
16931.9,365.055,2386.33,389.299,0.000104036,414.255
16941.9,364.955,2386.33,389.303,0.0001039,414.252
16951.9,365.096,2387.26,389.31,0.0001041,414.252
16961.9,365.129,2386.94,389.31,0.000104156,414.252
16971.9,365.129,2388.03,389.335,0.000103948,414.256
16981.9,365.153,2388.59,389.335,0.000103916,414.256
16991.9,365.115,2388.59,389.403,0.000104076,414.272
17001.9,365.115,2388.94,389.42,0.00010402,414.272
17011.9,365.132,2389.14,389.42,0.0001039,414.304
17021.9,365.132,2389.14,389.492,0.000103869,414.329
17031.9,365.165,2388.66,389.375,0.000103813,414.329
17041.9,365.201,2388.66,389.524,0.000104124,414.465
17051.9,365.201,2389.12,389.517,0.000104252,414.075
17061.9,365.278,2389.65,389.517,0.00010394,414.487
17071.9,365.278,2389.65,389.512,0.000104068,414.468
17081.9,365.306,2390.59,389.543,0.000104092,414.468
17091.9,365.303,2390.59,389.543,0.000103829,414.452
17101.9,365.303,2391.18,389.609,0.000104124,414.484
17111.9,365.31,2391.43,389.609,0.000104044,414.484
17121.9,365.172,2391.43,389.624,0.000104124,414.52
17131.9,365.319,2391.57,389.675,0.00010394,414.52
17141.9,365.331,2389.47,389.675,0.000104092,414.598
17151.9,365.331,2390.94,389.729,0.000103924,414.655
17161.9,365.359,2391.25,389.729,0.000103964,414.655
17171.9,365.4,2391.25,389.742,0.000104036,414.701
17181.9,365.4,2391.63,389.746,0.000103972,414.701
17191.9,365.462,2392.41,389.746,0.000103996,414.741
17201.9,365.462,2392.41,389.757,0.000103988,414.741
17211.9,365.524,2393.15,389.775,0.0001041,414.741
17221.9,365.519,2393.15,389.777,0.000104084,414.738
17231.9,365.519,2394.08,389.791,0.000104236,414.329
17241.9,365.512,2394.63,389.791,0.000104172,414.736
17251.9,365.512,2394.63,389.848,0.000103996,414.748
17261.9,365.537,2394.77,389.887,0.000103853,414.748
17271.9,365.547,2394.77,389.887,0.00010402,414.803
17281.9,365.547,2394.54,389.949,0.000104076,414.855
17291.9,365.57,2394.42,389.949,0.000103908,414.855
17301.9,365.381,2394.42,389.988,0.000104092,414.935
17311.9,365.628,2394.64,389.98,0.000103988,414.935
17321.9,365.653,2392.3,389.98,0.000104036,414.98
17331.9,365.653,2395.49,389.989,0.00010406,415.011
17341.9,365.686,2395.61,389.989,0.000104044,415.011
17351.9,365.764,2395.61,390.01,0.000104124,415.02
17361.9,365.764,2396.37,390.028,0.000104076,415.02
17371.9,365.774,2396.4,390.028,0.000103924,415.04
17381.9,365.774,2397.49,390.058,0.000104092,415.035
17391.9,365.779,2397.91,389.969,0.000103908,415.035
17401.9,365.75,2397.91,390.138,0.00010418,415.03
17411.9,365.75,2397.82,390.161,0.000104036,414.453
17421.9,365.763,2397.74,390.161,0.0001043,415.117
17431.9,365.763,2397.74,390.217,0.00010398,415.139
17441.9,365.804,2397.42,390.238,0.000104084,415.139
17451.9,365.845,2397.42,390.238,0.000104044,415.207
17461.9,365.845,2398.13,390.215,0.000104228,415.228
17471.9,365.909,2398.91,390.215,0.000103948,415.253
17481.9,365.475,2398.91,390.219,0.000104148,415.225
17491.9,365.931,2399.95,390.249,0.00010422,415.225
17501.9,365.93,2399.95,390.249,0.000104124,415.205
17511.9,365.93,2400.31,390.306,0.000104004,415.244
17521.9,365.907,2400.22,390.306,0.000103932,415.244
17531.9,365.941,2400.22,390.361,0.000103916,415.282
17541.9,365.941,2400.11,390.393,0.00010414,415.282
17551.9,365.965,2401.06,390.393,0.000104076,415.368
17561.9,365.965,2400.19,390.423,0.00010394,415.437
17571.9,366.025,2400.73,389.946,0.000103869,415.437
17581.9,366.082,2400.73,390.417,0.000103964,415.463
17591.9,366.082,2401.62,390.434,0.000103829,415.463
17601.9,366.117,2402.01,390.434,0.000104068,415.456
17611.9,366.117,2402.01,390.431,0.0001041,415.488
17621.9,366.147,2402.94,390.474,0.000104012,415.488
17631.9,366.163,2402.94,390.474,0.000104172,415.467
17641.9,366.163,2403.42,390.502,0.000103988,415.527
17651.9,366.134,2403.47,390.502,0.00010418,415.499
17661.9,366.134,2403.47,390.571,0.00010394,415.516
